COMPANYID,RELATIONNO,CASENO,PROJECTNO,PREVACTIVITYCODE,NEXTACTIVITYCODE,RELATIONTYPE,LAG,LOCATIONCODE,LOCATIONTYPE
D,1114172146,2020-36-04,5466,S109A000,W109GB00,FS,5,109,B
D,1114172147,2020-36-04,5466,S109A000,W109GC00,SS,4,109,B
D,1114172148,2020-36-04,5466,Z109ZBR0,W109GL00,FS,1,109,B
D,1114172149,2020-36-04,5466,S109A000,W109GS00,SS,0,109,B
D,1114172154,2020-36-04,5466,S110A000,W110GB00,FS,2,110,B
D,1114172155,2020-36-04,5466,S110A000,W110GC00,SS,4,110,B
D,1114172156,2020-36-04,5466,S110A000,W110GS00,SS,0,110,B
D,1114172157,2020-36-04,5466,S111A000,W111GB00,FS,-4,111,B
D,1114172158,2020-36-04,5466,S111A000,W111GC00,SS,0,111,B
D,1114172159,2020-36-04,5466,S113A000,W113GB00,FS,-2,113,B
D,1114172160,2020-36-04,5466,S113A000,W113GC00,SS,0,113,B
D,1114172161,2020-36-04,5466,S113A000,W113GS00,SS,0,113,B
D,1114172166,2020-36-04,5466,S121A000,W121GC00,SS,4,121,B
D,1114172167,2020-36-04,5466,S121A000,W121GS00,SS,0,121,B
D,1114172168,2020-36-04,5466,S122A000,W122GB00,FS,1,122,B
D,1114172169,2020-36-04,5466,S122A000,W122GC00,SS,0,122,B
D,1114172170,2020-36-04,5466,Z122ZBR0,W122GL00,FS,11,122,B
D,1114172171,2020-36-04,5466,S122A000,W122GS00,SS,0,122,B
D,1114172172,2020-36-04,5466,S123A000,W123GB00,FS,4,123,B
D,1114172173,2020-36-04,5466,S123A000,W123GC00,SS,4,123,B
D,1114172174,2020-36-04,5466,Z123ZBR0,W123GL00,FS,1,123,B
D,1114172175,2020-36-04,5466,S123A000,W123GS00,SS,0,123,B
D,1114172176,2020-36-04,5466,S124A000,W124GB00,FS,2,124,B
D,1114172177,2020-36-04,5466,S124A000,W124GC00,SS,4,124,B
D,1114172178,2020-36-04,5466,Z124ZBR0,W124GL00,FS,1,124,B
D,1114172179,2020-36-04,5466,S124A000,W124GS00,SS,0,124,B
D,1114172180,2020-36-04,5466,S125A000,W125GB00,FS,-4,125,B
D,1114172181,2020-36-04,5466,S125A000,W125GC00,SS,0,125,B
D,1114172184,2020-36-04,5466,S131A000,W131GC00,SS,4,131,B
D,1114172185,2020-36-04,5466,S131A000,W131GS00,SS,0,131,B
D,1114172186,2020-36-04,5466,S132A000,W132GB00,FS,1,132,B
D,1114172187,2020-36-04,5466,S132A000,W132GC00,SS,0,132,B
D,1114172188,2020-36-04,5466,Z132ZBR0,W132GL00,FS,11,132,B
D,1114172189,2020-36-04,5466,S132A000,W132GS00,SS,0,132,B
D,1114172190,2020-36-04,5466,S133A000,W133GB00,FS,2,133,B
D,1114172191,2020-36-04,5466,S133A000,W133GC00,SS,4,133,B
D,1114172192,2020-36-04,5466,S133A000,W133GS00,SS,0,133,B
D,1114172193,2020-36-04,5466,S134A000,W134GB00,FS,2,134,B
D,1114172194,2020-36-04,5466,S134A000,W134GC00,SS,4,134,B
D,1114172195,2020-36-04,5466,Z134ZBR0,W134GL00,FS,1,134,B
D,1114172196,2020-36-04,5466,S134A000,W134GS00,SS,0,134,B
D,1114172197,2020-36-04,5466,S135A000,W135GB00,FS,-4,135,B
D,1114172198,2020-36-04,5466,S135A000,W135GC00,SS,0,135,B
D,1114172199,2020-36-04,5466,S135A000,W135GS00,SS,0,135,B
D,1114172202,2020-36-04,5466,S142A000,W142GB00,FS,5,142,B
D,1114172203,2020-36-04,5466,S142A000,W142GC00,SS,4,142,B
D,1114172204,2020-36-04,5466,Z142ZBR0,W142GL00,FS,1,142,B
D,1114172205,2020-36-04,5466,S143A000,W143GB00,FS,1,143,B
D,1114172206,2020-36-04,5466,S143A000,W143GC00,SS,4,143,B
D,1114172207,2020-36-04,5466,Z143ZBR0,W143GL00,FS,1,143,B
D,1114172208,2020-36-04,5466,S143A000,W143GS00,SS,0,143,B
D,1114172209,2020-36-04,5466,S144A000,W144GB00,FS,1,144,B
D,1114172210,2020-36-04,5466,S144A000,W144GC00,SS,4,144,B
D,1114172211,2020-36-04,5466,Z144ZBR0,W144GL00,FS,1,144,B
D,1114172212,2020-36-04,5466,S144A000,W144GS00,SS,0,144,B
D,1114172213,2020-36-04,5466,S145A000,W145GB00,FS,-4,145,B
D,1114172214,2020-36-04,5466,S145A000,W145GC00,SS,0,145,B
D,1114172215,2020-36-04,5466,S152A000,W152GB00,FS,10,152,B
D,1114172216,2020-36-04,5466,S152A000,W152GC00,SS,4,152,B
D,1114172217,2020-36-04,5466,Z152ZBR0,W152GL00,FS,1,152,B
D,1114172218,2020-36-04,5466,S152A000,W152GS00,SS,0,152,B
D,1114172219,2020-36-04,5466,S153A000,W153GB00,FS,2,153,B
D,1114172220,2020-36-04,5466,S153A000,W153GC00,SS,4,153,B
D,1114172221,2020-36-04,5466,S153A000,W153GS00,SS,0,153,B
D,1114172222,2020-36-04,5466,S154A000,W154GB00,FS,3,154,B
D,1114172223,2020-36-04,5466,S154A000,W154GC00,SS,4,154,B
D,1114172224,2020-36-04,5466,S154A000,W154GS00,SS,0,154,B
D,1114172225,2020-36-04,5466,S155A000,W155GB00,FS,-4,155,B
D,1114172226,2020-36-04,5466,S155A000,W155GC00,SS,0,155,B
D,1114172227,2020-36-04,5466,S155A000,W155GS00,SS,0,155,B
D,1114172228,2020-36-04,5466,S161A000,W161GB00,FS,4,161,B
D,1114172229,2020-36-04,5466,S161A000,W161GS00,SS,0,161,B
D,1114172684,2020-36-04,5466,P171BP00,Z171ZBR0,FS,1,171,B
D,1114172230,2020-36-04,5466,S171A000,W171GB00,FS,2,171,B
D,1114172232,2020-36-04,5466,S182A000,W182GB00,FS,1,182,B
D,1114172233,2020-36-04,5466,S182A000,W182GC00,SS,4,182,B
D,1114172234,2020-36-04,5466,S182A000,W182GS00,SS,0,182,B
D,1114172235,2020-36-04,5466,S183A000,W183GB00,FS,5,183,B
D,1114172236,2020-36-04,5466,S183A000,W183GC00,SS,0,183,B
D,1114172237,2020-36-04,5466,S183A000,W183GS00,SS,0,183,B
D,1114172238,2020-36-04,5466,W183GB00,W183GT00,FS,1,183,B
D,1114172239,2020-36-04,5466,S192A000,W192GB00,FS,1,192,B
D,1114172240,2020-36-04,5466,S192A000,W192GC00,SS,4,192,B
D,1114172241,2020-36-04,5466,S192A000,W192GS00,SS,0,192,B
D,1114172242,2020-36-04,5466,S193A000,W193GB00,FS,5,193,B
D,1114172243,2020-36-04,5466,S193A000,W193GC00,SS,0,193,B
D,1114172244,2020-36-04,5466,S193A000,W193GS00,SS,0,193,B
D,1114172245,2020-36-04,5466,W193GB00,W193GT00,FS,1,193,B
D,1114172246,2020-36-04,5466,S203A000,W203GA00,FS,-4,203,B
D,1114172247,2020-36-04,5466,S203A000,W203GC00,SS,4,203,B
D,1114172248,2020-36-04,5466,S204A000,W204GA00,FS,-4,204,B
D,1114172249,2020-36-04,5466,S204A000,W204GC00,SS,4,204,B
D,1114172250,2020-36-04,5466,S205A000,W205GA00,FS,-4,205,B
D,1114172251,2020-36-04,5466,S205A000,W205GC00,SS,4,205,B
D,1114172252,2020-36-04,5466,S206A000,W206GA00,FS,-4,206,B
D,1114172253,2020-36-04,5466,S206A000,W206GC00,SS,4,206,B
D,1114172254,2020-36-04,5466,S207A000,W207GA00,FS,-4,207,B
D,1114172255,2020-36-04,5466,S207A000,W207GC00,SS,4,207,B
D,1114172256,2020-36-04,5466,S208A000,W208GA00,FS,-4,208,B
D,1114172257,2020-36-04,5466,S208A000,W208GC00,SS,4,208,B
D,1114172258,2020-36-04,5466,S209A000,W209GA00,FS,-4,209,B
D,1114172259,2020-36-04,5466,S209A000,W209GC00,SS,4,209,B
D,1114172265,2020-36-04,5466,S211A000,W211GA00,FS,-4,211,B
D,1114172266,2020-36-04,5466,S211A000,W211GC00,SS,4,211,B
D,1114172267,2020-36-04,5466,S212A000,W212GA00,FS,-1,212,B
D,1114172268,2020-36-04,5466,S212A000,W212GC00,SS,4,212,B
D,1114172269,2020-36-04,5466,S221A000,W221GA00,FS,-4,221,B
D,1114172270,2020-36-04,5466,S221A000,W221GC00,SS,4,221,B
D,1114172271,2020-36-04,5466,S222A000,W222GA00,FS,-4,222,B
D,1114172272,2020-36-04,5466,S222A000,W222GC00,SS,4,222,B
D,1114172273,2020-36-04,5466,S223A000,W223GA00,FS,-4,223,B
D,1114172274,2020-36-04,5466,S223A000,W223GC00,SS,4,223,B
D,1114172275,2020-36-04,5466,S224A000,W224GA00,FS,-4,224,B
D,1114172276,2020-36-04,5466,S224A000,W224GC00,SS,4,224,B
D,1114172277,2020-36-04,5466,S225A000,W225GA00,FS,-4,225,B
D,1114172278,2020-36-04,5466,S225A000,W225GC00,SS,4,225,B
D,1114172279,2020-36-04,5466,S226A000,W226GA00,FS,-1,226,B
D,1114172280,2020-36-04,5466,S226A000,W226GC00,SS,4,226,B
D,1114172281,2020-36-04,5466,S226A000,W226GS00,SS,0,226,B
D,1114172282,2020-36-04,5466,S227A000,W227GA00,FS,-4,227,B
D,1114172283,2020-36-04,5466,S227A000,W227GC00,SS,4,227,B
D,1114172284,2020-36-04,5466,S228A000,W228GA00,FS,-4,228,B
D,1114172285,2020-36-04,5466,S228A000,W228GC00,SS,4,228,B
D,1114172286,2020-36-04,5466,S228A000,W228GS00,SS,0,228,B
D,1114172287,2020-36-04,5466,S229A000,W229GA00,FS,-4,229,B
D,1114172288,2020-36-04,5466,S229A000,W229GC00,SS,4,229,B
D,1114172291,2020-36-04,5466,S231A000,W231GA00,FS,-4,231,B
D,1114172292,2020-36-04,5466,S231A000,W231GC00,SS,4,231,B
D,1114172293,2020-36-04,5466,S232A000,W232GA00,FS,-4,232,B
D,1114172294,2020-36-04,5466,S232A000,W232GC00,SS,4,232,B
D,1114172295,2020-36-04,5466,S233A000,W233GA00,FS,-4,233,B
D,1114172296,2020-36-04,5466,S233A000,W233GC00,SS,4,233,B
D,1114172297,2020-36-04,5466,S234A000,W234GA00,FS,-4,234,B
D,1114172298,2020-36-04,5466,S234A000,W234GC00,SS,4,234,B
D,1114172299,2020-36-04,5466,S235A000,W235GA00,FS,-4,235,B
D,1114172300,2020-36-04,5466,S235A000,W235GC00,SS,4,235,B
D,1114172301,2020-36-04,5466,S236A000,W236GA00,FS,-4,236,B
D,1114172302,2020-36-04,5466,S236A000,W236GC00,SS,4,236,B
D,1114172303,2020-36-04,5466,S236A000,W236GS00,SS,0,236,B
D,1114172304,2020-36-04,5466,S237A000,W237GA00,FS,-4,237,B
D,1114172305,2020-36-04,5466,S237A000,W237GC00,SS,4,237,B
D,1114172306,2020-36-04,5466,S238A000,W238GA00,FS,-4,238,B
D,1114172307,2020-36-04,5466,S238A000,W238GC00,SS,4,238,B
D,1114172308,2020-36-04,5466,S238A000,W238GS00,SS,0,238,B
D,1114172309,2020-36-04,5466,S239A000,W239GA00,FS,-4,239,B
D,1114172310,2020-36-04,5466,S239A000,W239GC00,SS,4,239,B
D,1114172313,2020-36-04,5466,S241A000,W241GA00,FS,-4,241,B
D,1114172314,2020-36-04,5466,S241A000,W241GC00,SS,4,241,B
D,1114172315,2020-36-04,5466,S242A000,W242GA00,FS,-4,242,B
D,1114172316,2020-36-04,5466,S242A000,W242GC00,SS,4,242,B
D,1114172317,2020-36-04,5466,S243A000,W243GA00,FS,-4,243,B
D,1114172318,2020-36-04,5466,S243A000,W243GC00,SS,4,243,B
D,1114172319,2020-36-04,5466,S244A000,W244GA00,FS,-4,244,B
D,1114172320,2020-36-04,5466,S244A000,W244GC00,SS,4,244,B
D,1114172321,2020-36-04,5466,S251A000,W251GA00,FS,-4,251,B
D,1114172322,2020-36-04,5466,S251A000,W251GC00,SS,4,251,B
D,1114172323,2020-36-04,5466,S252A000,W252GA00,FS,-4,252,B
D,1114172324,2020-36-04,5466,S252A000,W252GC00,SS,4,252,B
D,1114172325,2020-36-04,5466,S253A000,W253GA00,FS,-4,253,B
D,1114172326,2020-36-04,5466,S253A000,W253GC00,SS,4,253,B
D,1114172327,2020-36-04,5466,S254A000,W254GA00,FS,-4,254,B
D,1114172328,2020-36-04,5466,S254A000,W254GC00,SS,4,254,B
D,1114172329,2020-36-04,5466,S261A000,W261GA00,FS,-4,261,B
D,1114172330,2020-36-04,5466,S261A000,W261GC00,SS,4,261,B
D,1114172331,2020-36-04,5466,S262A000,W262GA00,FS,-4,262,B
D,1114172332,2020-36-04,5466,S262A000,W262GC00,SS,4,262,B
D,1114172333,2020-36-04,5466,S263A000,W263GA00,FS,-4,263,B
D,1114172334,2020-36-04,5466,S263A000,W263GC00,SS,4,263,B
D,1114172335,2020-36-04,5466,S271A000,W271GA00,FS,-4,271,B
D,1114172336,2020-36-04,5466,S271A000,W271GC00,SS,4,271,B
D,1114172337,2020-36-04,5466,S272A000,W272GA00,FS,-4,272,B
D,1114172338,2020-36-04,5466,S272A000,W272GC00,SS,4,272,B
D,1114172339,2020-36-04,5466,S273A000,W273GA00,FS,-4,273,B
D,1114172340,2020-36-04,5466,S273A000,W273GC00,SS,4,273,B
D,1114172341,2020-36-04,5466,S283A000,W283GA00,FS,-4,283,B
D,1114172342,2020-36-04,5466,S283A000,W283GC00,SS,4,283,B
D,1114172343,2020-36-04,5466,S284A000,W284GA00,FS,1,284,B
D,1114172344,2020-36-04,5466,S284A000,W284GC00,SS,4,284,B
D,1114172345,2020-36-04,5466,S293A000,W293GA00,FS,-4,293,B
D,1114172346,2020-36-04,5466,S293A000,W293GC00,SS,4,293,B
D,1114172347,2020-36-04,5466,S294A000,W294GA00,FS,1,294,B
D,1114172348,2020-36-04,5466,S294A000,W294GC00,SS,4,294,B
D,1114172349,2020-36-04,5466,S421A000,W421GA00,FS,-1,421,B
D,1114172351,2020-36-04,5466,S423A000,W423GA00,FS,-1,423,B
D,1114172352,2020-36-04,5466,S424A000,W424GA00,FS,-1,424,B
D,1114172353,2020-36-04,5466,S426A000,W426GA00,FS,-1,426,B
D,1114172354,2020-36-04,5466,S427A000,W427GA00,FS,-1,427,B
D,1114172355,2020-36-04,5466,S428A000,W428GA00,FS,-1,428,B
D,1114172356,2020-36-04,5466,S431A000,W431GA00,FS,-1,431,B
D,1114172358,2020-36-04,5466,S433A000,W433GA00,FS,-1,433,B
D,1114172359,2020-36-04,5466,S434A000,W434GA00,FS,-1,434,B
D,1114172360,2020-36-04,5466,S436A000,W436GA00,FS,-1,436,B
D,1114172361,2020-36-04,5466,S437A000,W437GA00,FS,-1,437,B
D,1114172362,2020-36-04,5466,S438A000,W438GA00,FS,-1,438,B
D,1114172363,2020-36-04,5466,S441A000,W441GA00,FS,-1,441,B
D,1114172364,2020-36-04,5466,S442A000,W442GA00,FS,-1,442,B
D,1114172365,2020-36-04,5466,S443A000,W443GA00,FS,-1,443,B
D,1114172366,2020-36-04,5466,S451A000,W451GA00,FS,-1,451,B
D,1114172367,2020-36-04,5466,S452A000,W452GA00,FS,-1,452,B
D,1114172368,2020-36-04,5466,S453A000,W453GA00,FS,-1,453,B
D,1114172382,2020-36-04,5466,S521A000,W521GA00,FS,-4,521,B
D,1114172383,2020-36-04,5466,S521A000,W521GC00,SS,4,521,B
D,1114172384,2020-36-04,5466,S522A000,W522GA00,FS,-1,522,B
D,1114172385,2020-36-04,5466,S522A000,W522GC00,SS,4,522,B
D,1114172386,2020-36-04,5466,S523A000,W523GA00,FS,-1,523,B
D,1114172387,2020-36-04,5466,S523A000,W523GC00,SS,4,523,B
D,1114172388,2020-36-04,5466,S524A000,W524GA00,FS,-1,524,B
D,1114172389,2020-36-04,5466,S524A000,W524GC00,SS,4,524,B
D,1114172390,2020-36-04,5466,S525A000,W525GA00,FS,-1,525,B
D,1114172391,2020-36-04,5466,S525A000,W525GC00,SS,4,525,B
D,1114172392,2020-36-04,5466,S526A000,W526GA00,FS,-1,526,B
D,1114172393,2020-36-04,5466,S526A000,W526GC00,SS,4,526,B
D,1114172394,2020-36-04,5466,S527A000,W527GA00,FS,-1,527,B
D,1114172395,2020-36-04,5466,S527A000,W527GC00,SS,4,527,B
D,1114172396,2020-36-04,5466,S528A000,W528GA00,FS,-4,528,B
D,1114172397,2020-36-04,5466,S528A000,W528GC00,SS,4,528,B
D,1114172398,2020-36-04,5466,S529A000,W529GA00,FS,-1,529,B
D,1114172399,2020-36-04,5466,S529A000,W529GC00,SS,4,529,B
D,1114172400,2020-36-04,5466,S531A000,W531GA00,FS,-4,531,B
D,1114172401,2020-36-04,5466,S531A000,W531GC00,SS,4,531,B
D,1114172402,2020-36-04,5466,S532A000,W532GA00,FS,-1,532,B
D,1114172403,2020-36-04,5466,S532A000,W532GC00,SS,4,532,B
D,1114172404,2020-36-04,5466,S533A000,W533GA00,FS,-1,533,B
D,1114172405,2020-36-04,5466,S533A000,W533GC00,SS,4,533,B
D,1114172406,2020-36-04,5466,S534A000,W534GA00,FS,-1,534,B
D,1114172407,2020-36-04,5466,S534A000,W534GC00,SS,4,534,B
D,1114172408,2020-36-04,5466,S535A000,W535GA00,FS,-1,535,B
D,1114172409,2020-36-04,5466,S535A000,W535GC00,SS,4,535,B
D,1114172410,2020-36-04,5466,S536A000,W536GA00,FS,-1,536,B
D,1114172411,2020-36-04,5466,S536A000,W536GC00,SS,4,536,B
D,1114172412,2020-36-04,5466,S537A000,W537GA00,FS,-1,537,B
D,1114172413,2020-36-04,5466,S537A000,W537GC00,SS,4,537,B
D,1114172414,2020-36-04,5466,S538A000,W538GA00,FS,-4,538,B
D,1114172415,2020-36-04,5466,S538A000,W538GC00,SS,4,538,B
D,1114172416,2020-36-04,5466,S539A000,W539GA00,FS,-1,539,B
D,1114172417,2020-36-04,5466,S539A000,W539GC00,SS,4,539,B
D,1114172418,2020-36-04,5466,S541A000,W541GA00,FS,-1,541,B
D,1114172419,2020-36-04,5466,S541A000,W541GC00,SS,4,541,B
D,1114172420,2020-36-04,5466,S542A000,W542GA00,FS,-4,542,B
D,1114172421,2020-36-04,5466,S542A000,W542GC00,SS,4,542,B
D,1114172422,2020-36-04,5466,S543A000,W543GA00,FS,-4,543,B
D,1114172423,2020-36-04,5466,S543A000,W543GC00,SS,4,543,B
D,1114172424,2020-36-04,5466,S544A000,W544GA00,FS,-1,544,B
D,1114172425,2020-36-04,5466,S544A000,W544GC00,SS,4,544,B
D,1114172426,2020-36-04,5466,S551A000,W551GA00,FS,-1,551,B
D,1114172427,2020-36-04,5466,S551A000,W551GC00,SS,4,551,B
D,1114172428,2020-36-04,5466,S552A000,W552GA00,FS,-4,552,B
D,1114172429,2020-36-04,5466,S552A000,W552GC00,SS,4,552,B
D,1114172430,2020-36-04,5466,S553A000,W553GA00,FS,-4,553,B
D,1114172431,2020-36-04,5466,S553A000,W553GC00,SS,4,553,B
D,1114172432,2020-36-04,5466,S554A000,W554GA00,FS,-1,554,B
D,1114172433,2020-36-04,5466,S554A000,W554GC00,SS,4,554,B
D,1114172434,2020-36-04,5466,S561A000,W561GA00,FS,1,561,B
D,1114172435,2020-36-04,5466,S561A000,W561GC00,SS,4,561,B
D,1114172436,2020-36-04,5466,S571A000,W571GA00,FS,1,571,B
D,1114172437,2020-36-04,5466,S571A000,W571GC00,SS,4,571,B
D,1114172438,2020-36-04,5466,S621A000,W621GA00,FS,1,621,B
D,1114172439,2020-36-04,5466,S621A000,W621GC00,SS,4,621,B
D,1114172440,2020-36-04,5466,S622A000,W622GA00,FS,1,622,B
D,1114172441,2020-36-04,5466,S622A000,W622GC00,SS,4,622,B
D,1114172442,2020-36-04,5466,S623A000,W623GA00,FS,-4,623,B
D,1114172443,2020-36-04,5466,S623A000,W623GC00,SS,4,623,B
D,1114172444,2020-36-04,5466,S624A000,W624GA00,FS,-4,624,B
D,1114172445,2020-36-04,5466,S624A000,W624GC00,SS,4,624,B
D,1114172446,2020-36-04,5466,S625A000,W625GA00,FS,-4,625,B
D,1114172447,2020-36-04,5466,S625A000,W625GC00,SS,4,625,B
D,1114172448,2020-36-04,5466,S626A000,W626GA00,FS,-1,626,B
D,1114172449,2020-36-04,5466,S626A000,W626GC00,SS,4,626,B
D,1114172450,2020-36-04,5466,S627A000,W627GA00,FS,-1,627,B
D,1114172451,2020-36-04,5466,S627A000,W627GC00,SS,4,627,B
D,1114172452,2020-36-04,5466,S628A000,W628GA00,FS,-1,628,B
D,1114172453,2020-36-04,5466,S628A000,W628GC00,SS,4,628,B
D,1114172454,2020-36-04,5466,S629A000,W629GA00,FS,-4,629,B
D,1114172455,2020-36-04,5466,S629A000,W629GC00,SS,4,629,B
D,1114172463,2020-36-04,5466,S631A000,W631GA00,FS,1,631,B
D,1114172464,2020-36-04,5466,S631A000,W631GC00,SS,4,631,B
D,1114172465,2020-36-04,5466,S632A000,W632GA00,FS,1,632,B
D,1114172466,2020-36-04,5466,S632A000,W632GC00,SS,4,632,B
D,1114172467,2020-36-04,5466,S633A000,W633GA00,FS,-4,633,B
D,1114172468,2020-36-04,5466,S633A000,W633GC00,SS,4,633,B
D,1114172469,2020-36-04,5466,S634A000,W634GA00,FS,-4,634,B
D,1114172470,2020-36-04,5466,S634A000,W634GC00,SS,4,634,B
D,1114172471,2020-36-04,5466,S635A000,W635GA00,FS,-4,635,B
D,1114172472,2020-36-04,5466,S635A000,W635GC00,SS,4,635,B
D,1114172473,2020-36-04,5466,S636A000,W636GA00,FS,-1,636,B
D,1114172474,2020-36-04,5466,S636A000,W636GC00,SS,4,636,B
D,1114172475,2020-36-04,5466,S637A000,W637GA00,FS,-1,637,B
D,1114172476,2020-36-04,5466,S637A000,W637GC00,SS,4,637,B
D,1114172477,2020-36-04,5466,S638A000,W638GA00,FS,-1,638,B
D,1114172478,2020-36-04,5466,S638A000,W638GC00,SS,4,638,B
D,1114172479,2020-36-04,5466,S639A000,W639GA00,FS,-4,639,B
D,1114172480,2020-36-04,5466,S639A000,W639GC00,SS,4,639,B
D,1114172488,2020-36-04,5466,S641A000,W641GA00,FS,-4,641,B
D,1114172489,2020-36-04,5466,S641A000,W641GC00,SS,4,641,B
D,1114172490,2020-36-04,5466,S642A000,W642GA00,FS,-4,642,B
D,1114172491,2020-36-04,5466,S642A000,W642GC00,SS,4,642,B
D,1114172492,2020-36-04,5466,S643A000,W643GA00,FS,-4,643,B
D,1114172493,2020-36-04,5466,S643A000,W643GC00,SS,4,643,B
D,1114172494,2020-36-04,5466,S644A000,W644GA00,FS,-4,644,B
D,1114172495,2020-36-04,5466,S644A000,W644GC00,SS,4,644,B
D,1114172496,2020-36-04,5466,S651A000,W651GA00,FS,-4,651,B
D,1114172497,2020-36-04,5466,S651A000,W651GC00,SS,4,651,B
D,1114172498,2020-36-04,5466,S652A000,W652GA00,FS,-4,652,B
D,1114172499,2020-36-04,5466,S652A000,W652GC00,SS,4,652,B
D,1114172500,2020-36-04,5466,S653A000,W653GA00,FS,-4,653,B
D,1114172501,2020-36-04,5466,S653A000,W653GC00,SS,4,653,B
D,1114172502,2020-36-04,5466,S654A000,W654GA00,FS,-4,654,B
D,1114172503,2020-36-04,5466,S654A000,W654GC00,SS,4,654,B
D,1114172504,2020-36-04,5466,S661A000,W661GA00,FS,1,661,B
D,1114172505,2020-36-04,5466,S661A000,W661GC00,SS,4,661,B
D,1114172506,2020-36-04,5466,S671A000,W671GA00,FS,1,671,B
D,1114172507,2020-36-04,5466,S671A000,W671GC00,SS,4,671,B
D,1114172508,2020-36-04,5466,S721A000,W721GA00,FS,-1,721,B
D,1114172509,2020-36-04,5466,P721BP00,W721GL00,FS,1,721,B
D,1114172510,2020-36-04,5466,S722A000,W722GA00,FS,-1,722,B
D,1114172511,2020-36-04,5466,S723A000,W723GA00,FS,-4,723,B
D,1114172512,2020-36-04,5466,S723A000,W723GC00,SS,4,723,B
D,1114172513,2020-36-04,5466,S724A000,W724GA00,FS,-4,724,B
D,1114172514,2020-36-04,5466,S725A000,W725GA00,FS,-4,725,B
D,1114172515,2020-36-04,5466,S726A000,W726GA00,FS,-4,726,B
D,1114172516,2020-36-04,5466,S726A000,W726GC00,SS,4,726,B
D,1114172517,2020-36-04,5466,S727A000,W727GA00,FS,-4,727,B
D,1114172518,2020-36-04,5466,S728A000,W728GA00,FS,-4,728,B
D,1114172519,2020-36-04,5466,S728A000,W728GC00,SS,4,728,B
D,1114172520,2020-36-04,5466,S729A000,W729GA00,FS,-4,729,B
D,1114172521,2020-36-04,5466,S731A000,W731GA00,FS,-1,731,B
D,1114172522,2020-36-04,5466,P731BP00,W731GL00,FS,1,731,B
D,1114172523,2020-36-04,5466,S732A000,W732GA00,FS,-1,732,B
D,1114172524,2020-36-04,5466,S733A000,W733GA00,FS,-4,733,B
D,1114172525,2020-36-04,5466,S733A000,W733GC00,SS,4,733,B
D,1114172526,2020-36-04,5466,S734A000,W734GA00,FS,-4,734,B
D,1114172527,2020-36-04,5466,S735A000,W735GA00,FS,-4,735,B
D,1114172528,2020-36-04,5466,S736A000,W736GA00,FS,-1,736,B
D,1114172529,2020-36-04,5466,S736A000,W736GC00,SS,4,736,B
D,1114172530,2020-36-04,5466,S737A000,W737GA00,FS,-4,737,B
D,1114172531,2020-36-04,5466,S738A000,W738GA00,FS,-4,738,B
D,1114172532,2020-36-04,5466,S738A000,W738GC00,SS,4,738,B
D,1114172533,2020-36-04,5466,S739A000,W739GA00,FS,-4,739,B
D,1114172534,2020-36-04,5466,S741A000,W741GA00,FS,-4,741,B
D,1114172535,2020-36-04,5466,S742A000,W742GA00,FS,-4,742,B
D,1114172536,2020-36-04,5466,S742A000,W742GC00,SS,4,742,B
D,1114172537,2020-36-04,5466,S743A000,W743GA00,FS,-1,743,B
D,1114172538,2020-36-04,5466,S743A000,W743GC00,SS,4,743,B
D,1114172539,2020-36-04,5466,S744A000,W744GA00,FS,-4,744,B
D,1114172540,2020-36-04,5466,S751A000,W751GA00,FS,-4,751,B
D,1114172541,2020-36-04,5466,S752A000,W752GA00,FS,-4,752,B
D,1114172542,2020-36-04,5466,S752A000,W752GC00,SS,4,752,B
D,1114172543,2020-36-04,5466,S753A000,W753GA00,FS,-1,753,B
D,1114172544,2020-36-04,5466,S753A000,W753GC00,SS,4,753,B
D,1114172545,2020-36-04,5466,S754A000,W754GA00,FS,-4,754,B
D,1114172546,2020-36-04,5466,S801A000,W801GA00,FS,-1,801,B
D,1114172547,2020-36-04,5466,S801A000,W801GC00,SS,4,801,B
D,1114172548,2020-36-04,5466,S802A000,W802GA00,FS,-1,802,B
D,1114172549,2020-36-04,5466,S802A000,W802GS00,SS,0,802,B
D,1114172550,2020-36-04,5466,S803A000,W803GA00,FS,-1,803,B
D,1114172551,2020-36-04,5466,S804A000,W804GA00,FS,-1,804,B
D,1114172552,2020-36-04,5466,S805A000,W805GA00,FS,-1,805,B
D,1114172557,2020-36-04,5466,S811A000,W811GA00,FS,-4,811,B
D,1114172558,2020-36-04,5466,S812A000,W812GA00,FS,-19,812,B
D,1114172559,2020-36-04,5466,S822A000,W822GA00,FS,-1,822,B
D,1114172560,2020-36-04,5466,S822A000,W822GC00,SS,4,822,B
D,1114172561,2020-36-04,5466,S823A000,W823GA00,FS,-4,823,B
D,1114172562,2020-36-04,5466,S823A000,W823GC00,SS,4,823,B
D,1114172563,2020-36-04,5466,S823A000,W823GS00,SS,0,823,B
D,1114172564,2020-36-04,5466,S824A000,W824GA00,FS,-4,824,B
D,1114172565,2020-36-04,5466,S824A000,W824GC00,SS,4,824,B
D,1114172566,2020-36-04,5466,S825A000,W825GA00,FS,-1,825,B
D,1114172567,2020-36-04,5466,S825A000,W825GC00,SS,4,825,B
D,1114172568,2020-36-04,5466,S825A000,W825GS00,SS,0,825,B
D,1114172569,2020-36-04,5466,S826A000,W826GA00,FS,-1,826,B
