COMPANYID,RELATIONNO,CASENO,PROJECTNO,PREVACTIVITYCODE,NEXTACTIVITYCODE,RELATIONTYPE,LAG,LOCATIONCODE,LOCATIONTYPE
D,1114171748,2020-36-04,5466,P221BC00,P221BP00,FS,1,221,B
D,1114171749,2020-36-04,5466,W222GA00,P222BC00,FS,1,222,B
D,1114171750,2020-36-04,5466,P222BC00,P222BP00,FS,1,222,B
D,1114171751,2020-36-04,5466,W223GA00,P223BC00,FS,6,223,B
D,1114171752,2020-36-04,5466,P223BC00,P223BP00,FS,1,223,B
D,1114171753,2020-36-04,5466,Z224ZBI0,P224BC00,FS,1,224,B
D,1114171754,2020-36-04,5466,P224BC00,P224BP00,FS,1,224,B
D,1114171755,2020-36-04,5466,Z225ZBI0,P225BC00,FS,5,225,B
D,1114171756,2020-36-04,5466,P225BC00,P225BP00,FS,1,225,B
D,1114171757,2020-36-04,5466,Z226ZBI0,P226BC00,FS,3,226,B
D,1114171758,2020-36-04,5466,P226BC00,P226BP00,FS,1,226,B
D,1114171759,2020-36-04,5466,Z227ZBI0,P227BC00,FS,6,227,B
D,1114171760,2020-36-04,5466,P227BC00,P227BP00,FS,1,227,B
D,1114171761,2020-36-04,5466,Z228ZBI0,P228BC00,FS,17,228,B
D,1114171762,2020-36-04,5466,P228BC00,P228BP00,FS,1,228,B
D,1114171763,2020-36-04,5466,Z229ZBI0,P229BC00,FS,5,229,B
D,1114171764,2020-36-04,5466,P229BC00,P229BP00,FS,1,229,B
D,1114171767,2020-36-04,5466,W231GA00,P231BC00,FS,2,231,B
D,1114171768,2020-36-04,5466,P231BC00,P231BP00,FS,1,231,B
D,1114171769,2020-36-04,5466,W232GA00,P232BC00,FS,5,232,B
D,1114171770,2020-36-04,5466,P232BC00,P232BP00,FS,1,232,B
D,1114171771,2020-36-04,5466,W233GA00,P233BC00,FS,6,233,B
D,1114171772,2020-36-04,5466,P233BC00,P233BP00,FS,1,233,B
D,1114171773,2020-36-04,5466,Z234ZBI0,P234BC00,FS,1,234,B
D,1114171774,2020-36-04,5466,P234BC00,P234BP00,FS,1,234,B
D,1114171775,2020-36-04,5466,Z235ZBI0,P235BC00,FS,5,235,B
D,1114171776,2020-36-04,5466,P235BC00,P235BP00,FS,1,235,B
D,1114171777,2020-36-04,5466,Z236ZBI0,P236BC00,FS,6,236,B
D,1114171778,2020-36-04,5466,P236BC00,P236BP00,FS,1,236,B
D,1114171779,2020-36-04,5466,Z237ZBI0,P237BC00,FS,6,237,B
D,1114171780,2020-36-04,5466,P237BC00,P237BP00,FS,1,237,B
D,1114171781,2020-36-04,5466,Z238ZBI0,P238BC00,FS,17,238,B
D,1114171782,2020-36-04,5466,P238BC00,P238BP00,FS,1,238,B
D,1114171783,2020-36-04,5466,Z239ZBI0,P239BC00,FS,5,239,B
D,1114171784,2020-36-04,5466,P239BC00,P239BP00,FS,1,239,B
D,1114171787,2020-36-04,5466,Z241ZBI0,P241BC00,FS,5,241,B
D,1114171788,2020-36-04,5466,P241BC00,P241BP00,FS,1,241,B
D,1114171789,2020-36-04,5466,Z242ZBI0,P242BC00,FS,7,242,B
D,1114171790,2020-36-04,5466,P242BC00,P242BP00,FS,1,242,B
D,1114171791,2020-36-04,5466,W243GA00,P243BC00,FS,13,243,B
D,1114171792,2020-36-04,5466,P243BC00,P243BP00,FS,1,243,B
D,1114171793,2020-36-04,5466,W244GA00,P244BC00,FS,9,244,B
D,1114171794,2020-36-04,5466,P244BC00,P244BP00,FS,1,244,B
D,1114171795,2020-36-04,5466,Z251ZBI0,P251BC00,FS,5,251,B
D,1114171796,2020-36-04,5466,P251BC00,P251BP00,FS,1,251,B
D,1114171797,2020-36-04,5466,Z252ZBI0,P252BC00,FS,6,252,B
D,1114171798,2020-36-04,5466,P252BC00,P252BP00,FS,1,252,B
D,1114171799,2020-36-04,5466,W253GA00,P253BC00,FS,13,253,B
D,1114171800,2020-36-04,5466,P253BC00,P253BP00,FS,1,253,B
D,1114171801,2020-36-04,5466,W254GA00,P254BC00,FS,9,254,B
D,1114171802,2020-36-04,5466,P254BC00,P254BP00,FS,1,254,B
D,1114171803,2020-36-04,5466,Z261ZBI0,P261BC00,FS,1,261,B
D,1114171804,2020-36-04,5466,P261BC00,P261BP00,FS,1,261,B
D,1114171805,2020-36-04,5466,Z261ZBR0,P261BP01,FS,1,261,B
D,1114171806,2020-36-04,5466,Z262ZBI0,P262BC00,FS,1,262,B
D,1114171807,2020-36-04,5466,P262BC00,P262BP00,FS,1,262,B
D,1114171808,2020-36-04,5466,Z262ZBR0,P262BP01,FS,1,262,B
D,1114171809,2020-36-04,5466,Z263ZBI0,P263BC00,FS,2,263,B
D,1114171810,2020-36-04,5466,P263BC00,P263BP00,FS,1,263,B
D,1114171811,2020-36-04,5466,Z263ZBR0,P263BP01,FS,1,263,B
D,1114171812,2020-36-04,5466,Z271ZBI0,P271BC00,FS,1,271,B
D,1114171813,2020-36-04,5466,P271BC00,P271BP00,FS,1,271,B
D,1114171814,2020-36-04,5466,Z271ZBR0,P271BP01,FS,1,271,B
D,1114171815,2020-36-04,5466,Z272ZBI0,P272BC00,FS,1,272,B
D,1114171816,2020-36-04,5466,P272BC00,P272BP00,FS,1,272,B
D,1114171817,2020-36-04,5466,Z272ZBR0,P272BP01,FS,1,272,B
D,1114171818,2020-36-04,5466,Z273ZBI0,P273BC00,FS,3,273,B
D,1114171819,2020-36-04,5466,P273BC00,P273BP00,FS,1,273,B
D,1114171820,2020-36-04,5466,Z273ZBR0,P273BP01,FS,1,273,B
D,1114171821,2020-36-04,5466,Z283ZBI0,P283BC00,FS,3,283,B
D,1114171822,2020-36-04,5466,P283BC00,P283BP00,FS,1,283,B
D,1114171823,2020-36-04,5466,Z283ZBR0,P283BP01,FS,1,283,B
D,1114171824,2020-36-04,5466,Z284ZBI0,P284BC00,FS,4,284,B
D,1114171825,2020-36-04,5466,P284BC00,P284BP00,FS,1,284,B
D,1114171826,2020-36-04,5466,Z284ZBR0,P284BP01,FS,1,284,B
D,1114171827,2020-36-04,5466,Z293ZBI0,P293BC00,FS,3,293,B
D,1114171828,2020-36-04,5466,P293BC00,P293BP00,FS,1,293,B
D,1114171829,2020-36-04,5466,Z293ZBR0,P293BP01,FS,1,293,B
D,1114171830,2020-36-04,5466,Z294ZBI0,P294BC00,FS,4,294,B
D,1114171831,2020-36-04,5466,P294BC00,P294BP00,FS,1,294,B
D,1114171832,2020-36-04,5466,Z294ZBR0,P294BP01,FS,1,294,B
D,1114171833,2020-36-04,5466,W421GA00,P421BC00,FS,3,421,B
D,1114171834,2020-36-04,5466,P421BC00,P421BP00,FS,1,421,B
D,1114171835,2020-36-04,5466,W431GA00,P431BC00,FS,2,431,B
D,1114171836,2020-36-04,5466,P431BC00,P431BP00,FS,1,431,B
D,1114171850,2020-36-04,5466,Z521ZBI0,P521BC00,FS,1,521,B
D,1114171851,2020-36-04,5466,P521BC00,P521BP00,FS,1,521,B
D,1114171852,2020-36-04,5466,Z522ZBI0,P522BC00,FS,7,522,B
D,1114171853,2020-36-04,5466,P522BC00,P522BP00,FS,1,522,B
D,1114171854,2020-36-04,5466,Z523ZBI0,P523BC00,FS,5,523,B
D,1114171855,2020-36-04,5466,P523BC00,P523BP00,FS,1,523,B
D,1114171856,2020-36-04,5466,Z524ZBI0,P524BC00,FS,10,524,B
D,1114171857,2020-36-04,5466,P524BC00,P524BP00,FS,1,524,B
D,1114171858,2020-36-04,5466,Z525ZBI0,P525BC00,FS,6,525,B
D,1114171859,2020-36-04,5466,P525BC00,P525BP00,FS,1,525,B
D,1114171860,2020-36-04,5466,Z526ZBI0,P526BC00,FS,14,526,B
D,1114171861,2020-36-04,5466,P526BC00,P526BP00,FS,1,526,B
D,1114171862,2020-36-04,5466,Z527ZBI0,P527BC00,FS,6,527,B
D,1114171863,2020-36-04,5466,P527BC00,P527BP00,FS,1,527,B
D,1114171864,2020-36-04,5466,Z528ZBI0,P528BC00,FS,5,528,B
D,1114171865,2020-36-04,5466,P528BC00,P528BP00,FS,1,528,B
D,1114171866,2020-36-04,5466,Z529ZBI0,P529BC00,FS,16,529,B
D,1114171867,2020-36-04,5466,P529BC00,P529BP00,FS,1,529,B
D,1114171868,2020-36-04,5466,Z531ZBI0,P531BC00,FS,1,531,B
D,1114171869,2020-36-04,5466,P531BC00,P531BP00,FS,1,531,B
D,1114171870,2020-36-04,5466,Z532ZBI0,P532BC00,FS,7,532,B
D,1114171871,2020-36-04,5466,P532BC00,P532BP00,FS,1,532,B
D,1114171872,2020-36-04,5466,Z533ZBI0,P533BC00,FS,4,533,B
D,1114171873,2020-36-04,5466,P533BC00,P533BP00,FS,1,533,B
D,1114171874,2020-36-04,5466,Z534ZBI0,P534BC00,FS,9,534,B
D,1114171875,2020-36-04,5466,P534BC00,P534BP00,FS,1,534,B
D,1114171876,2020-36-04,5466,Z535ZBI0,P535BC00,FS,6,535,B
D,1114171877,2020-36-04,5466,P535BC00,P535BP00,FS,1,535,B
D,1114171878,2020-36-04,5466,Z536ZBI0,P536BC00,FS,13,536,B
D,1114171879,2020-36-04,5466,P536BC00,P536BP00,FS,1,536,B
D,1114171880,2020-36-04,5466,Z537ZBI0,P537BC00,FS,6,537,B
D,1114171881,2020-36-04,5466,P537BC00,P537BP00,FS,1,537,B
D,1114171882,2020-36-04,5466,Z538ZBI0,P538BC00,FS,5,538,B
D,1114171883,2020-36-04,5466,P538BC00,P538BP00,FS,1,538,B
D,1114171884,2020-36-04,5466,Z539ZBI0,P539BC00,FS,16,539,B
D,1114171885,2020-36-04,5466,P539BC00,P539BP00,FS,1,539,B
D,1114171886,2020-36-04,5466,Z541ZBI0,P541BC00,FS,18,541,B
D,1114171887,2020-36-04,5466,P541BC00,P541BP00,FS,1,541,B
D,1114171888,2020-36-04,5466,Z542ZBI0,P542BC00,FS,1,542,B
D,1114171889,2020-36-04,5466,P542BC00,P542BP00,FS,1,542,B
D,1114171890,2020-36-04,5466,Z543ZBI0,P543BC00,FS,3,543,B
D,1114171891,2020-36-04,5466,P543BC00,P543BP00,FS,1,543,B
D,1114171892,2020-36-04,5466,Z544ZBI0,P544BC00,FS,10,544,B
D,1114171893,2020-36-04,5466,P544BC00,P544BP00,FS,1,544,B
D,1114171894,2020-36-04,5466,Z551ZBI0,P551BC00,FS,18,551,B
D,1114171895,2020-36-04,5466,P551BC00,P551BP00,FS,1,551,B
D,1114171896,2020-36-04,5466,Z552ZBI0,P552BC00,FS,1,552,B
D,1114171897,2020-36-04,5466,P552BC00,P552BP00,FS,1,552,B
D,1114171898,2020-36-04,5466,Z553ZBI0,P553BC00,FS,3,553,B
D,1114171899,2020-36-04,5466,P553BC00,P553BP00,FS,1,553,B
D,1114171900,2020-36-04,5466,Z554ZBI0,P554BC00,FS,10,554,B
D,1114171901,2020-36-04,5466,P554BC00,P554BP00,FS,1,554,B
D,1114171902,2020-36-04,5466,Z561ZBI0,P561BC00,FS,4,561,B
D,1114171903,2020-36-04,5466,P561BC00,P561BP00,FS,1,561,B
D,1114171904,2020-36-04,5466,Z571ZBI0,P571BC00,FS,4,571,B
D,1114171905,2020-36-04,5466,P571BC00,P571BP00,FS,1,571,B
D,1114171906,2020-36-04,5466,Z621ZBI0,P621BC00,FS,1,621,B
D,1114171907,2020-36-04,5466,P621BC00,P621BP00,FS,1,621,B
D,1114171908,2020-36-04,5466,Z621ZBR0,P621BP01,FS,1,621,B
D,1114171909,2020-36-04,5466,Z622ZBI0,P622BC00,FS,5,622,B
D,1114171910,2020-36-04,5466,P622BC00,P622BP00,FS,1,622,B
D,1114171911,2020-36-04,5466,Z622ZBR0,P622BP01,FS,1,622,B
D,1114171912,2020-36-04,5466,Z623ZBI0,P623BC00,FS,1,623,B
D,1114171913,2020-36-04,5466,P623BC00,P623BP00,FS,1,623,B
D,1114171914,2020-36-04,5466,Z623ZBR0,P623BP01,FS,1,623,B
D,1114171915,2020-36-04,5466,Z624ZBI0,P624BC00,FS,4,624,B
D,1114171916,2020-36-04,5466,P624BC00,P624BP00,FS,1,624,B
D,1114171917,2020-36-04,5466,Z624ZBR0,P624BP01,FS,1,624,B
D,1114171918,2020-36-04,5466,Z625ZBI0,P625BC00,FS,1,625,B
D,1114171919,2020-36-04,5466,P625BC00,P625BP00,FS,1,625,B
D,1114171920,2020-36-04,5466,Z625ZBR0,P625BP01,FS,1,625,B
D,1114171921,2020-36-04,5466,Z626ZBI0,P626BC00,FS,4,626,B
D,1114171922,2020-36-04,5466,P626BC00,P626BP00,FS,1,626,B
D,1114171923,2020-36-04,5466,Z626ZBR0,P626BP01,FS,1,626,B
D,1114171924,2020-36-04,5466,Z627ZBI0,P627BC00,FS,4,627,B
D,1114171925,2020-36-04,5466,P627BC00,P627BP00,FS,1,627,B
D,1114171926,2020-36-04,5466,Z627ZBR0,P627BP01,FS,1,627,B
D,1114171927,2020-36-04,5466,Z628ZBI0,P628BC00,FS,13,628,B
D,1114171928,2020-36-04,5466,P628BC00,P628BP00,FS,1,628,B
D,1114171929,2020-36-04,5466,Z628ZBR0,P628BP01,FS,1,628,B
D,1114171930,2020-36-04,5466,Z629ZBI0,P629BC00,FS,3,629,B
D,1114171931,2020-36-04,5466,P629BC00,P629BP00,FS,1,629,B
D,1114171932,2020-36-04,5466,Z629ZBR0,P629BP01,FS,1,629,B
D,1114171940,2020-36-04,5466,Z631ZBI0,P631BC00,FS,2,631,B
D,1114171941,2020-36-04,5466,P631BC00,P631BP00,FS,1,631,B
D,1114171942,2020-36-04,5466,Z631ZBR0,P631BP01,FS,1,631,B
D,1114171943,2020-36-04,5466,Z632ZBI0,P632BC00,FS,5,632,B
D,1114171944,2020-36-04,5466,P632BC00,P632BP00,FS,1,632,B
D,1114171945,2020-36-04,5466,Z632ZBR0,P632BP01,FS,1,632,B
D,1114171946,2020-36-04,5466,Z633ZBI0,P633BC00,FS,1,633,B
D,1114171947,2020-36-04,5466,P633BC00,P633BP00,FS,1,633,B
D,1114171948,2020-36-04,5466,Z633ZBR0,P633BP01,FS,1,633,B
D,1114171949,2020-36-04,5466,Z634ZBI0,P634BC00,FS,4,634,B
D,1114171950,2020-36-04,5466,P634BC00,P634BP00,FS,1,634,B
D,1114171951,2020-36-04,5466,Z634ZBR0,P634BP01,FS,1,634,B
D,1114171952,2020-36-04,5466,Z635ZBI0,P635BC00,FS,1,635,B
D,1114171953,2020-36-04,5466,P635BC00,P635BP00,FS,1,635,B
D,1114171954,2020-36-04,5466,Z635ZBR0,P635BP01,FS,1,635,B
D,1114171955,2020-36-04,5466,Z636ZBI0,P636BC00,FS,4,636,B
D,1114171956,2020-36-04,5466,P636BC00,P636BP00,FS,1,636,B
D,1114171957,2020-36-04,5466,Z636ZBR0,P636BP01,FS,1,636,B
D,1114171958,2020-36-04,5466,Z637ZBI0,P637BC00,FS,4,637,B
D,1114171959,2020-36-04,5466,P637BC00,P637BP00,FS,1,637,B
D,1114171960,2020-36-04,5466,Z637ZBR0,P637BP01,FS,1,637,B
D,1114171961,2020-36-04,5466,Z638ZBI0,P638BC00,FS,12,638,B
D,1114171962,2020-36-04,5466,P638BC00,P638BP00,FS,1,638,B
D,1114171963,2020-36-04,5466,Z638ZBR0,P638BP01,FS,1,638,B
D,1114171964,2020-36-04,5466,Z639ZBI0,P639BC00,FS,4,639,B
D,1114171965,2020-36-04,5466,P639BC00,P639BP00,FS,1,639,B
D,1114171966,2020-36-04,5466,Z639ZBR0,P639BP01,FS,1,639,B
D,1114171974,2020-36-04,5466,Z641ZBI0,P641BC00,FS,3,641,B
D,1114171975,2020-36-04,5466,P641BC00,P641BP00,FS,1,641,B
D,1114171976,2020-36-04,5466,Z641ZBR0,P641BP01,FS,1,641,B
D,1114171977,2020-36-04,5466,Z642ZBI0,P642BC00,FS,3,642,B
D,1114171978,2020-36-04,5466,P642BC00,P642BP00,FS,1,642,B
D,1114171979,2020-36-04,5466,Z642ZBR0,P642BP01,FS,1,642,B
D,1114171980,2020-36-04,5466,Z643ZBI0,P643BC00,FS,1,643,B
D,1114171981,2020-36-04,5466,P643BC00,P643BP00,FS,1,643,B
D,1114171982,2020-36-04,5466,Z643ZBR0,P643BP01,FS,1,643,B
D,1114171983,2020-36-04,5466,Z644ZBI0,P644BC00,FS,1,644,B
D,1114171984,2020-36-04,5466,P644BC00,P644BP00,FS,1,644,B
D,1114171985,2020-36-04,5466,Z644ZBR0,P644BP01,FS,1,644,B
D,1114171986,2020-36-04,5466,Z651ZBI0,P651BC00,FS,3,651,B
D,1114171987,2020-36-04,5466,P651BC00,P651BP00,FS,1,651,B
D,1114171988,2020-36-04,5466,Z651ZBR0,P651BP01,FS,1,651,B
D,1114171989,2020-36-04,5466,Z652ZBI0,P652BC00,FS,5,652,B
D,1114171990,2020-36-04,5466,P652BC00,P652BP00,FS,1,652,B
D,1114171991,2020-36-04,5466,Z652ZBR0,P652BP01,FS,1,652,B
D,1114171992,2020-36-04,5466,Z653ZBI0,P653BC00,FS,1,653,B
D,1114171993,2020-36-04,5466,P653BC00,P653BP00,FS,1,653,B
D,1114171994,2020-36-04,5466,Z653ZBR0,P653BP01,FS,1,653,B
D,1114171995,2020-36-04,5466,Z654ZBI0,P654BC00,FS,1,654,B
D,1114171996,2020-36-04,5466,P654BC00,P654BP00,FS,1,654,B
D,1114171997,2020-36-04,5466,Z654ZBR0,P654BP01,FS,1,654,B
D,1114171998,2020-36-04,5466,Z661ZBI0,P661BC00,FS,1,661,B
D,1114171999,2020-36-04,5466,P661BC00,P661BP00,FS,1,661,B
D,1114172000,2020-36-04,5466,Z661ZBR0,P661BP01,FS,1,661,B
D,1114172001,2020-36-04,5466,Z671ZBI0,P671BC00,FS,1,671,B
D,1114172002,2020-36-04,5466,P671BC00,P671BP00,FS,1,671,B
D,1114172003,2020-36-04,5466,Z671ZBR0,P671BP01,FS,1,671,B
D,1114172004,2020-36-04,5466,W721GA00,P721BC00,FS,6,721,B
D,1114172005,2020-36-04,5466,P721BC00,P721BP00,FS,1,721,B
D,1114172006,2020-36-04,5466,W731GA00,P731BC00,FS,2,731,B
D,1114172007,2020-36-04,5466,P731BC00,P731BP00,FS,1,731,B
D,1114172008,2020-36-04,5466,Z801ZBI0,P801BC00,FS,4,801,B
D,1114172009,2020-36-04,5466,P801BC00,P801BP00,FS,1,801,B
D,1114172010,2020-36-04,5466,Z802ZBI0,P802BC00,FS,5,802,B
D,1114172011,2020-36-04,5466,P802BC00,P802BP00,FS,1,802,B
D,1114172012,2020-36-04,5466,W803GA00,P803BC00,FS,11,803,B
D,1114172013,2020-36-04,5466,P803BC00,P803BP00,FS,1,803,B
D,1114172014,2020-36-04,5466,W804GA00,P804BC00,FS,12,804,B
D,1114172015,2020-36-04,5466,P804BC00,P804BP00,FS,1,804,B
D,1114172016,2020-36-04,5466,Z805ZBI0,P805BC00,FS,1,805,B
D,1114172017,2020-36-04,5466,P805BC00,P805BP00,FS,1,805,B
D,1114172022,2020-36-04,5466,W811GA00,P811BC00,FS,2,811,B
D,1114172023,2020-36-04,5466,P811BC00,P811BP00,FS,1,811,B
D,1114172024,2020-36-04,5466,W812GA00,P812BC00,FS,7,812,B
D,1114172025,2020-36-04,5466,P812BC00,P812BP00,FS,1,812,B
D,1114172026,2020-36-04,5466,Z822ZBI0,P822BC00,FS,3,822,B
D,1114172027,2020-36-04,5466,P822BC00,P822BP00,FS,1,822,B
D,1114172028,2020-36-04,5466,Z823ZBI0,P823BC00,FS,3,823,B
D,1114172029,2020-36-04,5466,P823BC00,P823BP00,FS,1,823,B
D,1114172030,2020-36-04,5466,Z824ZBI0,P824BC00,FS,4,824,B
D,1114172031,2020-36-04,5466,P824BC00,P824BP00,FS,1,824,B
D,1114172032,2020-36-04,5466,Z825ZBI0,P825BC00,FS,1,825,B
D,1114172033,2020-36-04,5466,P825BC00,P825BP00,FS,1,825,B
D,1114172034,2020-36-04,5466,Z826ZBI0,P826BC00,FS,2,826,B
D,1114172035,2020-36-04,5466,P826BC00,P826BP00,FS,1,826,B
D,1114172036,2020-36-04,5466,Z832ZBI0,P832BC00,FS,3,832,B
D,1114172037,2020-36-04,5466,P832BC00,P832BP00,FS,1,832,B
D,1114172038,2020-36-04,5466,Z833ZBI0,P833BC00,FS,3,833,B
D,1114172039,2020-36-04,5466,P833BC00,P833BP00,FS,1,833,B
D,1114172040,2020-36-04,5466,Z834ZBI0,P834BC00,FS,3,834,B
D,1114172041,2020-36-04,5466,P834BC00,P834BP00,FS,1,834,B
D,1114172042,2020-36-04,5466,Z835ZBI0,P835BC00,FS,1,835,B
D,1114172043,2020-36-04,5466,P835BC00,P835BP00,FS,1,835,B
D,1114172044,2020-36-04,5466,Z836ZBI0,P836BC00,FS,3,836,B
D,1114172045,2020-36-04,5466,P836BC00,P836BP00,FS,1,836,B
D,1114172046,2020-36-04,5466,W8X1GA00,P8X1BC00,FS,7,8X1,B
D,1114172047,2020-36-04,5466,P8X1BC00,P8X1BP00,FS,1,8X1,B
D,1114172048,2020-36-04,5466,W904GB00,P904BC00,FS,1,904,B
D,1114172049,2020-36-04,5466,P904BC00,P904BP00,FS,1,904,B
D,1114172050,2020-36-04,5466,W905GB00,P905BC00,FS,1,905,B
D,1114172051,2020-36-04,5466,P905BC00,P905BP00,FS,1,905,B
D,1114172052,2020-36-04,5466,W906GB00,P906BC00,FS,1,906,B
D,1114172053,2020-36-04,5466,P906BC00,P906BP00,FS,1,906,B
D,1114172055,2020-36-04,5466,W910GB00,P910BC00,FS,4,910,B
D,1114172056,2020-36-04,5466,P910BC00,P910BP00,FS,1,910,B
D,1114172057,2020-36-04,5466,W913GB00,P913BC00,FS,1,913,B
D,1114172058,2020-36-04,5466,P913BC00,P913BP00,FS,1,913,B
D,1114172059,2020-36-04,5466,W914GB00,P914BC00,FS,1,914,B
D,1114172060,2020-36-04,5466,P914BC00,P914BP00,FS,1,914,B
D,1114172062,2020-36-04,5466,W921GB00,P921BC00,FS,1,921,B
D,1114172063,2020-36-04,5466,P921BC00,P921BP00,FS,1,921,B
D,1114172064,2020-36-04,5466,W922GB00,P922BC00,FS,1,922,B
D,1114172065,2020-36-04,5466,P922BC00,P922BP00,FS,1,922,B
D,1114172066,2020-36-04,5466,W923GB00,P923BC00,FS,1,923,B
D,1114172067,2020-36-04,5466,P923BC00,P923BP00,FS,1,923,B
D,1114172068,2020-36-04,5466,W931GB00,P931BC00,FS,1,931,B
D,1114172069,2020-36-04,5466,P931BC00,P931BP00,FS,1,931,B
D,1114172070,2020-36-04,5466,W932GB00,P932BC00,FS,1,932,B
D,1114172071,2020-36-04,5466,P932BC00,P932BP00,FS,1,932,B
D,1114172072,2020-36-04,5466,W933GB00,P933BC00,FS,1,933,B
D,1114172073,2020-36-04,5466,P933BC00,P933BP00,FS,1,933,B
D,1114172074,2020-36-04,5466,W941GB00,P941BC00,FS,1,941,B
D,1114172075,2020-36-04,5466,P941BC00,P941BP00,FS,1,941,B
D,1114172076,2020-36-04,5466,W942GB00,P942BC00,FS,1,942,B
D,1114172077,2020-36-04,5466,P942BC00,P942BP00,FS,1,942,B
D,1114172078,2020-36-04,5466,W951GB00,P951BC00,FS,1,951,B
D,1114172079,2020-36-04,5466,P951BC00,P951BP00,FS,1,951,B
D,1114172080,2020-36-04,5466,W952GB00,P952BC00,FS,1,952,B
D,1114172081,2020-36-04,5466,P952BC00,P952BP00,FS,1,952,B
D,1114172082,2020-36-04,5466,W981GB00,P981BC00,FS,1,981,B
D,1114172083,2020-36-04,5466,P981BC00,P981BP00,FS,1,981,B
D,1114172084,2020-36-04,5466,W991GB00,P991BC00,FS,1,991,B
D,1114172085,2020-36-04,5466,P991BC00,P991BP00,FS,1,991,B
D,1114172086,2020-36-04,5466,S998A000,P998BC00,FS,3,998,B
D,1114172087,2020-36-04,5466,P998BC00,P998BP00,FS,1,998,B
D,1114172088,2020-36-04,5466,W9X1GB00,P9X1BC00,FS,7,9X1,B
D,1114172089,2020-36-04,5466,P9X1BC00,P9X1BP00,FS,1,9X1,B
D,1114172090,2020-36-04,5466,W101GB00,U101GB00,SS,-7,101,B
D,1114172091,2020-36-04,5466,W102GB00,U102GB00,SS,-7,102,B
D,1114172092,2020-36-04,5466,W105GB00,U105GB00,SS,-7,105,B
D,1114172093,2020-36-04,5466,W106GB00,U106GB00,SS,-7,106,B
D,1114172094,2020-36-04,5466,W107GB00,U107GB00,SS,-7,107,B
D,1114172095,2020-36-04,5466,W108GB00,U108GB00,SS,-7,108,B
D,1114172097,2020-36-04,5466,W113GB00,U113GB00,SS,-7,113,B
D,1114172099,2020-36-04,5466,W122GB00,U122GB00,SS,-7,122,B
D,1114172100,2020-36-04,5466,W123GB00,U123GB00,SS,-7,123,B
D,1114172101,2020-36-04,5466,W124GB00,U124GB00,SS,-7,124,B
D,1114172104,2020-36-04,5466,W132GB00,U132GB00,SS,-7,132,B
D,1114172105,2020-36-04,5466,W133GB00,U133GB00,SS,-7,133,B
D,1114172106,2020-36-04,5466,W134GB00,U134GB00,SS,-7,134,B
D,1114172108,2020-36-04,5466,W142GB00,U142GB00,SS,-7,142,B
D,1114172109,2020-36-04,5466,W142GC00,U142GC00,SS,-7,142,B
D,1114172110,2020-36-04,5466,W143GB00,U143GB00,SS,-7,143,B
D,1114172111,2020-36-04,5466,W144GB00,U144GB00,SS,-7,144,B
D,1114172112,2020-36-04,5466,W152GB00,U152GB00,SS,-7,152,B
D,1114172113,2020-36-04,5466,W152GC00,U152GC00,SS,-7,152,B
D,1114172114,2020-36-04,5466,W153GB00,U153GB00,SS,-7,153,B
D,1114172115,2020-36-04,5466,W154GB00,U154GB00,SS,-7,154,B
D,1114172116,2020-36-04,5466,W161GB00,U161GB00,SS,-7,161,B
D,1114171715,2020-36-04,5466,P171BC00,P171BP00,FS,1,171,B
D,1114172118,2020-36-04,5466,W182GB00,U182GB00,SS,-7,182,B
D,1114172119,2020-36-04,5466,W183GB00,U183GB00,SS,-7,183,B
D,1114172120,2020-36-04,5466,W192GB00,U192GB00,SS,-7,192,B
D,1114172121,2020-36-04,5466,W193GB00,U193GB00,SS,-7,193,B
D,1114172122,2020-36-04,5466,S101A000,W101GB00,FS,2,101,B
D,1114172123,2020-36-04,5466,S101A000,W101GC00,SS,4,101,B
D,1114172124,2020-36-04,5466,S101A000,W101GS00,SS,0,101,B
D,1114172125,2020-36-04,5466,S102A000,W102GB00,FS,5,102,B
D,1114172126,2020-36-04,5466,S102A000,W102GC00,SS,4,102,B
D,1114172127,2020-36-04,5466,S102A000,W102GS00,SS,0,102,B
D,1114172128,2020-36-04,5466,S104A000,W104GA00,FS,-4,104,B
D,1114172129,2020-36-04,5466,S104A000,W104GC00,SS,4,104,B
D,1114172130,2020-36-04,5466,S104A000,W104GS00,SS,0,104,B
D,1114172131,2020-36-04,5466,S105A000,W105GB00,FS,4,105,B
D,1114172132,2020-36-04,5466,S105A000,W105GC00,SS,4,105,B
D,1114172133,2020-36-04,5466,S105A000,W105GS00,SS,0,105,B
D,1114172135,2020-36-04,5466,S106A000,W106GB00,FS,6,106,B
D,1114172136,2020-36-04,5466,S106A000,W106GC00,SS,4,106,B
D,1114172137,2020-36-04,5466,Z106ZBR0,W106GL00,FS,1,106,B
D,1114172138,2020-36-04,5466,S106A000,W106GS00,SS,0,106,B
D,1114172139,2020-36-04,5466,S107A000,W107GB00,FS,3,107,B
D,1114172140,2020-36-04,5466,S107A000,W107GS00,SS,0,107,B
D,1114172142,2020-36-04,5466,S108A000,W108GB00,FS,11,108,B
D,1114172143,2020-36-04,5466,S108A000,W108GC00,SS,0,108,B
D,1114172144,2020-36-04,5466,Z108ZBR0,W108GL00,FS,1,108,B
D,1114172145,2020-36-04,5466,S108A000,W108GS00,SS,0,108,B
