COMPANYID,CASENO,PROJECTNO,ACTIVITYCODE,LOCATIONCODE,LOCATIONTYPE,STAGECODE,FLAGCODE,PROCESSCODE,PROCESSSERNO,SHOPCODE,WORKCODE,SECTCODE,PLANSTARTDATE,PLANFINISHDATE,PLANDURATION,LAG,MH1,VOL1,VOL2,RELATIONTYPE,PREVSTAGECODE,PREVFLAGCODE,PREVPROCESSCODE,PREVPROCESSSERNO,RELATIONNO
D,2020-36-04,5466,C571CC00,571,B,J,C,C,C00,CTS,CCBK,2100,2019-11-07,2019-12-03,19,-7,0,19,0,SS,B,S,A,000,1114171163
D,2020-36-04,5466,P923BP00,923,B,B,P,B,P00,SHD,PBPD,9999,2019-09-26,2019-09-26,1,1,26.1,0,596,FS,B,P,B,C00,1114172067
D,2020-36-04,5466,P535BP00,535,B,B,P,B,P00,NO1,PBPT,6200,2019-12-31,2020-01-09,6,1,108.3,4315.7,4622.4,FS,B,P,B,C00,1114171877
D,2020-36-04,5466,S272A000,272,B,B,S,A,000,GBS,SBBK,####,2019-10-24,2019-11-15,17,,1343.7,3073,0,,,,,,
D,2020-36-04,5466,W734GA00,734,B,A,W,G,A00,BOS,WBHD,2204,2019-12-24,2020-01-09,10,-4,21.7,0,0,FS,B,S,A,000,1114172526
D,2020-36-04,5466,W981GB00,981,B,B,W,G,B00,SHD,WBAD,9999,2019-08-19,2019-10-04,32,-31,12.3,43,0,FS,B,S,A,000,1114172602
D,2020-36-04,5466,C801CP00,801,B,J,C,C,P00,CTS,CPBK,2100,2019-11-15,2019-12-23,27,-1,4.1,0,0,SS,J,C,C,C00,1114171274
D,2020-36-04,5466,Z626ZBR0,626,B,B,Z,Z,BR0,NO1,ESCF,2901,2019-12-19,2019-12-19,1,1,27.4,319.9,0,FS,B,P,B,P00,1114172850
D,2020-36-04,5466,Z636ZBI0,636,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-12-02,2019-12-03,2,3,63.9,320.1,0,FS,A,W,G,A00,1114172881
D,2020-36-04,5466,P272BC00,272,B,B,P,B,C00,NO1,PBBT,6200,2019-11-25,2019-11-25,1,1,116.1,3388.8,3158.8,FS,B,Z,Z,BI0,1114171815
D,2020-36-04,5466,Z261ZBI0,261,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-11-15,2019-11-18,2,1,60.1,251.1,0,FS,A,W,G,A00,1114172743
D,2020-36-04,5466,W834GA00,834,B,A,W,G,A00,BOS,WBHD,2204,2020-01-07,2020-01-16,8,-4,15.8,0,0,FS,B,S,A,000,1114172576
D,2020-36-04,5466,U106GB00,106,B,B,U,G,B00,OOS,WBER,3103,2019-11-13,2019-11-22,8,-7,0,0,0,SS,B,W,G,B00,1114172093
D,2020-36-04,5466,Z632ZBR0,632,B,B,Z,Z,BR0,NO1,ESCF,2901,2020-01-09,2020-01-10,2,1,28,271.1,0,FS,B,P,B,P00,1114172874
D,2020-36-04,5466,C9X1CP00,9X1,B,J,C,C,P00,CTS,CPBK,2100,2019-07-19,2019-08-29,19,-1,0,0,0,SS,J,C,C,C00,1114171348
D,2020-36-04,5466,W204GC00,204,B,C,W,G,C00,PBS,WBHD,2204,2019-12-02,2019-12-09,6,4,42.2,0,0,SS,B,S,A,000,1114172249
D,2020-36-04,5466,W537GC00,537,B,C,W,G,C00,PBS,WBHD,2204,2019-12-06,2019-12-16,7,4,6.1,0,0,SS,B,S,A,000,1114172413
D,2020-36-04,5466,C532CP00,532,B,J,C,C,P00,CTS,CPBK,2100,2019-11-19,2019-12-04,12,-1,0,0,0,SS,J,C,C,C00,1114171130
D,2020-36-04,5466,C243CC00,243,B,J,C,C,C00,CTS,CCBK,2100,2019-11-26,2019-12-13,14,-7,160.9,289.5,0,SS,B,S,A,000,1114171041
D,2020-36-04,5466,P932BC00,932,B,B,P,B,C00,SHD,PBBD,9999,2019-09-20,2019-09-20,1,1,31.9,871.9,388.8,FS,B,W,G,B00,1114172070
D,2020-36-04,5466,C743CC00,743,B,J,C,C,C00,CTS,CCBK,2100,2019-12-20,2020-01-13,14,-7,99.3,180.1,0,SS,B,S,A,000,1114171261
D,2020-36-04,5466,W743GA00,743,B,A,W,G,A00,BOS,WBHD,2204,2020-01-22,2020-01-30,4,-1,24.3,0,0,FS,B,S,A,000,1114172537
D,2020-36-04,5466,C262CC00,262,B,J,C,C,C00,CTS,CCBK,2100,2019-10-15,2019-11-05,16,-7,255.2,288.7,0,SS,B,S,A,000,1114171055
D,2020-36-04,5466,C626CC00,626,B,J,C,C,C00,CTS,CCBK,2100,2019-10-25,2019-11-13,14,-7,160.7,297.7,0,SS,B,S,A,000,1114171175
D,2020-36-04,5466,P211BC00,211,B,B,P,B,C00,NTA,PBBT,6200,2020-01-13,2020-01-13,1,12,127.6,4139.3,3862.4,FS,A,W,G,A00,1114171743
D,2020-36-04,5466,P105BP00,105,B,B,P,B,P00,NO1,PBPT,6200,2020-01-13,2020-01-20,6,1,58.4,618,920.8,FS,B,P,B,C00,1114171653
D,2020-36-04,5466,P154BP00,154,B,B,P,B,P00,NO1,PBPT,6200,2019-12-24,2020-01-03,6,1,178.5,2752.9,2840.5,FS,B,P,B,C00,1114171709
D,2020-36-04,5466,W238GC00,238,B,C,W,G,C00,PBS,WBHD,2204,2019-10-31,2019-11-19,14,4,28.4,0,0,SS,B,S,A,000,1114172307
D,2020-36-04,5466,C427CP00,427,B,J,C,C,P00,CTS,CPBK,2100,2019-12-04,2019-12-13,8,-1,1.3,0,0,SS,J,C,C,C00,1114171082
D,2020-36-04,5466,C728CC00,728,B,J,C,C,C00,CTS,CCBK,2100,2019-12-09,2019-12-27,14,-7,146.2,217.2,0,SS,B,S,A,000,1114171235
D,2020-36-04,5466,C737CC00,737,B,J,C,C,C00,CTS,CCBK,2100,2019-12-11,2019-12-31,14,-7,2.3,167.2,0,SS,B,S,A,000,1114171251
D,2020-36-04,5466,Z109ZBR0,109,B,B,Z,Z,BR0,NO1,ESCF,2901,2020-01-15,2020-01-15,1,1,19.8,231.3,0,FS,B,P,B,P00,1114172620
D,2020-36-04,5466,W241GA00,241,B,A,W,G,A00,BOS,WBHD,2204,2019-12-20,2019-12-27,5,-4,0,0,0,FS,B,S,A,000,1114172313
D,2020-36-04,5466,P183BP00,183,B,B,P,B,P00,NTA,PBPT,6200,2019-12-16,2019-12-24,7,1,65.3,1659.9,2567.9,FS,B,P,B,C00,1114171719
D,2020-36-04,5466,P271BP01,271,B,B,P,B,P01,NO1,PBPT,6200,2019-12-04,2019-12-06,3,1,0,0,0,FS,B,Z,Z,BR0,1114171814
D,2020-36-04,5466,P225BC00,225,B,B,P,B,C00,TEX,PBBT,6200,2019-12-04,2019-12-04,1,5,134.5,4135.2,3870,FS,B,Z,Z,BI0,1114171755
D,2020-36-04,5466,P229BC00,229,B,B,P,B,C00,NTA,PBBT,6200,2020-01-13,2020-01-13,1,5,129.6,3963.6,3713.7,FS,B,Z,Z,BI0,1114171763
D,2020-36-04,5466,U152GC00,152,B,C,U,G,C00,OOS,WBER,3103,2019-08-30,2019-09-10,8,-7,63.7,0,0,SS,C,W,G,C00,1114172113
D,2020-36-04,5466,C251CP00,251,B,J,C,C,P00,CTS,CPBK,2100,2019-11-21,2019-12-13,17,-1,0,0,0,SS,J,C,C,C00,1114171046
D,2020-36-04,5466,C526CC00,526,B,J,C,C,C00,CTS,CCBK,2100,2019-11-01,2019-11-20,14,-7,192.6,302.9,0,SS,B,S,A,000,1114171119
D,2020-36-04,5466,W832GC00,832,B,C,W,G,C00,GBS,WBHD,2204,2019-12-12,2020-01-06,15,4,32.5,0,0,SS,B,S,A,000,1114172573
D,2020-36-04,5466,P833BP00,833,B,B,P,B,P00,NO1,PBPT,6200,2020-01-29,2020-02-06,7,1,66.3,2992.9,3778.5,FS,B,P,B,C00,1114172039
D,2020-36-04,5466,W553GC00,553,B,C,W,G,C00,NPS,WBHD,2204,2019-11-20,2019-11-28,7,4,6.8,0,0,SS,B,S,A,000,1114172431
D,2020-36-04,5466,C553CP00,553,B,J,C,C,P00,CTS,CPBK,2100,2019-11-04,2019-11-21,14,-1,0,0,0,SS,J,C,C,C00,1114171158
D,2020-36-04,5466,P553BC00,553,B,B,P,B,C00,NO1,PBBT,6200,2020-01-10,2020-01-10,1,3,89.2,2391.9,2260.2,FS,B,Z,Z,BI0,1114171898
D,2020-36-04,5466,C553CC00,553,B,J,C,C,C00,CTS,CCBK,2100,2019-11-05,2019-11-22,14,-7,4.2,193.4,0,SS,B,S,A,000,1114171157
D,2020-36-04,5466,W553GA00,553,B,A,W,G,A00,BOS,WBHD,2204,2019-11-28,2020-01-03,24,-4,25.5,0,0,FS,B,S,A,000,1114172430
D,2020-36-04,5466,Z553ZBI0,553,B,B,Z,Z,BI0,NO1,ESCF,2901,2020-01-07,2020-01-07,1,2,8.5,42.5,0,FS,A,W,G,A00,1114172831
D,2020-36-04,5466,S226A000,226,B,B,S,A,000,PBS,SBBK,####,2019-10-23,2019-11-21,22,,973.6,3344.8,0,,,,,,
D,2020-36-04,5466,S423A000,423,B,B,S,A,000,NPS,SBBK,####,2019-11-27,2019-12-09,9,,124.6,624.1,0,,,,,,
D,2020-36-04,5466,Z535ZBR0,535,B,B,Z,Z,BR0,NO2,ESCF,2901,2020-01-10,2020-01-10,1,1,3.6,42.5,0,FS,B,P,B,P00,1114172810
D,2020-36-04,5466,Z183ZBI0,183,B,B,Z,Z,BI0,NTA,ESCF,2901,2019-12-06,2019-12-10,3,2,63.2,317.2,0,FS,T,W,G,T00,1114172687
D,2020-36-04,5466,S105A000,105,B,B,S,A,000,NPS,SBBK,####,2019-11-22,2019-12-19,20,,191.4,494.7,0,,,,,,
D,2020-36-04,5466,S208A000,208,B,B,S,A,000,PBS,SBBK,####,2019-11-25,2019-12-13,15,,655.4,3173,0,,,,,,
D,2020-36-04,5466,W431GA00,431,B,A,W,G,A00,BOS,WBHD,2204,2019-11-18,2019-11-21,4,-1,17.7,0,0,FS,B,S,A,000,1114172356
D,2020-36-04,5466,W144GB00,144,B,B,W,G,B00,OOS,WBER,4600,2019-11-12,2019-11-26,11,1,366.1,0,0,FS,B,S,A,000,1114172209
D,2020-36-04,5466,W161GS00,161,B,S,W,G,S00,NPS,WBER,3103,2019-09-30,2019-10-07,5,0,48.4,0,0,SS,B,S,A,000,1114172229
D,2020-36-04,5466,P634BC00,634,B,B,P,B,C00,NO1,PBBT,6200,2019-12-02,2019-12-02,1,4,96.8,3073.2,2883.6,FS,B,Z,Z,BI0,1114171949
D,2020-36-04,5466,C732CC00,732,B,J,C,C,C00,CTS,CCBK,2100,2019-10-31,2019-11-19,14,-7,2,186.7,0,SS,B,S,A,000,1114171241
D,2020-36-04,5466,C642CC00,642,B,J,C,C,C00,CTS,CCBK,2100,2019-11-20,2019-12-13,18,-8,199.8,266.6,0,SS,B,S,A,000,1114171203
D,2020-36-04,5466,P632BP00,632,B,B,P,B,P00,NO1,PBPT,6200,2019-12-27,2020-01-08,7,1,1.3,5385.3,5352.4,FS,B,P,B,C00,1114171944
D,2020-36-04,5466,S738A000,738,B,B,S,A,000,PBS,SBBK,####,2019-12-19,2020-01-13,15,,424.2,2098.7,0,,,,,,
D,2020-36-04,5466,C535CP00,535,B,J,C,C,P00,CTS,CPBK,2100,2019-11-12,2019-11-27,12,-1,0,0,0,SS,J,C,C,C00,1114171136
D,2020-36-04,5466,P921BC00,921,B,B,P,B,C00,SHD,PBBD,9999,2019-09-17,2019-09-17,1,1,45.4,1532.2,515.7,FS,B,W,G,B00,1114172062
D,2020-36-04,5466,S209A000,209,B,B,S,A,000,PBS,SBBK,####,2019-11-28,2019-12-18,15,,540,3116.4,0,,,,,,
D,2020-36-04,5466,Z571ZBI0,571,B,B,Z,Z,BI0,NO1,ESCF,2901,2020-01-09,2020-01-09,1,2,16,58.8,0,FS,A,W,G,A00,1114172837
D,2020-36-04,5466,C109CP00,109,B,J,C,C,P00,CTS,CPBK,2100,2019-10-14,2019-11-04,16,-1,4,0,0,SS,J,C,C,C00,1114170928
D,2020-36-04,5466,P238BC00,238,B,B,P,B,C00,NO1,PBBT,6200,2020-01-03,2020-01-03,1,17,122.8,3756.5,3520.8,FS,B,Z,Z,BI0,1114171781
D,2020-36-04,5466,P637BC00,637,B,B,P,B,C00,NO1,PBBT,6200,2019-12-12,2019-12-12,1,4,105.1,3315.3,3106.7,FS,B,Z,Z,BI0,1114171958
D,2020-36-04,5466,C833CC00,833,B,J,C,C,C00,CTS,CCBK,2100,2019-11-29,2019-12-30,21,-9,30.5,151.8,0,SS,B,S,A,000,1114171299
D,2020-36-04,5466,Z236ZBI0,236,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-11-29,2019-12-02,2,4,67.2,280.5,0,FS,A,W,G,A00,1114172723
D,2020-36-04,5466,W183GB00,183,B,B,W,G,B00,POS,WBER,3103,2019-11-20,2019-11-28,7,5,121.6,0,0,FS,B,S,A,000,1114172235
D,2020-36-04,5466,Z635ZBI0,635,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-11-29,2019-12-02,2,2,72.9,365.4,0,FS,A,W,G,A00,1114172879
D,2020-36-04,5466,W205GC00,205,B,C,W,G,C00,PBS,WBHD,2204,2019-12-03,2019-12-11,7,4,42.2,0,0,SS,B,S,A,000,1114172251
D,2020-36-04,5466,Z529ZBR0,529,B,B,Z,Z,BR0,NTA,ESCF,2901,2020-01-15,2020-01-15,1,1,3.5,40.3,0,FS,B,P,B,P00,1114172800
D,2020-36-04,5466,W232GA00,232,B,A,W,G,A00,BOS,WBHD,2204,2019-11-07,2019-11-18,8,-4,55.5,0,0,FS,B,S,A,000,1114172293
D,2020-36-04,5466,P913BC00,913,B,B,P,B,C00,SHD,PBBD,9999,2019-10-01,2019-10-01,1,1,614.4,859.9,324.5,FS,B,W,G,B00,1114172057
D,2020-36-04,5466,Z625ZBI0,625,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-11-29,2019-12-02,2,2,72.9,365.4,0,FS,A,W,G,A00,1114172847
D,2020-36-04,5466,P101BC00,101,B,B,P,B,C00,NO1,PBBT,6200,2019-10-22,2019-10-22,1,5,151.9,1668.8,2383.4,FS,B,Z,Z,BI0,1114171646
D,2020-36-04,5466,P153BP00,153,B,B,P,B,P00,NO1,PBPT,6200,2019-12-24,2020-01-03,6,1,172.6,2890.3,2832.2,FS,B,P,B,C00,1114171707
D,2020-36-04,5466,P421BC00,421,B,B,P,B,C00,NO1,PBBT,6200,2019-11-25,2019-11-25,1,3,7.5,175.8,161.9,FS,A,W,G,A00,1114171833
D,2020-36-04,5466,W123GC00,123,B,C,W,G,C00,GBS,WBER,3103,2019-10-16,2019-11-05,15,4,263,0,0,SS,B,S,A,000,1114172173
D,2020-36-04,5466,S231A000,231,B,B,S,A,000,PBS,SBBK,####,2019-10-22,2019-11-11,15,,691.6,1916,0,,,,,,
D,2020-36-04,5466,P981BP00,981,B,B,P,B,P00,SHD,PBPD,9999,2019-10-08,2019-10-08,1,1,18.1,0,479.6,FS,B,P,B,C00,1114172083
D,2020-36-04,5466,C273CP00,273,B,J,C,C,P00,CTS,CPBK,2100,2019-10-04,2019-11-04,22,-1,0,0,0,SS,J,C,C,C00,1114171064
D,2020-36-04,5466,W236GA00,236,B,A,W,G,A00,BOS,WBHD,2204,2019-11-15,2019-11-25,7,-4,33.5,0,0,FS,B,S,A,000,1114172301
D,2020-36-04,5466,S453A000,453,B,B,S,A,000,NPS,SBBK,####,2020-01-14,2020-01-29,9,,77,200.2,0,,,,,,
D,2020-36-04,5466,C453CP00,453,B,J,C,C,P00,CTS,CPBK,2100,2019-12-31,2020-01-13,8,-1,0,0,0,SS,J,C,C,C00,1114171108
D,2020-36-04,5466,C541CC00,541,B,J,C,C,C00,CTS,CCBK,2100,2019-10-30,2019-11-14,12,-7,112.9,230.5,0,SS,B,S,A,000,1114171145
D,2020-36-04,5466,Z544ZBI0,544,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-12-24,2019-12-24,1,6,8.5,42.5,0,FS,A,W,G,A00,1114172825
D,2020-36-04,5466,W801GA00,801,B,A,W,G,A00,GOS,WBHD,2204,2020-01-07,2020-01-13,5,-1,30.9,0,0,FS,B,S,A,000,1114172546
D,2020-36-04,5466,W224GA00,224,B,A,W,G,A00,BOS,WBHD,2204,2019-11-19,2019-11-26,6,-4,0,0,0,FS,B,S,A,000,1114172275
D,2020-36-04,5466,C206CP00,206,B,J,C,C,P00,CTS,CPBK,2100,2019-11-11,2019-11-28,14,-1,6.4,0,0,SS,J,C,C,C00,1114170990
D,2020-36-04,5466,C922CP00,922,B,J,C,C,P00,CTS,CPBK,2100,2019-07-19,2019-08-22,14,-1,5.6,0,0,SS,J,C,C,C00,1114171324
D,2020-36-04,5466,C193CC00,193,B,J,C,C,C00,SHM,CCBK,9999,2019-10-08,2019-11-01,19,-7,21.1,135.5,0,SS,B,S,A,000,1114170981
D,2020-36-04,5466,C634CP00,634,B,J,C,C,P00,CTS,CPBK,2100,2019-10-15,2019-11-01,14,-1,0,0,0,SS,J,C,C,C00,1114171190
D,2020-36-04,5466,W752GC00,752,B,C,W,G,C00,PBS,WBHD,2204,2019-12-31,2020-01-10,7,4,4.3,0,0,SS,B,S,A,000,1114172542
D,2020-36-04,5466,C421CC00,421,B,J,C,C,C00,CTS,CCBK,2100,2019-10-28,2019-11-06,8,-7,40,61.1,0,SS,B,S,A,000,1114171073
D,2020-36-04,5466,P651BC00,651,B,B,P,B,C00,NTA,PBBT,6200,2020-01-14,2020-01-14,1,3,104.9,3381.5,3166.2,FS,B,Z,Z,BI0,1114171986
D,2020-36-04,5466,W229GC00,229,B,C,W,G,C00,PBS,WBHD,2204,2019-12-02,2019-12-18,13,4,12.8,0,0,SS,B,S,A,000,1114172288
D,2020-36-04,5466,W636GA00,636,B,A,W,G,A00,BOS,WBHD,2204,2019-11-22,2019-11-27,4,-1,9.4,0,0,FS,B,S,A,000,1114172473
D,2020-36-04,5466,S8X1A000,8X1,B,B,S,A,000,S-W,SBBK,####,2019-12-09,2020-01-08,20,,0,0,0,,,,,,
D,2020-36-04,5466,C283CC00,283,B,J,C,C,C00,CTS,CCBK,2100,2019-11-22,2019-12-13,16,-7,200,186.6,0,SS,B,S,A,000,1114171065
D,2020-36-04,5466,W552GC00,552,B,C,W,G,C00,PBS,WBHD,2204,2019-11-26,2019-12-02,5,4,26.7,0,0,SS,B,S,A,000,1114172429
D,2020-36-04,5466,S623A000,623,B,B,S,A,000,PBS,SBBK,####,2019-10-28,2019-11-15,15,,819.8,3297.7,0,,,,,,
D,2020-36-04,5466,P222BC00,222,B,B,P,B,C00,TEX,PBBT,6200,2019-11-25,2019-11-25,1,1,92.6,2900.3,2709.7,FS,A,W,G,A00,1114171749
D,2020-36-04,5466,P102BC00,102,B,B,P,B,C00,NO1,PBBT,6200,2019-10-28,2019-10-28,1,4,115.8,1300.2,1819,FS,B,Z,Z,BI0,1114171648
D,2020-36-04,5466,C536CC00,536,B,J,C,C,C00,CTS,CCBK,2100,2019-11-01,2019-11-20,14,-7,9.1,295.6,0,SS,B,S,A,000,1114171137
D,2020-36-04,5466,C826CP00,826,B,J,C,C,P00,CTS,CPBK,2100,2019-11-27,2019-12-23,19,-1,6.4,0,0,SS,J,C,C,C00,1114171296
D,2020-36-04,5466,W152GC00,152,B,C,W,G,C00,GBS,WBER,3103,2019-09-10,2019-10-10,20,4,405.6,0,0,SS,B,S,A,000,1114172216
D,2020-36-04,5466,W134GB00,134,B,B,W,G,B00,POS,WBER,3103,2019-11-22,2019-11-29,6,2,125.8,0,0,FS,B,S,A,000,1114172193
D,2020-36-04,5466,P182BC00,182,B,B,P,B,C00,NTA,PBBT,6200,2019-11-28,2019-11-28,1,1,97.5,1419.1,1391.3,FS,B,Z,Z,BI0,1114171716
D,2020-36-04,5466,P625BP01,625,B,B,P,B,P01,NO1,PBPT,6200,2019-12-16,2019-12-18,3,1,0,0,0,FS,B,Z,Z,BR0,1114171920
D,2020-36-04,5466,W124GC00,124,B,C,W,G,C00,N+3,WBER,3103,2019-10-23,2019-11-13,16,4,9.2,0,0,SS,B,S,A,000,1114172177
D,2020-36-04,5466,S529A000,529,B,B,S,A,000,PBS,SBBK,####,2019-11-08,2019-11-28,15,,387.1,2381.2,0,,,,,,
D,2020-36-04,5466,W182GS00,182,B,S,W,G,S00,GBS,WBER,3103,2019-10-31,2019-11-06,5,0,0,0,0,SS,B,S,A,000,1114172234
D,2020-36-04,5466,P621BP00,621,B,B,P,B,P00,NO1,PBPT,6200,2019-12-06,2019-12-16,7,1,63.2,2872.4,3300.5,FS,B,P,B,C00,1114171907
D,2020-36-04,5466,C152CC00,152,B,J,C,C,C00,CTS,CCBK,2100,2019-08-26,2019-10-04,27,-7,22.3,103.8,0,SS,B,S,A,000,1114170963
D,2020-36-04,5466,P244BP00,244,B,B,P,B,P00,NO1,PBPT,6200,2020-01-14,2020-01-22,7,1,86,4321.9,4427.8,FS,B,P,B,C00,1114171794
D,2020-36-04,5466,S732A000,732,B,B,S,A,000,PBS,SBBK,####,2019-11-11,2019-11-29,15,,366.4,1779,0,,,,,,
D,2020-36-04,5466,P932BP00,932,B,B,P,B,P00,SHD,PBPD,9999,2019-09-23,2019-09-23,1,1,24.3,0,571.1,FS,B,P,B,C00,1114172071
D,2020-36-04,5466,P523BC00,523,B,B,P,B,C00,TEX,PBBT,6200,2019-12-06,2019-12-06,1,5,100.5,2732.2,2579.4,FS,B,Z,Z,BI0,1114171854
D,2020-36-04,5466,W905GB00,905,B,B,W,G,B00,SHD,WBAD,9999,2019-09-09,2019-10-02,16,-6,316.2,0,0,FS,B,S,A,000,1114172585
D,2020-36-04,5466,W661GA00,661,B,A,W,G,A00,OOS,WBHD,3103,2019-11-29,2019-12-03,3,1,5.1,0,0,FS,B,S,A,000,1114172504
D,2020-36-04,5466,W634GA00,634,B,A,W,G,A00,BOS,WBHD,2204,2019-11-08,2019-11-22,11,-4,15.8,0,0,FS,B,S,A,000,1114172469
D,2020-36-04,5466,C631CC00,631,B,J,C,C,C00,CTS,CCBK,2100,2019-10-22,2019-11-14,18,-7,10,105.7,0,SS,B,S,A,000,1114171183
D,2020-36-04,5466,W122GS00,122,B,S,W,G,S00,SSC,WBER,3123,2019-08-26,2019-09-25,21,0,114.3,0,0,SS,B,S,A,000,1114172171
D,2020-36-04,5466,Z825ZBR0,825,B,B,Z,Z,BR0,NO1,ESCF,2901,2020-02-10,2020-02-10,1,1,21.7,228.1,0,FS,B,P,B,P00,1114172943
D,2020-36-04,5466,W153GC00,153,B,C,W,G,C00,OFD,WBER,4600,2019-10-31,2019-11-12,9,4,0,0,0,SS,B,S,A,000,1114172220
D,2020-36-04,5466,W183GT00,183,B,T,W,G,T00,POS,WBER,3103,2019-11-29,2019-12-04,4,1,83.4,0,0,FS,B,W,G,B00,1114172238
D,2020-36-04,5466,C533CP00,533,B,J,C,C,P00,CTS,CPBK,2100,2019-10-22,2019-11-11,15,-1,0,0,0,SS,J,C,C,C00,1114171132
D,2020-36-04,5466,Z252ZBI0,252,B,B,Z,Z,BI0,NO1,ESCF,2901,2020-01-08,2020-01-08,1,5,54.9,229.2,0,FS,A,W,G,A00,1114172741
D,2020-36-04,5466,Z108ZBR0,108,B,B,Z,Z,BR0,NO1,ESCF,2901,2020-01-09,2020-01-09,1,1,12.3,143.6,0,FS,B,P,B,P00,1114172618
D,2020-36-04,5466,P533BC00,533,B,B,P,B,C00,TEX,PBBT,6200,2019-12-06,2019-12-06,1,4,97.5,2646.2,2495.6,FS,B,Z,Z,BI0,1114171872
D,2020-36-04,5466,Z535ZBI0,535,B,B,Z,Z,BI0,NO2,ESCF,2901,2019-12-19,2019-12-19,1,5,8.5,42.5,0,FS,A,W,G,A00,1114172809
D,2020-36-04,5466,P652BP01,652,B,B,P,B,P01,NO1,PBPT,6200,2020-02-05,2020-02-06,2,1,0,0,0,FS,B,Z,Z,BR0,1114171991
D,2020-36-04,5466,S723A000,723,B,B,S,A,000,PBS,SBBK,####,2019-12-05,2019-12-26,15,,506.6,2303.5,0,,,,,,
D,2020-36-04,5466,S922A000,922,B,B,S,A,000,SHD,SBBK,####,2019-08-14,2019-09-04,15,,307.6,933.3,0,,,,,,
D,2020-36-04,5466,P183BC00,183,B,B,P,B,C00,NTA,PBBT,6200,2019-12-13,2019-12-13,1,3,59.1,1237.4,1534.4,FS,B,Z,Z,BI0,1114171718
D,2020-36-04,5466,P832BP00,832,B,B,P,B,P00,NO1,PBPT,6200,2020-01-22,2020-02-04,7,1,51.9,2014.9,2602.8,FS,B,P,B,C00,1114172037
D,2020-36-04,5466,S652A000,652,B,B,S,A,000,GBS,SBBK,####,2019-11-29,2019-12-24,18,,1163.7,3142.2,0,,,,,,
D,2020-36-04,5466,P931BC00,931,B,B,P,B,C00,SHD,PBBD,9999,2019-09-17,2019-09-17,1,1,44,1257.6,451.1,FS,B,W,G,B00,1114172068
D,2020-36-04,5466,P529BC00,529,B,B,P,B,C00,NTA,PBBT,6200,2020-01-06,2020-01-06,1,16,93.5,2579.7,2437.1,FS,B,Z,Z,BI0,1114171866
D,2020-36-04,5466,W152GS00,152,B,S,W,G,S00,GBS,WBER,3103,2019-09-04,2019-09-10,5,0,0,0,0,SS,B,S,A,000,1114172218
D,2020-36-04,5466,C637CC00,637,B,J,C,C,C00,CTS,CCBK,2100,2019-10-31,2019-11-19,14,-7,3.2,268.3,0,SS,B,S,A,000,1114171195
D,2020-36-04,5466,C244CP00,244,B,J,C,C,P00,CTS,CPBK,2100,2019-11-25,2019-12-12,14,-1,6.9,0,0,SS,J,C,C,C00,1114171044
D,2020-36-04,5466,C238CP00,238,B,J,C,C,P00,CTS,CPBK,2100,2019-10-15,2019-11-12,21,-1,0,0,0,SS,J,C,C,C00,1114171034
D,2020-36-04,5466,C981CP00,981,B,J,C,C,P00,CTS,CPBK,2100,2019-07-16,2019-09-20,36,-1,2.7,0,0,SS,J,C,C,C00,1114171342
D,2020-36-04,5466,C822CP00,822,B,J,C,C,P00,CTS,CPBK,2100,2019-11-26,2019-12-26,22,-1,3.8,0,0,SS,J,C,C,C00,1114171288
D,2020-36-04,5466,W232GC00,232,B,C,W,G,C00,PBS,WBHD,2204,2019-10-30,2019-11-07,7,4,16.2,0,0,SS,B,S,A,000,1114172294
D,2020-36-04,5466,P283BP01,283,B,B,P,B,P01,NO1,PBPT,6200,2020-01-30,2020-01-31,2,1,0,0,0,FS,B,Z,Z,BR0,1114171823
D,2020-36-04,5466,P293BP01,293,B,B,P,B,P01,NO1,PBPT,6200,2020-01-30,2020-01-31,2,1,0,0,0,FS,B,Z,Z,BR0,1114171829
D,2020-36-04,5466,P654BC00,654,B,B,P,B,C00,NO1,PBBT,6200,2020-01-15,2020-01-15,1,1,114.8,3677.9,3448,FS,B,Z,Z,BI0,1114171995
D,2020-36-04,5466,C835CC00,835,B,J,C,C,C00,CTS,CCBK,2100,2019-12-11,2020-01-07,17,-8,32.8,120.1,0,SS,B,S,A,000,1114171303
D,2020-36-04,5466,C124CC00,124,B,J,C,C,C00,CTS,CCBK,2100,2019-10-08,2019-11-07,23,-7,144.6,146.6,0,SS,B,S,A,000,1114170941
D,2020-36-04,5466,W233GC00,233,B,C,W,G,C00,PBS,WBHD,2204,2019-11-04,2019-11-12,7,4,2.2,0,0,SS,B,S,A,000,1114172296
D,2020-36-04,5466,S805A000,805,B,B,S,A,000,K-D,SBBK,####,2019-12-16,2020-01-08,15,,532.5,841.1,0,,,,,,
D,2020-36-04,5466,S251A000,251,B,B,S,A,000,PBS,SBBK,####,2019-12-03,2019-12-27,18,,953.3,3184.8,0,,,,,,
