COMPANYID,CASENO,PROJECTNO,ACTIVITYCODE,LOCATIONCODE,LOCATIONTYPE,STAGECODE,FLAGCODE,PROCESSCODE,PROCESSSERNO,SHOPCODE,WORKCODE,SECTCODE,PLANSTARTDATE,PLANFINISHDATE,PLANDURATION,LAG,MH1,VOL1,VOL2,RELATIONTYPE,PREVSTAGECODE,PREVFLAGCODE,PREVPROCESSCODE,PREVPROCESSSERNO,RELATIONNO
D,2020-36-04,5466,P571BP00,571,B,B,P,B,P00,NO1,PBPT,6200,2020-01-16,2020-01-22,5,1,14.9,561.4,805.3,FS,B,P,B,C00,1114171905
D,2020-36-04,5466,W571GA00,571,B,A,W,G,A00,BOS,WBHD,2204,2019-12-16,2020-01-07,14,1,9.3,0,0,FS,B,S,A,000,1114172436
D,2020-36-04,5466,S634A000,634,B,B,S,A,000,PBS,SBBK,####,2019-10-25,2019-11-14,15,,497.5,2641,0,,,,,,
D,2020-36-04,5466,C621CC00,621,B,J,C,C,C00,CTS,CCBK,2100,2019-10-22,2019-11-14,18,-7,79.4,105.7,0,SS,B,S,A,000,1114171165
D,2020-36-04,5466,S426A000,426,B,B,S,A,000,NPS,SBBK,####,2019-12-09,2019-12-19,9,,132.9,624.1,0,,,,,,
D,2020-36-04,5466,W225GC00,225,B,C,W,G,C00,PBS,WBHD,2204,2019-10-29,2019-11-14,13,4,9.3,0,0,SS,B,S,A,000,1114172278
D,2020-36-04,5466,S835A000,835,B,B,S,A,000,NPS,SBBK,####,2019-12-23,2020-01-17,17,,585.4,1264.2,0,,,,,,
D,2020-36-04,5466,S626A000,626,B,B,S,A,000,PBS,SBBK,####,2019-11-05,2019-11-25,15,,767.8,3368.9,0,,,,,,
D,2020-36-04,5466,Z241ZBR0,241,B,B,Z,Z,BR0,NTA,ESCF,2901,2020-01-29,2020-01-29,1,1,22.6,222.4,0,FS,B,P,B,P00,1114172736
D,2020-36-04,5466,Z832ZBI0,832,B,B,Z,Z,BI0,NO1,ESCF,2901,2020-01-16,2020-01-16,1,2,21.6,109.6,0,FS,A,W,G,A00,1114172946
D,2020-36-04,5466,S294A000,294,B,B,S,A,000,OFD,SBBK,####,2019-11-22,2019-12-17,18,,1154.5,2164.4,0,,,,,,
D,2020-36-04,5466,W293GA00,293,B,A,W,G,A00,GOS,WBHD,2204,2019-12-19,2020-01-07,11,-4,8.3,0,0,FS,B,S,A,000,1114172345
D,2020-36-04,5466,S293A000,293,B,B,S,A,000,GBS,SBBK,####,2019-12-03,2019-12-26,17,,934.9,1892.6,0,,,,,,
D,2020-36-04,5466,P293BP00,293,B,B,P,B,P00,NO1,PBPT,6200,2020-01-15,2020-01-23,7,1,104,4205.2,0,FS,B,P,B,C00,1114171828
D,2020-36-04,5466,C627CC00,627,B,J,C,C,C00,CTS,CCBK,2100,2019-10-31,2019-11-19,14,-7,180,268.1,0,SS,B,S,A,000,1114171177
D,2020-36-04,5466,Z627ZBR0,627,B,B,Z,Z,BR0,NO1,ESCF,2901,2019-12-24,2019-12-24,1,1,26.8,312.8,0,FS,B,P,B,P00,1114172852
D,2020-36-04,5466,C183CP00,183,B,J,C,C,P00,CTS,CPBK,2100,2019-10-07,2019-10-31,19,-1,5.2,0,0,SS,J,C,C,C00,1114170978
D,2020-36-04,5466,W524GA00,524,B,A,W,G,A00,BOS,WBHD,2204,2019-11-27,2019-12-02,4,-1,17.3,0,0,FS,B,S,A,000,1114172388
D,2020-36-04,5466,P223BC00,223,B,B,P,B,C00,TEX,PBBT,6200,2019-11-29,2019-11-29,1,6,52.4,1610.7,1504.8,FS,A,W,G,A00,1114171751
D,2020-36-04,5466,C225CP00,225,B,J,C,C,P00,CTS,CPBK,2100,2019-10-11,2019-11-07,20,-1,11.3,0,0,SS,J,C,C,C00,1114171010
D,2020-36-04,5466,Z263ZBI0,263,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-11-25,2019-11-25,1,2,32.9,137.5,0,FS,A,W,G,A00,1114172747
D,2020-36-04,5466,P239BC00,239,B,B,P,B,C00,NTA,PBBT,6200,2020-01-13,2020-01-13,1,5,129.6,3963.6,3713.7,FS,B,Z,Z,BI0,1114171783
D,2020-36-04,5466,P836BP00,836,B,B,P,B,P00,NO1,PBPT,6200,2020-01-31,2020-02-07,6,1,67.9,2149.7,3262.7,FS,B,P,B,C00,1114172045
D,2020-36-04,5466,W102GB00,102,B,B,W,G,B00,POS,WBER,3103,2019-10-07,2019-10-18,10,5,325.4,0,0,FS,B,S,A,000,1114172125
D,2020-36-04,5466,S542A000,542,B,B,S,A,000,PBS,SBBK,####,2019-11-20,2019-12-06,13,,514.9,2651.6,0,,,,,,
D,2020-36-04,5466,Z635ZBR0,635,B,B,Z,Z,BR0,NO1,ESCF,2901,2019-12-13,2019-12-13,1,1,31.4,365.3,0,FS,B,P,B,P00,1114172880
D,2020-36-04,5466,S113A000,113,B,B,S,A,000,PSH,SBBK,####,2019-10-28,2019-12-10,32,,875.9,1131.7,0,,,,,,
D,2020-36-04,5466,C283CP00,283,B,J,C,C,P00,CTS,CPBK,2100,2019-11-21,2019-12-12,16,-1,7.3,0,0,SS,J,C,C,C00,1114171066
D,2020-36-04,5466,S905A000,905,B,B,S,A,000,SHD,SBBK,####,2019-08-28,2019-09-19,15,,554.2,1522,0,,,,,,
D,2020-36-04,5466,C633CP00,633,B,J,C,C,P00,CTS,CPBK,2100,2019-10-16,2019-11-04,14,-1,0,0,0,SS,J,C,C,C00,1114171188
D,2020-36-04,5466,C154CP00,154,B,J,C,C,P00,CTS,CPBK,2100,2019-10-01,2019-11-07,27,-1,0,0,0,SS,J,C,C,C00,1114170968
D,2020-36-04,5466,C152CP00,152,B,J,C,C,P00,CTS,CPBK,2100,2019-08-23,2019-10-02,27,-1,0,0,0,SS,J,C,C,C00,1114170964
D,2020-36-04,5466,W836GA00,836,B,A,W,G,A00,GOS,WBHD,2204,2020-01-07,2020-01-20,10,-1,125.3,0,0,FS,B,S,A,000,1114172580
D,2020-36-04,5466,W144GC00,144,B,C,W,G,C00,OFD,WBER,4600,2019-10-18,2019-11-05,13,4,83.6,0,0,SS,B,S,A,000,1114172210
D,2020-36-04,5466,Z242ZBI0,242,B,B,Z,Z,BI0,NO1,ESCF,2901,2020-01-07,2020-01-07,1,6,54.9,229.2,0,FS,A,W,G,A00,1114172737
D,2020-36-04,5466,P652BC00,652,B,B,P,B,C00,NO1,PBBT,6200,2020-01-20,2020-01-20,1,5,94.6,2963.5,2780.3,FS,B,Z,Z,BI0,1114171989
D,2020-36-04,5466,P261BP00,261,B,B,P,B,P00,NO1,PBPT,6200,2019-11-20,2019-11-29,8,1,230.1,5843.7,6054.4,FS,B,P,B,C00,1114171804
D,2020-36-04,5466,S223A000,223,B,B,S,A,000,PBS,SBBK,####,2019-10-29,2019-11-18,15,,320.1,1228.8,0,,,,,,
D,2020-36-04,5466,W651GA00,651,B,A,W,G,A00,BOS,WBHD,2204,2019-12-16,2020-01-07,14,-4,16,0,0,FS,B,S,A,000,1114172496
D,2020-36-04,5466,Z125ZBI0,125,B,B,Z,Z,BI0,PSA,ESCF,9999,2019-12-11,2019-12-11,1,1,16.6,83,0,FS,B,W,G,B00,1114172647
D,2020-36-04,5466,W222GC00,222,B,C,W,G,C00,PBS,WBHD,2204,2019-10-30,2019-11-07,7,4,0,0,0,SS,B,S,A,000,1114172272
D,2020-36-04,5466,P537BP00,537,B,B,P,B,P00,NO1,PBPT,6200,2020-01-13,2020-01-20,6,1,97.1,3982.7,4200.9,FS,B,P,B,C00,1114171881
D,2020-36-04,5466,Z627ZBI0,627,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-12-05,2019-12-06,2,2,62.4,312.9,0,FS,A,W,G,A00,1114172851
D,2020-36-04,5466,Z834ZBI0,834,B,B,Z,Z,BI0,NO1,ESCF,2901,2020-01-20,2020-01-20,1,2,26.9,137.2,0,FS,A,W,G,A00,1114172950
D,2020-36-04,5466,U132GB00,132,B,B,U,G,B00,SSC,WBER,3123,2019-09-16,2019-09-24,7,-7,87.8,0,0,SS,B,W,G,B00,1114172104
D,2020-36-04,5466,U142GB00,142,B,B,U,G,B00,OOS,WBER,3103,2019-10-21,2019-10-30,8,-7,0,0,0,SS,B,W,G,B00,1114172108
D,2020-36-04,5466,S625A000,625,B,B,S,A,000,PBS,SBBK,####,2019-10-31,2019-11-20,15,,585.8,3060.1,0,,,,,,
D,2020-36-04,5466,Z192ZBR0,192,B,B,Z,Z,BR0,NTA,ESCF,2901,2019-12-13,2019-12-13,1,1,14.1,163.6,0,FS,B,P,B,P00,1114172690
D,2020-36-04,5466,W105GB00,105,B,B,W,G,B00,POS,WBER,3103,2019-12-26,2019-12-31,4,4,110.7,0,0,FS,B,S,A,000,1114172131
D,2020-36-04,5466,C231CC00,231,B,J,C,C,C00,CTS,CCBK,2100,2019-10-11,2019-10-30,14,-7,6.3,176.9,0,SS,B,S,A,000,1114171019
D,2020-36-04,5466,Z661ZBR0,661,B,B,Z,Z,BR0,NO1,ESCF,2901,2019-12-18,2019-12-18,1,1,21.2,205.7,0,FS,B,P,B,P00,1114172920
D,2020-36-04,5466,Z235ZBR0,235,B,B,Z,Z,BR0,TEX,ESCF,2901,2019-12-16,2019-12-16,1,1,23.1,224.1,0,FS,B,P,B,P00,1114172722
D,2020-36-04,5466,P731BP00,731,B,B,P,B,P00,TEX,PBPT,6200,2019-11-22,2019-11-27,4,1,14.4,538.8,572.7,FS,B,P,B,C00,1114172007
D,2020-36-04,5466,W633GA00,633,B,A,W,G,A00,BOS,WBHD,2204,2019-11-11,2019-11-22,10,-4,44.6,0,0,FS,B,S,A,000,1114172467
D,2020-36-04,5466,W153GS00,153,B,S,W,G,S00,OFD,WBER,4600,2019-10-25,2019-10-31,5,0,90.7,0,0,SS,B,S,A,000,1114172221
D,2020-36-04,5466,W552GA00,552,B,A,W,G,A00,BOS,WBHD,2204,2019-12-02,2020-01-06,23,-4,18.5,0,0,FS,B,S,A,000,1114172428
D,2020-36-04,5466,Z143ZBR0,143,B,B,Z,Z,BR0,NO1,ESCF,2901,2019-12-19,2019-12-19,1,1,22.5,247.2,0,FS,B,P,B,P00,1114172668
D,2020-36-04,5466,Z134ZBR0,134,B,B,Z,Z,BR0,NO1,ESCF,2901,2019-12-17,2019-12-18,2,1,24.5,284.6,0,FS,B,P,B,P00,1114172658
D,2020-36-04,5466,W923GB00,923,B,B,W,G,B00,SHD,WBAD,9999,2019-08-30,2019-09-24,16,-6,308.4,103,0,FS,B,S,A,000,1114172594
D,2020-36-04,5466,S225A000,225,B,B,S,A,000,PBS,SBBK,####,2019-10-23,2019-11-20,21,,895.7,3153.8,0,,,,,,
D,2020-36-04,5466,S237A000,237,B,B,S,A,000,PBS,SBBK,####,2019-10-31,2019-11-28,21,,822.9,3041.4,0,,,,,,
D,2020-36-04,5466,C751CP00,751,B,J,C,C,P00,CTS,CPBK,2100,2019-12-03,2019-12-23,15,-1,0,0,0,SS,J,C,C,C00,1114171266
D,2020-36-04,5466,P142BC00,142,B,B,P,B,C00,NO1,PBBT,6200,2019-11-12,2019-11-12,1,1,81.4,869,1270.4,FS,B,Z,Z,BI0,1114171696
D,2020-36-04,5466,S206A000,206,B,B,S,A,000,PBS,SBBK,####,2019-11-21,2019-12-11,15,,760.5,3622.9,0,,,,,,
D,2020-36-04,5466,S532A000,532,B,B,S,A,000,PBS,SBBK,####,2019-11-29,2019-12-17,13,,406.2,2491.2,0,,,,,,
D,2020-36-04,5466,P523BP00,523,B,B,P,B,P00,TEX,PBPT,6200,2019-12-09,2019-12-16,6,1,120,4660.3,4770.7,FS,B,P,B,C00,1114171855
D,2020-36-04,5466,P206BP00,206,B,B,P,B,P00,TEX,PBPT,6200,2020-01-03,2020-01-10,6,1,178,8727.4,8791,FS,B,P,B,C00,1114171731
D,2020-36-04,5466,Z633ZBI0,633,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-11-26,2019-11-27,2,2,76.8,321.2,0,FS,A,W,G,A00,1114172875
D,2020-36-04,5466,S207A000,207,B,B,S,A,000,PBS,SBBK,####,2019-11-27,2019-12-16,14,,509.5,3001.7,0,,,,,,
D,2020-36-04,5466,P544BC00,544,B,B,P,B,C00,NO1,PBBT,6200,2020-01-10,2020-01-10,1,10,72.1,1903.3,1797.9,FS,B,Z,Z,BI0,1114171892
D,2020-36-04,5466,W823GS00,823,B,S,W,G,S00,NPS,WBHD,2204,2019-12-10,2019-12-16,5,0,12.3,0,0,SS,B,S,A,000,1114172563
D,2020-36-04,5466,C171CP00,171,B,J,C,C,P00,CTS,CPBK,2100,2019-09-18,2019-10-16,20,-1,0,0,0,SS,J,C,C,C00,1114170974
D,2020-36-04,5466,C621CP00,621,B,J,C,C,P00,CTS,CPBK,2100,2019-10-21,2019-11-13,18,-1,5.6,0,0,SS,J,C,C,C00,1114171166
D,2020-36-04,5466,Z823ZBR0,823,B,B,Z,Z,BR0,NO1,ESCF,2901,2020-02-07,2020-02-07,1,1,14.9,175.8,0,FS,B,P,B,P00,1114172939
D,2020-36-04,5466,P551BC00,551,B,B,P,B,C00,NTA,PBBT,6200,2020-01-06,2020-01-06,1,18,89.4,2470.5,2332.5,FS,B,Z,Z,BI0,1114171894
D,2020-36-04,5466,C144CP00,144,B,J,C,C,P00,CTS,CPBK,2100,2019-10-01,2019-10-29,20,-1,7.8,0,0,SS,J,C,C,C00,1114170960
D,2020-36-04,5466,C906CC00,906,B,J,C,C,C00,SHD,CCBK,9999,2019-08-27,2019-09-17,14,-7,34.2,36,0,SS,B,S,A,000,1114171313
D,2020-36-04,5466,S144A000,144,B,B,S,A,000,OFD,SBBK,####,2019-10-14,2019-11-11,21,,934.3,1931.6,0,,,,,,
D,2020-36-04,5466,P542BC00,542,B,B,P,B,C00,NO1,PBBT,6200,2020-01-09,2020-01-09,1,1,88.6,2392.6,2263.9,FS,B,Z,Z,BI0,1114171888
D,2020-36-04,5466,S106A000,106,B,B,S,A,000,OFD,SBBK,####,2019-10-21,2019-11-14,19,,259.1,619.7,0,,,,,,
D,2020-36-04,5466,P110BP00,110,B,B,P,B,P00,NO1,PBPT,6200,2019-10-25,2019-11-04,7,1,55.5,1229.3,1906.6,FS,B,P,B,C00,1114171667
D,2020-36-04,5466,P203BC00,203,B,B,P,B,C00,NO1,PBBT,6200,2019-12-30,2019-12-30,1,6,141,4382.4,4089.9,FS,A,W,G,A00,1114171724
D,2020-36-04,5466,W932GB00,932,B,B,W,G,B00,SHD,WBAD,9999,2019-08-27,2019-09-19,16,-6,183.1,162,0,FS,B,S,A,000,1114172596
D,2020-36-04,5466,P207BC00,207,B,B,P,B,C00,NO1,PBBT,6200,2020-01-06,2020-01-06,1,9,129.3,4132.2,3856.7,FS,A,W,G,A00,1114171732
D,2020-36-04,5466,P207BP00,207,B,B,P,B,P00,NO1,PBPT,6200,2020-01-07,2020-01-14,6,1,157.9,8122.4,8200.1,FS,B,P,B,C00,1114171733
D,2020-36-04,5466,P534BC00,534,B,B,P,B,C00,NO1,PBBT,6200,2019-12-26,2019-12-26,1,9,81.7,2261.7,2139.7,FS,B,Z,Z,BI0,1114171874
D,2020-36-04,5466,P222BP00,222,B,B,P,B,P00,TEX,PBPT,6200,2019-11-26,2019-12-04,7,1,114.4,5719.3,5951.4,FS,B,P,B,C00,1114171750
D,2020-36-04,5466,Z134ZBI0,134,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-12-02,2019-12-04,3,1,56.8,284.7,0,FS,B,W,G,B00,1114172657
D,2020-36-04,5466,U101GB00,101,B,B,U,G,B00,OOS,WBER,3103,2019-09-18,2019-09-27,8,-7,0,0,0,SS,B,W,G,B00,1114172090
D,2020-36-04,5466,S834A000,834,B,B,S,A,000,NPS,SBBK,####,2019-12-17,2020-01-13,17,,674.7,1398.1,0,,,,,,
D,2020-36-04,5466,Z227ZBR0,227,B,B,Z,Z,BR0,TEX,ESCF,2901,2019-12-27,2019-12-27,1,1,23.1,224.1,0,FS,B,P,B,P00,1114172710
D,2020-36-04,5466,C636CP00,636,B,J,C,C,P00,CTS,CPBK,2100,2019-10-24,2019-11-12,14,-1,0,0,0,SS,J,C,C,C00,1114171194
D,2020-36-04,5466,Z251ZBR0,251,B,B,Z,Z,BR0,NTA,ESCF,2901,2020-01-29,2020-01-29,1,1,22.6,222.4,0,FS,B,P,B,P00,1114172740
D,2020-36-04,5466,S145A000,145,B,B,S,A,000,PSA,SBBK,####,2019-10-29,2019-12-10,31,,308.7,788.3,0,,,,,,
D,2020-36-04,5466,S443A000,443,B,B,S,A,000,NPS,SBBK,####,2020-01-14,2020-01-29,9,,77,200.2,0,,,,,,
D,2020-36-04,5466,W554GA00,554,B,A,W,G,A00,BOS,WBHD,2204,2019-12-11,2019-12-16,4,-1,18.4,0,0,FS,B,S,A,000,1114172432
D,2020-36-04,5466,P622BP01,622,B,B,P,B,P01,NO1,PBPT,6200,2020-01-13,2020-01-15,3,1,0,0,0,FS,B,Z,Z,BR0,1114171911
D,2020-36-04,5466,Z234ZBR0,234,B,B,Z,Z,BR0,NO1,ESCF,2901,2019-12-13,2019-12-13,1,1,14.1,136.2,0,FS,B,P,B,P00,1114172720
D,2020-36-04,5466,S254A000,254,B,B,S,A,000,PBS,SBBK,####,2019-12-05,2019-12-26,15,,565.7,2052.1,0,,,,,,
D,2020-36-04,5466,P804BP00,804,B,B,P,B,P00,NO1,PBPT,6200,2020-02-04,2020-02-11,6,1,13.4,674.7,388.1,FS,B,P,B,C00,1114172015
D,2020-36-04,5466,P623BP01,623,B,B,P,B,P01,NO1,PBPT,6200,2019-12-11,2019-12-13,3,1,0,0,0,FS,B,Z,Z,BR0,1114171914
D,2020-36-04,5466,W523GA00,523,B,A,W,G,A00,BOS,WBHD,2204,2019-11-20,2019-11-26,5,-1,27.1,0,0,FS,B,S,A,000,1114172386
D,2020-36-04,5466,P561BP00,561,B,B,P,B,P00,NO1,PBPT,6200,2020-01-16,2020-01-22,5,1,16.2,573.9,805.3,FS,B,P,B,C00,1114171903
D,2020-36-04,5466,C561CP00,561,B,J,C,C,P00,CTS,CPBK,2100,2019-11-06,2019-12-02,19,-1,1.2,0,0,SS,J,C,C,C00,1114171162
D,2020-36-04,5466,U193GB00,193,B,B,U,G,B00,OOS,WBER,3103,2019-11-11,2019-11-20,8,-7,38.9,0,0,SS,B,W,G,B00,1114172121
D,2020-36-04,5466,C227CP00,227,B,J,C,C,P00,CTS,CPBK,2100,2019-10-21,2019-11-15,20,-1,11,0,0,SS,J,C,C,C00,1114171014
D,2020-36-04,5466,W227GC00,227,B,C,W,G,C00,PBS,WBHD,2204,2019-11-06,2019-11-22,13,4,8.6,0,0,SS,B,S,A,000,1114172283
D,2020-36-04,5466,S228A000,228,B,B,S,A,000,PBS,SBBK,####,2019-10-25,2019-11-25,22,,825.2,2969.3,0,,,,,,
D,2020-36-04,5466,S154A000,154,B,B,S,A,000,OFD,SBBK,####,2019-10-17,2019-11-20,25,,972.4,2075.4,0,,,,,,
D,2020-36-04,5466,C723CP00,723,B,J,C,C,P00,CTS,CPBK,2100,2019-11-25,2019-12-12,14,-1,10.2,0,0,SS,J,C,C,C00,1114171226
D,2020-36-04,5466,P624BP00,624,B,B,P,B,P00,NO1,PBPT,6200,2019-12-03,2019-12-11,7,1,1.3,5922.3,6267.1,FS,B,P,B,C00,1114171916
D,2020-36-04,5466,S991A000,991,B,B,S,A,000,SHD,SBBK,####,2019-07-26,2019-10-04,37,,215.3,541.4,0,,,,,,
D,2020-36-04,5466,W751GA00,751,B,A,W,G,A00,BOS,WBHD,2204,2019-12-31,2020-01-15,10,-4,21.7,0,0,FS,B,S,A,000,1114172540
D,2020-36-04,5466,W535GC00,535,B,C,W,G,C00,PBS,WBHD,2204,2019-11-28,2019-12-04,5,4,12,0,0,SS,B,S,A,000,1114172409
D,2020-36-04,5466,S811A000,811,B,B,S,A,000,K-D,SBBK,####,2020-01-20,2020-01-29,5,,268.2,246.3,0,,,,,,
D,2020-36-04,5466,W826GC00,826,B,C,W,G,C00,GBS,WBHD,2204,2019-12-13,2019-12-31,12,4,19.8,0,0,SS,B,S,A,000,1114172570
D,2020-36-04,5466,W123GS00,123,B,S,W,G,S00,GBS,WBER,3103,2019-10-10,2019-10-16,5,0,0,0,0,SS,B,S,A,000,1114172175
D,2020-36-04,5466,W193GB00,193,B,B,W,G,B00,POS,WBER,3103,2019-11-20,2019-11-28,7,5,195.8,0,0,FS,B,S,A,000,1114172242
D,2020-36-04,5466,S724A000,724,B,B,S,A,000,PBS,SBBK,####,2019-12-10,2019-12-30,14,,276.1,1458.2,0,,,,,,
D,2020-36-04,5466,P522BC00,522,B,B,P,B,C00,NO1,PBBT,6200,2020-01-09,2020-01-09,1,7,90.6,2492.1,2360,FS,B,Z,Z,BI0,1114171852
D,2020-36-04,5466,W535GA00,535,B,A,W,G,A00,BOS,WBHD,2204,2019-12-09,2019-12-12,4,-1,12.6,0,0,FS,B,S,A,000,1114172408
D,2020-36-04,5466,Z154ZBI0,154,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-12-12,2019-12-16,3,4,56.9,285,0,FS,B,W,G,B00,1114172677
D,2020-36-04,5466,W739GA00,739,B,A,W,G,A00,BOS,WBHD,2204,2020-01-03,2020-01-16,10,-4,21.8,0,0,FS,B,S,A,000,1114172533
D,2020-36-04,5466,S629A000,629,B,B,S,A,000,PBS,SBBK,####,2019-11-29,2019-12-19,15,,507.7,2848.3,0,,,,,,
D,2020-36-04,5466,C754CP00,754,B,J,C,C,P00,CTS,CPBK,2100,2019-12-16,2020-01-08,15,-1,0,0,0,SS,J,C,C,C00,1114171272
D,2020-36-04,5466,C453CC00,453,B,J,C,C,C00,CTS,CCBK,2100,2020-01-03,2020-01-14,8,-7,0.8,25.1,0,SS,B,S,A,000,1114171107
D,2020-36-04,5466,S123A000,123,B,B,S,A,000,GBS,SBBK,####,2019-10-10,2019-11-11,23,,1317.3,2886.5,0,,,,,,
D,2020-36-04,5466,W239GC00,239,B,C,W,G,C00,PBS,WBHD,2204,2019-12-02,2019-12-18,13,4,12.8,0,0,SS,B,S,A,000,1114172310
D,2020-36-04,5466,C722CP00,722,B,J,C,C,P00,CTS,CPBK,2100,2019-10-30,2019-11-20,16,-1,7.1,0,0,SS,J,C,C,C00,1114171224
D,2020-36-04,5466,C998CP00,998,B,J,C,C,P00,CTS,CPBK,2100,2019-12-03,2020-01-29,36,-1,1.2,0,0,SS,J,C,C,C00,1114171346
D,2020-36-04,5466,C242CP00,242,B,J,C,C,P00,CTS,CPBK,2100,2019-11-06,2019-12-09,24,-1,11.5,0,0,SS,J,C,C,C00,1114171040
D,2020-36-04,5466,Z527ZBI0,527,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-12-31,2019-12-31,1,4,8.5,42.5,0,FS,A,W,G,A00,1114172795
D,2020-36-04,5466,W527GC00,527,B,C,W,G,C00,PBS,WBHD,2204,2019-12-06,2019-12-16,7,4,6.1,0,0,SS,B,S,A,000,1114172395
D,2020-36-04,5466,P527BC00,527,B,B,P,B,C00,NO1,PBBT,6200,2020-01-10,2020-01-10,1,6,88,2433.6,2322,FS,B,Z,Z,BI0,1114171862
D,2020-36-04,5466,Z629ZBI0,629,B,B,Z,Z,BI0,NTA,ESCF,2901,2020-01-08,2020-01-08,1,2,74.9,312.6,0,FS,A,W,G,A00,1114172855
D,2020-36-04,5466,W521GC00,521,B,C,W,G,C00,PBS,WBHD,2204,2019-11-28,2019-12-05,6,4,35.9,0,0,SS,B,S,A,000,1114172383
D,2020-36-04,5466,U105GB00,105,B,B,U,G,B00,OOS,WBER,3103,2019-12-16,2019-12-26,8,-7,32.4,0,0,SS,B,W,G,B00,1114172092
D,2020-36-04,5466,W631GC00,631,B,C,W,G,C00,N+F,WBHD,3103,2019-11-06,2019-11-20,11,4,23.9,0,0,SS,B,S,A,000,1114172464
D,2020-36-04,5466,P802BP00,802,B,B,P,B,P00,NO1,PBPT,6200,2020-01-29,2020-02-05,6,1,26.4,1268.3,1289.3,FS,B,P,B,C00,1114172011
D,2020-36-04,5466,Z104ZBI0,104,B,B,Z,Z,BI0,GPS,ESCF,2901,2019-12-19,2019-12-23,3,2,89,446.1,0,FS,A,W,G,A00,1114172609
D,2020-36-04,5466,W144GS00,144,B,S,W,G,S00,OFD,WBER,4600,2019-10-14,2019-10-18,5,0,0,0,0,SS,B,S,A,000,1114172212
D,2020-36-04,5466,W426GA00,426,B,A,W,G,A00,BOS,WBHD,2204,2019-12-18,2019-12-23,4,-1,16.7,0,0,FS,B,S,A,000,1114172353
D,2020-36-04,5466,S721A000,721,B,B,S,A,000,PBS,SBBK,####,2019-10-18,2019-11-07,15,,478.9,1835,0,,,,,,
D,2020-36-04,5466,Z526ZBI0,526,B,B,Z,Z,BI0,NO1,ESCF,2901,2019-12-12,2019-12-12,1,6,9.8,48.8,0,FS,A,W,G,A00,1114172793
D,2020-36-04,5466,P144BP00,144,B,B,P,B,P00,NO1,PBPT,6200,2019-12-06,2019-12-13,6,1,165.3,2494.5,3260.9,FS,B,P,B,C00,1114171701
D,2020-36-04,5466,P234BC00,234,B,B,P,B,C00,NO1,PBBT,6200,2019-12-03,2019-12-03,1,1,117.9,3599.4,3370.6,FS,B,Z,Z,BI0,1114171773
D,2020-36-04,5466,P642BP01,642,B,B,P,B,P01,NO1,PBPT,6200,2020-02-05,2020-02-06,2,1,0,0,0,FS,B,Z,Z,BR0,1114171979
D,2020-36-04,5466,P528BP00,528,B,B,P,B,P00,NO1,PBPT,6200,2020-01-16,2020-01-23,6,1,102.5,4060.9,4269.7,FS,B,P,B,C00,1114171865
D,2020-36-04,5466,W652GC00,652,B,C,W,G,C00,GBS,WBHD,2204,2019-12-05,2019-12-18,10,4,74.8,0,0,SS,B,S,A,000,1114172499
D,2020-36-04,5466,W203GC00,203,B,C,W,G,C00,PBS,WBHD,2204,2019-11-25,2019-12-03,7,4,125.1,0,0,SS,B,S,A,000,1114172247
D,2020-36-04,5466,C243CP00,243,B,J,C,C,P00,CTS,CPBK,2100,2019-11-25,2019-12-12,14,-1,9.9,0,0,SS,J,C,C,C00,1114171042
D,2020-36-04,5466,C106CC00,106,B,J,C,C,C00,CTS,CCBK,2100,2019-10-10,2019-11-04,18,-7,20.7,43,0,SS,B,S,A,000,1114170921
D,2020-36-04,5466,C531CC00,531,B,J,C,C,C00,CTS,CCBK,2100,2019-11-13,2019-11-29,13,-8,7.1,244.9,0,SS,B,S,A,000,1114171127
D,2020-36-04,5466,C736CC00,736,B,J,C,C,C00,CTS,CCBK,2100,2019-12-02,2019-12-20,15,-8,4.3,232.9,0,SS,B,S,A,000,1114171249
D,2020-36-04,5466,C241CC00,241,B,J,C,C,C00,CTS,CCBK,2100,2019-11-22,2019-12-16,17,-7,224.6,329,0,SS,B,S,A,000,1114171037
D,2020-36-04,5466,Z835ZBR0,835,B,B,Z,Z,BR0,NO1,ESCF,2901,2020-02-10,2020-02-10,1,1,20,209.9,0,FS,B,P,B,P00,1114172953
D,2020-36-04,5466,C726CP00,726,B,J,C,C,P00,CTS,CPBK,2100,2019-11-29,2019-12-19,15,-1,9,0,0,SS,J,C,C,C00,1114171232
D,2020-36-04,5466,C241CP00,241,B,J,C,C,P00,CTS,CPBK,2100,2019-11-21,2019-12-13,17,-1,12.7,0,0,SS,J,C,C,C00,1114171038
D,2020-36-04,5466,C424CP00,424,B,J,C,C,P00,CTS,CPBK,2100,2019-11-22,2019-12-02,7,-1,1.3,0,0,SS,J,C,C,C00,1114171078
D,2020-36-04,5466,C133CC00,133,B,J,C,C,C00,CTS,CCBK,2100,2019-09-30,2019-11-05,26,-9,31.7,192.8,0,SS,B,S,A,000,1114170949
