COMPANYID,CASENO,PROJECTNO,ACTIVITYCODE,LOCATIONCODE,LOCATIONTYPE,STAGECODE,FLAGCODE,PROCESSCODE,PROCESSSERNO,SHOPCODE,WORKCODE,SECTCODE,PLANSTARTDATE,PLANFINISHDATE,PLANDURATION,LAG,MH1,VOL1,VOL2,RELATIONTYPE,PREVSTAGECODE,PREVFLAGCODE,PREVPROCESSCODE,PREVPROCESSSERNO,RELATIONNO
D,2020-36-04,5466,E12EPS00,12E,P,P,E,P,S00,NO1,EHPS,4100,2019-12-26,2020-01-08,8,0,59.8,,0,SS,P,E,P,000,1114318254
D,2020-36-04,5466,E50NP000,50N,P,P,E,P,000,NO1,EHPT,4100,2020-01-22,2020-01-31,5,0,65.2,37.5,0,SS,P,T,O,000,1114318255
D,2020-36-04,5466,A50HO000,50H,P,P,A,O,000,NO1,####,####,2020-01-29,2020-02-14,13,0,0,0,0,SS,P,E,P,000,1114318256
D,2020-36-04,5466,E50HP000,50H,P,P,E,P,000,NO1,EHPT,4100,2020-01-29,2020-02-06,7,0,83.1,39.6,0,SS,P,T,O,000,1114318257
D,2020-36-04,5466,E50HPG00,50H,P,P,E,P,G00,NO1,EHPF,4100,2020-01-31,2020-02-06,5,2,42.6,39.6,0,SS,P,E,P,000,1114318258
D,2020-36-04,5466,E50HPS00,50H,P,P,E,P,S00,NO1,EHPS,4100,2020-01-29,2020-02-05,6,0,26.7,,0,SS,P,E,P,000,1114318259
D,2020-36-04,5466,A10FO000,10F,P,P,A,O,000,NO1,####,####,2020-01-15,2020-02-06,14,0,0,0,0,SS,P,E,P,000,1114318260
D,2020-36-04,5466,E10FP000,10F,P,P,E,P,000,NO1,EHPT,4100,2020-01-15,2020-01-31,10,0,186.1,227.2,0,SS,P,T,O,000,1114318261
D,2020-36-04,5466,E50LPG00,50L,P,P,E,P,G00,NO1,EHPF,4100,2020-01-23,2020-02-03,5,2,39.9,39.6,0,SS,P,E,P,000,1114318262
D,2020-36-04,5466,P50LPP00,50L,P,P,P,P,P00,NO1,PH00,6302,2020-02-04,2020-02-07,4,1,78.9,0,0,FS,P,W,O,P00,1114318263
D,2020-36-04,5466,W50LOP00,50L,P,P,W,O,P00,NO1,####,####,2020-01-21,2020-02-03,7,0,0,0,0,SS,P,E,P,000,1114318264
D,2020-36-04,5466,P50APP00,50A,P,P,P,P,P00,NO1,PH00,6302,2020-01-29,2020-02-03,4,1,117.8,0,0,FS,P,W,O,P00,1114318265
D,2020-36-04,5466,T50AO000,50A,P,P,T,O,000,NO1,####,####,2020-01-16,2020-02-04,11,,0,0,0,,,,,,
D,2020-36-04,5466,E80AP000,80A,P,P,E,P,000,NO1,EHPT,4100,2020-02-04,2020-02-26,17,0,450.6,274.4,0,SS,P,T,O,000,1114318267
D,2020-36-04,5466,A10AO000,10A,P,P,A,O,000,NO1,####,####,2019-11-11,2019-12-06,20,0,0,0,0,SS,P,E,P,000,1114318268
D,2020-36-04,5466,E62EPG00,62E,P,P,E,P,G00,NO1,EHPF,4100,2019-12-20,2020-01-13,14,2,66.6,64.8,0,SS,P,E,P,000,1114318269
D,2020-36-04,5466,Z62AZPI0,62A,P,P,Z,Z,PI0,NO1,ESCF,2901,2019-12-24,2019-12-27,3,0,36.6,30.7,0,SS,P,E,P,000,1114318270
D,2020-36-04,5466,Z62AZPR0,62A,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-01-20,2020-01-20,1,1,28.6,30.7,0,FS,P,P,P,P00,1114318271
D,2020-36-04,5466,Z50AZPI0,50A,P,P,Z,Z,PI0,NO1,ESCF,2901,2020-01-16,2020-01-17,2,0,57.1,48,0,SS,P,E,P,000,1114318272
D,2020-36-04,5466,T22AO000,22A,P,P,T,O,000,NO1,####,####,2019-12-09,2020-01-10,22,,0,0,0,,,,,,
D,2020-36-04,5466,W22AOP00,22A,P,P,W,O,P00,NO1,####,####,2019-12-09,2019-12-30,15,0,0,0,0,SS,P,E,P,000,1114318274
D,2020-36-04,5466,A22BO000,22B,P,P,A,O,000,NO1,####,####,2019-12-09,2020-01-10,22,0,0,0,0,SS,P,E,P,000,1114318275
D,2020-36-04,5466,E22BP000,22B,P,P,E,P,000,NO1,EHPT,4100,2019-12-09,2019-12-31,16,0,207.3,168.5,0,SS,P,T,O,000,1114318276
D,2020-36-04,5466,E22BPG00,22B,P,P,E,P,G00,NO1,EHPF,4100,2019-12-11,2019-12-31,14,2,178.2,168.5,0,SS,P,E,P,000,1114318277
D,2020-36-04,5466,E22BPS00,22B,P,P,E,P,S00,NO1,EHPS,4100,2019-12-09,2019-12-20,10,0,22,,0,SS,P,E,P,000,1114318278
D,2020-36-04,5466,P22BPP00,22B,P,P,P,P,P00,NO1,PH00,6302,2020-01-03,2020-01-07,3,1,136.9,0,0,FS,P,W,O,P00,1114318279
D,2020-36-04,5466,Z80AZPI0,80A,P,P,Z,Z,PI0,NO1,ESCF,2901,2020-02-04,2020-02-07,4,0,460.4,389,0,SS,P,E,P,000,1114318280
D,2020-36-04,5466,Z80AZPR0,80A,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-03-04,2020-03-04,1,1,125.1,133.7,0,FS,P,P,P,P00,1114318281
D,2020-36-04,5466,Z12EZPI0,12E,P,P,Z,Z,PI0,NO1,ESCF,2901,2019-12-26,2019-12-31,4,0,589.5,476.3,0,SS,P,E,P,000,1114318282
D,2020-36-04,5466,E50KP000,50K,P,P,E,P,000,NPE,EHPT,4400,2020-01-15,2020-01-23,7,0,79.3,32.6,0,SS,P,T,O,000,1114318283
D,2020-36-04,5466,T63AO000,63A,P,P,T,O,000,NO1,####,####,2019-12-24,2020-01-29,21,,0,0,0,,,,,,
D,2020-36-04,5466,Z10FZPI0,10F,P,P,Z,Z,PI0,NO1,ESCF,2901,2020-01-15,2020-01-21,5,0,547.2,462.3,0,SS,P,E,P,000,1114318285
D,2020-36-04,5466,Z10FZPR0,10F,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-02-06,2020-02-06,1,1,32,34,0,FS,P,P,P,P00,1114318286
D,2020-36-04,5466,P23BPP00,23B,P,P,P,P,P00,NO1,PH00,6302,2020-01-03,2020-01-07,3,1,140.6,0,0,FS,P,W,O,P00,1114318287
D,2020-36-04,5466,E63CPS00,63C,P,P,E,P,S00,NO1,EHPS,4100,2019-12-16,2019-12-31,11,0,41.4,,0,SS,P,E,P,000,1114318288
D,2020-36-04,5466,E10FPG00,10F,P,P,E,P,G00,NO1,EHPF,4100,2020-01-15,2020-01-29,8,0,140.5,227.2,0,SS,P,E,P,000,1114318289
D,2020-36-04,5466,W50MOP00,50M,P,P,W,O,P00,NO1,####,####,2020-01-22,2020-02-04,7,0,0,0,0,SS,P,E,P,000,1114318290
D,2020-36-04,5466,E50MPS00,50M,P,P,E,P,S00,NO1,EHPS,4100,2020-01-22,2020-02-03,6,0,23.5,,0,SS,P,E,P,000,1114318291
D,2020-36-04,5466,W12DOP00,12D,P,P,W,O,P00,NO1,####,####,2019-12-30,2020-01-15,11,0,0,0,0,SS,P,E,P,000,1114318292
D,2020-36-04,5466,A12EO000,12E,P,P,A,O,000,NO1,####,####,2019-12-26,2020-02-03,23,0,0,0,0,SS,P,E,P,000,1114318293
D,2020-36-04,5466,P80APP00,80A,P,P,P,P,P00,NO1,PH00,6302,2020-02-27,2020-03-03,4,1,265.1,0,0,FS,P,W,O,P00,1114318294
D,2020-36-04,5466,T80AO000,80A,P,P,T,O,000,NO1,####,####,2020-02-04,2020-03-05,23,,0,0,0,,,,,,
D,2020-36-04,5466,W80AOP00,80A,P,P,W,O,P00,NO1,####,####,2020-02-04,2020-02-26,17,0,0,0,0,SS,P,E,P,000,1114318296
D,2020-36-04,5466,W105ON00,105,P,N,W,O,N00,NO1,####,####,2020-01-21,2020-01-23,3,71,0,0,0,SS,N,T,O,000,1114318297
D,2020-36-04,5466,A421O000,421,P,N,A,O,000,NO1,####,####,2019-09-04,2019-09-11,6,-60,0,0,0,SS,N,W,O,N00,1114318298
D,2020-36-04,5466,A105O000,105,P,N,A,O,000,NO1,####,####,2019-10-16,2019-10-23,6,-66,0,0,0,SS,N,W,O,N00,1114318299
D,2020-36-04,5466,Z62DZPI0,62D,P,P,Z,Z,PI0,NO1,ESCF,2901,2019-12-23,2019-12-27,4,0,121.7,101,0,SS,P,E,P,000,1114318300
D,2020-36-04,5466,P731TP00,731,P,T,P,T,P00,NO1,####,####,2019-12-04,2019-12-06,3,,0,0,0,,,,,,
D,2020-36-04,5466,P13EPP00,13E,P,P,P,P,P00,NO1,PH00,6302,2020-01-23,2020-01-30,3,1,127.1,0,0,FS,P,W,O,P00,1114318302
D,2020-36-04,5466,W13EOP00,13E,P,P,W,O,P00,NO1,####,####,2019-12-31,2020-01-22,15,0,0,0,0,SS,P,E,P,000,1114318303
D,2020-36-04,5466,T50EO000,50E,P,P,T,O,000,NO1,####,####,2020-01-17,2020-02-03,9,,0,0,0,,,,,,
D,2020-36-04,5466,Z63AZPR0,63A,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-01-20,2020-01-20,1,1,28.6,30.7,0,FS,P,P,P,P00,1114318305
D,2020-36-04,5466,Z50MZPI0,50M,P,P,Z,Z,PI0,NO1,ESCF,2901,2020-01-22,2020-01-23,2,0,17.1,14,0,SS,P,E,P,000,1114318306
D,2020-36-04,5466,Z22AZPI0,22A,P,P,Z,Z,PI0,NO1,ESCF,2901,2019-12-09,2019-12-17,7,0,235.9,196.5,0,SS,P,E,P,000,1114318307
D,2020-36-04,5466,Z22AZPR0,22A,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-01-07,2020-01-07,1,1,113.1,120.5,0,FS,P,P,P,P00,1114318308
D,2020-36-04,5466,P50KPP00,50K,P,P,P,P,P00,NPE,PH00,6302,2020-01-29,2020-02-03,4,1,81.7,0,0,FS,P,W,O,P00,1114318309
D,2020-36-04,5466,P63CPP00,63C,P,P,P,P,P00,NO1,PH00,6302,2020-01-07,2020-01-09,3,1,154.1,0,0,FS,P,W,O,P00,1114318310
D,2020-36-04,5466,W80DOP00,80D,P,P,W,O,P00,NO1,####,####,2020-02-11,2020-03-03,16,0,0,0,0,SS,P,E,P,000,1114318311
D,2020-36-04,5466,Z80DZPI0,80D,P,P,Z,Z,PI0,NO1,ESCF,2901,2020-02-11,2020-02-18,6,0,656.3,550,0,SS,P,E,P,000,1114318312
D,2020-36-04,5466,Z80DZPR0,80D,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-03-10,2020-03-10,1,1,93.7,94.5,0,FS,P,P,P,P00,1114318313
D,2020-36-04,5466,Z63FZPR0,63F,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-01-22,2020-01-22,1,1,62.8,66.7,0,FS,P,P,P,P00,1114318314
D,2020-36-04,5466,P721TP00,721,P,T,P,T,P00,NO1,####,####,2019-12-04,2019-12-06,3,,0,0,0,,,,,,
D,2020-36-04,5466,E63FPM00,63F,P,P,E,P,M00,NO1,EHPS,4100,2020-01-29,2020-01-30,2,,8.7,,0,,,,,,
D,2020-36-04,5466,T63FO000,63F,P,P,T,O,000,NO1,####,####,2019-12-26,2020-01-30,21,,0,0,0,,,,,,
D,2020-36-04,5466,W63FOP00,63F,P,P,W,O,P00,NO1,####,####,2019-12-26,2020-01-16,14,0,0,0,0,SS,P,E,P,000,1114318318
D,2020-36-04,5466,A63FO000,63F,P,P,A,O,000,NO1,####,####,2019-12-26,2020-01-30,21,0,0,0,0,SS,P,E,P,000,1114318319
D,2020-36-04,5466,Z13EZPR0,13E,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-01-31,2020-01-31,1,1,59.4,63.7,0,FS,P,P,P,P00,1114318320
D,2020-36-04,5466,P62CPP00,62C,P,P,P,P,P00,NO1,PH00,6302,2020-01-07,2020-01-09,3,1,154.1,0,0,FS,P,W,O,P00,1114318321
D,2020-36-04,5466,W50BOP00,50B,P,P,W,O,P00,NO1,####,####,2020-01-20,2020-02-03,8,0,0,0,0,SS,P,E,P,000,1114318322
D,2020-36-04,5466,A12DO000,12D,P,P,A,O,000,NO1,####,####,2019-12-30,2020-01-30,19,0,0,0,0,SS,P,E,P,000,1114318323
D,2020-36-04,5466,W90AOP00,90A,P,P,W,O,P00,SHD,####,####,2019-09-23,2020-01-17,81,0,0,0,0,SS,P,E,P,000,1114318324
D,2020-36-04,5466,E80CPG00,80C,P,P,E,P,G00,NO1,EHPF,4100,2020-02-12,2020-02-28,13,2,625.1,494.1,0,SS,P,E,P,000,1114318325
D,2020-36-04,5466,E80APG00,80A,P,P,E,P,G00,NO1,EHPF,4100,2020-02-06,2020-02-26,15,2,396,274.4,0,SS,P,E,P,000,1114318326
D,2020-36-04,5466,E80APS00,80A,P,P,E,P,S00,NO1,EHPS,4100,2020-02-04,2020-02-13,8,0,43,,0,SS,P,E,P,000,1114318327
D,2020-36-04,5466,E80BP000,80B,P,P,E,P,000,NO1,EHPT,4100,2020-02-07,2020-02-28,16,0,215.9,111,0,SS,P,T,O,000,1114318328
D,2020-36-04,5466,A80BO000,80B,P,P,A,O,000,NO1,####,####,2020-02-07,2020-03-06,21,0,0,0,0,SS,P,E,P,000,1114318329
D,2020-36-04,5466,E80BPG00,80B,P,P,E,P,G00,NO1,EHPF,4100,2020-02-11,2020-02-28,14,2,155,111,0,SS,P,E,P,000,1114318330
D,2020-36-04,5466,E80BPS00,80B,P,P,E,P,S00,NO1,EHPS,4100,2020-02-07,2020-02-17,7,0,51.1,,0,SS,P,E,P,000,1114318331
D,2020-36-04,5466,P80BPP00,80B,P,P,P,P,P00,NO1,PH00,6302,2020-03-02,2020-03-05,4,1,192.7,0,0,FS,P,W,O,P00,1114318332
D,2020-36-04,5466,T50KO000,50K,P,P,T,O,000,NPE,####,####,2020-01-15,2020-02-05,13,,0,0,0,,,,,,
D,2020-36-04,5466,P421TP00,421,P,T,P,T,P00,NO1,####,####,2019-12-05,2019-12-09,3,,0,0,0,,,,,,
D,2020-36-04,5466,A80AO000,80A,P,P,A,O,000,NO1,####,####,2020-02-04,2020-03-05,23,0,0,0,0,SS,P,E,P,000,1114318335
D,2020-36-04,5466,A50CO000,50C,P,P,A,O,000,NO1,####,####,2019-12-26,2020-01-21,17,0,0,0,0,SS,P,E,P,000,1114318336
D,2020-36-04,5466,E50CP000,50C,P,P,E,P,000,NO1,EHPT,4100,2019-12-26,2020-01-10,10,0,87.7,44.7,0,SS,P,T,O,000,1114318337
D,2020-36-04,5466,E50CPG00,50C,P,P,E,P,G00,NO1,EHPF,4100,2019-12-26,2020-01-08,8,0,45.9,44.7,0,SS,P,E,P,000,1114318338
D,2020-36-04,5466,E50CPS00,50C,P,P,E,P,S00,NO1,EHPS,4100,2019-12-26,2020-01-06,6,0,33.6,,0,SS,P,E,P,000,1114318339
D,2020-36-04,5466,P50CPP00,50C,P,P,P,P,P00,NO1,PH00,6302,2020-01-13,2020-01-16,4,1,117.7,0,0,FS,P,W,O,P00,1114318340
D,2020-36-04,5466,Z22BZPR0,22B,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-01-08,2020-01-08,1,1,54.3,57.7,0,FS,P,P,P,P00,1114318341
D,2020-36-04,5466,Z50MZPR0,50M,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-02-11,2020-02-11,1,1,12.6,14,0,FS,P,P,P,P00,1114318342
D,2020-36-04,5466,W107ON00,107,P,N,W,O,N00,NO1,####,####,2020-01-30,2020-02-04,4,50,0,0,0,SS,N,T,O,000,1114318343
D,2020-36-04,5466,E63FP000,63F,P,P,E,P,000,NO1,EHPT,4100,2019-12-26,2020-01-16,14,0,195.7,152.3,0,SS,P,T,O,000,1114318344
D,2020-36-04,5466,E63FPG00,63F,P,P,E,P,G00,NO1,EHPF,4100,2019-12-30,2020-01-16,12,2,159.2,152.3,0,SS,P,E,P,000,1114318345
D,2020-36-04,5466,E63FPS00,63F,P,P,E,P,S00,NO1,EHPS,4100,2019-12-26,2020-01-08,8,0,27.8,,0,SS,P,E,P,000,1114318346
D,2020-36-04,5466,P63FPP00,63F,P,P,P,P,P00,NO1,PH00,6302,2020-01-17,2020-01-21,3,1,166.4,0,0,FS,P,W,O,P00,1114318347
D,2020-36-04,5466,A50AO000,50A,P,P,A,O,000,NO1,####,####,2020-01-16,2020-02-04,11,0,0,0,0,SS,P,E,P,000,1114318348
D,2020-36-04,5466,E50AP000,50A,P,P,E,P,000,NO1,EHPT,4100,2020-01-16,2020-01-23,6,0,69.2,35.2,0,SS,P,T,O,000,1114318349
D,2020-36-04,5466,E50APG00,50A,P,P,E,P,G00,NO1,EHPF,4100,2020-01-20,2020-01-23,4,2,32.6,35.2,0,SS,P,E,P,000,1114318350
D,2020-36-04,5466,E11BPM00,11B,P,P,E,P,M00,NO1,EHPS,4100,2019-11-28,2019-11-29,2,,11.4,,,,,,,,
D,2020-36-04,5466,E50EPS00,50E,P,P,E,P,S00,NO1,EHPS,4100,2020-01-17,2020-01-23,5,0,32.1,,0,SS,P,E,P,000,1114318352
D,2020-36-04,5466,E10APG00,10A,P,P,E,P,G00,NO1,EHPF,4100,2019-11-13,2019-11-22,8,2,326.9,164.8,0,SS,P,E,P,000,1114318353
D,2020-36-04,5466,A107O000,107,P,N,A,O,000,NO1,####,####,2019-11-13,2019-11-18,4,-50,0,0,0,SS,N,W,O,N00,1114318354
D,2020-36-04,5466,T107O000,107,P,N,T,O,000,NO1,####,####,2019-11-13,2019-11-18,4,,0,0,0,,,,,,
D,2020-36-04,5466,Z22BZPI0,22B,P,P,Z,Z,PI0,NO1,ESCF,2901,2019-12-09,2019-12-16,6,0,69.1,57.7,0,SS,P,E,P,000,1114318356
D,2020-36-04,5466,E62APM00,62A,P,P,E,P,M00,NO1,EHPS,4100,2020-01-23,2020-01-29,2,,10.3,,,,,,,,
D,2020-36-04,5466,E63APM00,63A,P,P,E,P,M00,NO1,EHPS,4100,2020-01-23,2020-01-29,2,,10.3,,,,,,,,
D,2020-36-04,5466,E50JPS00,50J,P,P,E,P,S00,NPE,EHPS,4400,2020-01-15,2020-01-22,6,0,29.9,,0,SS,P,E,P,000,1114318359
D,2020-36-04,5466,E22BPM00,22B,P,P,E,P,M00,NO1,EHPS,4100,2020-01-09,2020-01-10,2,,7.1,,,,,,,,
D,2020-36-04,5466,E23APM00,23A,P,P,E,P,M00,NO1,EHPS,4100,2020-01-09,2020-01-10,2,,9.8,,,,,,,,
D,2020-36-04,5466,P63APP00,63A,P,P,P,P,P00,NO1,PH00,6302,2020-01-13,2020-01-17,5,1,93.7,0,0,FS,P,W,O,P00,1114318362
D,2020-36-04,5466,W22BOP00,22B,P,P,W,O,P00,NO1,####,####,2019-12-09,2019-12-31,16,0,0,0,0,SS,P,E,P,000,1114318363
D,2020-36-04,5466,Z13DZPI0,13D,P,P,Z,Z,PI0,NO1,ESCF,2901,2019-12-31,2020-01-07,4,0,487.8,380.5,0,SS,P,E,P,000,1114318364
D,2020-36-04,5466,T80BO000,80B,P,P,T,O,000,NO1,####,####,2020-02-07,2020-03-06,21,,0,0,0,,,,,,
D,2020-36-04,5466,W80BOP00,80B,P,P,W,O,P00,NO1,####,####,2020-02-07,2020-02-28,16,0,0,0,0,SS,P,E,P,000,1114318366
D,2020-36-04,5466,Z80BZPI0,80B,P,P,Z,Z,PI0,NO1,ESCF,2901,2020-02-07,2020-02-11,3,0,624.4,527.3,0,SS,P,E,P,000,1114318367
D,2020-36-04,5466,Z80BZPR0,80B,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-03-06,2020-03-06,1,1,49.1,52.3,0,FS,P,P,P,P00,1114318368
D,2020-36-04,5466,E80BPM00,80B,P,P,E,P,M00,NO1,EHPS,4100,2020-03-05,2020-03-06,2,,9.8,,0,,,,,,
D,2020-36-04,5466,E80DP000,80D,P,P,E,P,000,NO1,EHPT,4100,2020-02-11,2020-03-03,16,0,596.8,386,0,SS,P,T,O,000,1114318370
D,2020-36-04,5466,A80DO000,80D,P,P,A,O,000,NO1,####,####,2020-02-11,2020-03-11,22,0,0,0,0,SS,P,E,P,000,1114318371
D,2020-36-04,5466,E80DPG00,80D,P,P,E,P,G00,NO1,EHPF,4100,2020-02-13,2020-03-03,14,2,499,386,0,SS,P,E,P,000,1114318372
D,2020-36-04,5466,E80DPS00,80D,P,P,E,P,S00,NO1,EHPS,4100,2020-02-11,2020-02-24,10,0,74.5,,0,SS,P,E,P,000,1114318373
D,2020-36-04,5466,P80DPP00,80D,P,P,P,P,P00,NO1,PH00,6302,2020-03-04,2020-03-09,4,1,226.7,0,0,FS,P,W,O,P00,1114318374
D,2020-36-04,5466,T80DO000,80D,P,P,T,O,000,NO1,####,####,2020-02-11,2020-03-11,22,,0,0,0,,,,,,
D,2020-36-04,5466,W23BOP00,23B,P,P,W,O,P00,NO1,####,####,2019-12-09,2019-12-31,16,0,0,0,0,SS,P,E,P,000,1114318376
D,2020-36-04,5466,E23BPS00,23B,P,P,E,P,S00,NO1,EHPS,4100,2019-12-09,2019-12-20,10,0,21.5,,0,SS,P,E,P,000,1114318377
D,2020-36-04,5466,E11BP000,11B,P,P,E,P,000,NO1,EHPT,4100,2019-10-02,2019-10-15,9,0,134.1,88.3,0,SS,P,T,O,000,1114318378
D,2020-36-04,5466,E11BPG00,11B,P,P,E,P,G00,NO1,EHPF,4100,2019-10-07,2019-10-15,7,2,107.9,88.3,0,SS,P,E,P,000,1114318379
D,2020-36-04,5466,E11BPS00,11B,P,P,E,P,S00,NO1,EHPS,4100,2019-10-02,2019-10-10,6,0,14.8,,0,SS,P,E,P,000,1114318380
D,2020-36-04,5466,Z50EZPI0,50E,P,P,Z,Z,PI0,NO1,ESCF,2901,2020-01-17,2020-01-20,2,0,0,0,0,SS,P,E,P,000,1114318381
D,2020-36-04,5466,T11BO000,11B,P,P,T,O,000,NO1,####,####,2019-10-02,2019-11-29,42,,0,0,0,,,,,,
D,2020-36-04,5466,E80CPS00,80C,P,P,E,P,S00,NO1,EHPS,4100,2020-02-10,2020-02-19,8,0,41.7,,0,SS,P,E,P,000,1114318383
D,2020-36-04,5466,P80CPP00,80C,P,P,P,P,P00,NO1,PH00,6302,2020-03-02,2020-03-05,4,1,280.3,0,0,FS,P,W,O,P00,1114318384
D,2020-36-04,5466,Z50BZPR0,50B,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-02-10,2020-02-10,1,1,0,0,0,FS,P,P,P,P00,1114318385
D,2020-36-04,5466,U11BGE00,11B,P,E,U,G,E00,OOS,WBER,3103,2019-10-09,2019-10-18,8,-7,337.8,0,0,SS,E,W,O,E00,1114318386
D,2020-36-04,5466,E91APS00,91A,P,P,E,P,S00,SHD,EDPS,9020,2019-09-30,2019-11-11,30,0,38,,0,SS,P,E,P,000,1114318387
D,2020-36-04,5466,A50MO000,50M,P,P,A,O,000,NO1,####,####,2020-01-22,2020-02-12,13,0,0,0,0,SS,P,E,P,000,1114318388
D,2020-36-04,5466,P12EPP00,12E,P,P,P,P,P00,NO1,PH00,6302,2020-01-21,2020-01-29,4,1,129.6,0,0,FS,P,W,O,P00,1114318389
D,2020-36-04,5466,E13EP000,13E,P,P,E,P,000,NO1,EHPT,4100,2019-12-31,2020-01-22,15,0,466.5,401,0,SS,P,T,O,000,1114318390
D,2020-36-04,5466,W63AOP00,63A,P,P,W,O,P00,NO1,####,####,2019-12-24,2020-01-10,11,0,0,0,0,SS,P,E,P,000,1114318391
D,2020-36-04,5466,E20NPG00,20N,P,P,E,P,G00,NO1,EHPF,4100,2020-01-30,2020-02-25,19,2,726,681.2,0,SS,P,E,P,000,1114318392
D,2020-36-04,5466,W20NOP00,20N,P,P,W,O,P00,NO1,####,####,2020-01-23,2020-02-25,21,0,0,0,0,SS,P,E,P,000,1114318393
D,2020-36-04,5466,P20NPP00,20N,P,P,P,P,P00,NO1,PH00,6302,2020-02-26,2020-03-02,4,1,360.5,0,0,FS,P,W,O,P00,1114318394
D,2020-36-04,5466,Z50FZPI0,50F,P,P,Z,Z,PI0,NO1,ESCF,2901,2020-01-20,2020-01-21,2,0,8.6,7.5,0,SS,P,E,P,000,1114318395
D,2020-36-04,5466,Z50FZPR0,50F,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-02-05,2020-02-05,1,1,6.9,7.5,0,FS,P,P,P,P00,1114318396
D,2020-36-04,5466,Z50GZPI0,50G,P,P,Z,Z,PI0,NO1,ESCF,2901,2020-01-21,2020-01-29,4,0,0,0,0,SS,P,E,P,000,1114318397
D,2020-36-04,5466,Z23BZPI0,23B,P,P,Z,Z,PI0,NO1,ESCF,2901,2019-12-09,2019-12-16,6,0,69.1,57.7,0,SS,P,E,P,000,1114318398
D,2020-36-04,5466,A90AO000,90A,P,P,A,O,000,SHD,####,####,2019-09-23,2020-02-10,94,0,0,0,0,SS,P,E,P,000,1114318399
D,2020-36-04,5466,W10FOP00,10F,P,P,W,O,P00,NO1,####,####,2020-01-15,2020-01-31,10,0,0,0,0,SS,P,E,P,000,1114318400
D,2020-36-04,5466,Z80CZPI0,80C,P,P,Z,Z,PI0,NO1,ESCF,2901,2020-02-10,2020-02-13,4,0,1029.9,871,0,SS,P,E,P,000,1114318401
D,2020-36-04,5466,Z80CZPR0,80C,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-03-06,2020-03-06,1,1,96,102.7,0,FS,P,P,P,P00,1114318402
D,2020-36-04,5466,Z50CZPI0,50C,P,P,Z,Z,PI0,NO1,ESCF,2901,2019-12-26,2019-12-27,2,0,28,23.5,0,SS,P,E,P,000,1114318403
D,2020-36-04,5466,E50JPM00,50J,P,P,E,P,M00,NPE,EHPS,4400,2020-02-04,2020-02-05,2,,8.1,,,,,,,,
D,2020-36-04,5466,E20NPM00,20N,P,P,E,P,M00,NO1,EHPS,4100,2020-03-04,2020-03-05,2,,28.2,,,,,,,,
D,2020-36-04,5466,E50JP000,50J,P,P,E,P,000,NPE,EHPT,4400,2020-01-15,2020-01-29,8,0,79.3,33.8,0,SS,P,T,O,000,1114318406
D,2020-36-04,5466,E50JPG00,50J,P,P,E,P,G00,NPE,EHPF,4400,2020-01-17,2020-01-29,6,2,41.3,33.8,0,SS,P,E,P,000,1114318407
D,2020-36-04,5466,A22AO000,22A,P,P,A,O,000,NO1,####,####,2019-12-09,2020-01-10,22,0,0,0,0,SS,P,E,P,000,1114318408
D,2020-36-04,5466,Z50NZPR0,50N,P,P,Z,Z,PR0,NO1,ESCF,2901,2020-02-07,2020-02-07,1,1,0,0,0,FS,P,P,P,P00,1114318409
D,2020-36-04,5466,E50APM00,50A,P,P,E,P,M00,NO1,EHPS,4100,2020-02-03,2020-02-04,2,,10.1,,,,,,,,
D,2020-36-04,5466,E50BPM00,50B,P,P,E,P,M00,NO1,EHPS,4100,2020-02-07,2020-02-10,2,,11.9,,,,,,,,
D,2020-36-04,5466,E13DPM00,13D,P,P,E,P,M00,NO1,EHPS,4100,2020-01-29,2020-01-30,2,,17.3,,,,,,,,
D,2020-36-04,5466,E13DPS00,13D,P,P,E,P,S00,NO1,EHPS,4100,2019-12-31,2020-01-13,8,0,31.9,,0,SS,P,E,P,000,1114318413
D,2020-36-04,5466,P13DPP00,13D,P,P,P,P,P00,NO1,PH00,6302,2020-01-20,2020-01-22,3,1,98.2,0,0,FS,P,W,O,P00,1114318414
D,2020-36-04,5466,T13DO000,13D,P,P,T,O,000,NO1,####,####,2019-12-31,2020-01-30,18,,0,0,0,,,,,,
D,2020-36-04,5466,E13EPS00,13E,P,P,E,P,S00,NO1,EHPS,4100,2019-12-31,2020-01-16,11,0,53,,0,SS,P,E,P,000,1114318416
D,2020-36-04,5466,Z63AZPI0,63A,P,P,Z,Z,PI0,NO1,ESCF,2901,2019-12-24,2019-12-30,4,0,36.6,30.7,0,SS,P,E,P,000,1114318417
