COMPANYID,RELATIONNO,CASENO,PROJECTNO,PREVACTIVITYCODE,NEXTACTIVITYCODE,RELATIONTYPE,PITCH,LAG,NETWORKID,LOCATIONCODE,LOCATIONTYPE,CREATEDATE,CREATEUSER,UPDATEDATE,UPDATEUSER,FLAGCODE,PROCESSCODE,PROCESSSERNO
D,1114171326,2020-36-04,5466,C923CC00,C923CP00,SS,,-1,,923,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171327,2020-36-04,5466,S931A000,C931CC00,SS,,-7,,931,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171328,2020-36-04,5466,C931CC00,C931CP00,SS,,-1,,931,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171329,2020-36-04,5466,S932A000,C932CC00,SS,,-7,,932,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171330,2020-36-04,5466,C932CC00,C932CP00,SS,,-1,,932,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171331,2020-36-04,5466,S933A000,C933CC00,SS,,-7,,933,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171332,2020-36-04,5466,C933CC00,C933CP00,SS,,-1,,933,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171333,2020-36-04,5466,S941A000,C941CC00,SS,,-7,,941,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171334,2020-36-04,5466,C941CC00,C941CP00,SS,,-1,,941,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171335,2020-36-04,5466,S942A000,C942CC00,SS,,-7,,942,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171336,2020-36-04,5466,C942CC00,C942CP00,SS,,-1,,942,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171337,2020-36-04,5466,S951A000,C951CC00,SS,,-7,,951,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171338,2020-36-04,5466,C951CC00,C951CP00,SS,,-1,,951,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171339,2020-36-04,5466,S952A000,C952CC00,SS,,-7,,952,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171340,2020-36-04,5466,C952CC00,C952CP00,SS,,-1,,952,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171341,2020-36-04,5466,S981A000,C981CC00,SS,,-7,,981,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171342,2020-36-04,5466,C981CC00,C981CP00,SS,,-1,,981,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171343,2020-36-04,5466,S991A000,C991CC00,SS,,-7,,991,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171344,2020-36-04,5466,C991CC00,C991CP00,SS,,-1,,991,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171345,2020-36-04,5466,S998A000,C998CC00,SS,,-7,,998,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171346,2020-36-04,5466,C998CC00,C998CP00,SS,,-1,,998,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171347,2020-36-04,5466,S9X1A000,C9X1CC00,SS,,-7,,9X1,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114171348,2020-36-04,5466,C9X1CC00,C9X1CP00,SS,,-1,,9X1,B,2020-04-20,1007589,2020-04-20,1007589,,,
D,1114293623,2020-36-04,5466,E104DS00,E104DG00,FS,,-3,,104,E,2020-04-21,1008003,,,,,
D,1114293624,2020-36-04,5466,Z104ZDI0,E104DS00,FS,,1,,104,E,2020-04-21,1008003,,,,,
D,1114293621,2020-36-04,5466,E105DS00,E105DG00,FS,,-3,,105,E,2020-04-21,1008003,,,,,
D,1114293622,2020-36-04,5466,Z105ZDI0,E105DS00,FS,,1,,105,E,2020-04-21,1008003,,,,,
D,1114293614,2020-36-04,5466,E107DS00,E107DG00,FS,,-3,,107,E,2020-04-21,1008003,,,,,
D,1114293592,2020-36-04,5466,Z107ZDI0,E107DS00,FS,,1,,107,E,2020-04-21,1008003,,,,,
D,1114318133,2020-36-04,5466,T10AO000,E10AP000,SS,,0,,10A,P,2020-04-21,1008003,,,,,
D,1114318353,2020-36-04,5466,E10AP000,E10APG00,SS,,2,,10A,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318517,2020-36-04,5466,E10AP000,E10APS00,SS,,0,,10A,P,2020-04-21,1008003,,,,,
D,1114318475,2020-36-04,5466,T10CO000,E10CP000,SS,,0,,10C,P,2020-04-21,1008003,,,,,
D,1114318485,2020-36-04,5466,E10CP000,E10CPG00,SS,,0,,10C,P,2020-04-21,1008003,,,,,
D,1114318575,2020-36-04,5466,E10CP000,E10CPS00,SS,,0,,10C,P,2020-04-21,1008003,,,,,
D,1114293613,2020-36-04,5466,Z10FZDI0,E10FDS00,FS,,1,,10F,E,2020-04-21,1008003,,,,,
D,1114318261,2020-36-04,5466,T10FO000,E10FP000,SS,,0,,10F,P,2020-04-21,1008003,,,,,
D,1114318289,2020-36-04,5466,E10FP000,E10FPG00,SS,,0,,10F,P,2020-04-21,1008003,,,,,
D,1114318137,2020-36-04,5466,E10FP000,E10FPS00,SS,,0,,10F,P,2020-04-21,1008003,,,,,
D,1114318448,2020-36-04,5466,T10HO000,E10HP000,SS,,0,,10H,P,2020-04-21,1008003,,,,,
D,1114318531,2020-36-04,5466,E10HP000,E10HPG00,SS,,2,,10H,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318535,2020-36-04,5466,E10HP000,E10HPS00,SS,,0,,10H,P,2020-04-21,1008003,,,,,
D,1114293618,2020-36-04,5466,E11ADS00,E11ADG00,FS,,-3,,11A,E,2020-04-21,1008003,,,,,
D,1114293617,2020-36-04,5466,Z11AZDI0,E11ADS00,FS,,1,,11A,E,2020-04-21,1008003,,,,,
D,1114318120,2020-36-04,5466,T11AO000,E11AP000,SS,,0,,11A,P,2020-04-21,1008003,,,,,
D,1114318429,2020-36-04,5466,E11AP000,E11APG00,SS,,2,,11A,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318437,2020-36-04,5466,E11AP000,E11APS00,SS,,0,,11A,P,2020-04-21,1008003,,,,,
D,1114318378,2020-36-04,5466,T11BO000,E11BP000,SS,,0,,11B,P,2020-04-21,1008003,,,,,
D,1114318379,2020-36-04,5466,E11BP000,E11BPG00,SS,,2,,11B,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318380,2020-36-04,5466,E11BP000,E11BPS00,SS,,0,,11B,P,2020-04-21,1008003,,,,,
D,1114318493,2020-36-04,5466,T11HO000,E11HP000,SS,,0,,11H,P,2020-04-21,1008003,,,,,
D,1114318494,2020-36-04,5466,E11HP000,E11HPG00,SS,,2,,11H,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318495,2020-36-04,5466,E11HP000,E11HPS00,SS,,0,,11H,P,2020-04-21,1008003,,,,,
D,1114293596,2020-36-04,5466,E12DDS00,E12DDG00,FS,,-3,,12D,E,2020-04-21,1008003,,,,,
D,1114293609,2020-36-04,5466,Z12DZDI0,E12DDS00,FS,,1,,12D,E,2020-04-21,1008003,,,,,
D,1114318543,2020-36-04,5466,T12DO000,E12DP000,SS,,0,,12D,P,2020-04-21,1008003,,,,,
D,1114318544,2020-36-04,5466,E12DP000,E12DPG00,SS,,2,,12D,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318214,2020-36-04,5466,E12DP000,E12DPS00,SS,,0,,12D,P,2020-04-21,1008003,,,,,
D,1114293703,2020-36-04,5466,E12EDS00,E12EDG00,FS,,-3,,12E,E,2020-04-21,1008003,,,,,
D,1114293727,2020-36-04,5466,E10FDS00,E10FDG00,FS,,-3,,10F,E,2020-04-21,1008003,,,,,
D,1114293682,2020-36-04,5466,E11HDS00,E11HDG00,FS,,-3,,11H,E,2020-04-21,1008003,,,,,
D,1114293683,2020-36-04,5466,Z11HZDI0,E11HDS00,FS,,1,,11H,E,2020-04-21,1008003,,,,,
D,1114293589,2020-36-04,5466,Z12EZDI0,E12EDS00,FS,,1,,12E,E,2020-04-21,1008003,,,,,
D,1114318421,2020-36-04,5466,T12EO000,E12EP000,SS,,0,,12E,P,2020-04-21,1008003,,,,,
D,1114318422,2020-36-04,5466,E12EP000,E12EPG00,SS,,0,,12E,P,2020-04-21,1008003,,,,,
D,1114318254,2020-36-04,5466,E12EP000,E12EPS00,SS,,0,,12E,P,2020-04-21,1008003,,,,,
D,1114293610,2020-36-04,5466,E13DDS00,E13DDG00,FS,,-3,,13D,E,2020-04-21,1008003,,,,,
D,1114293611,2020-36-04,5466,Z13DZDI0,E13DDS00,FS,,1,,13D,E,2020-04-21,1008003,,,,,
D,1114318151,2020-36-04,5466,T13DO000,E13DP000,SS,,0,,13D,P,2020-04-21,1008003,,,,,
D,1114318453,2020-36-04,5466,E13DP000,E13DPG00,SS,,2,,13D,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318413,2020-36-04,5466,E13DP000,E13DPS00,SS,,0,,13D,P,2020-04-21,1008003,,,,,
D,1114293612,2020-36-04,5466,E13EDS00,E13EDG00,FS,,-3,,13E,E,2020-04-21,1008003,,,,,
D,1114293625,2020-36-04,5466,Z13EZDI0,E13EDS00,FS,,1,,13E,E,2020-04-21,1008003,,,,,
D,1114318390,2020-36-04,5466,T13EO000,E13EP000,SS,,0,,13E,P,2020-04-21,1008003,,,,,
D,1114318631,2020-36-04,5466,E13EP000,E13EPG00,SS,,2,,13E,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318416,2020-36-04,5466,E13EP000,E13EPS00,SS,,0,,13E,P,2020-04-21,1008003,,,,,
D,1114293626,2020-36-04,5466,E203DS00,E203DG00,FS,,-3,,203,E,2020-04-21,1008003,,,,,
D,1114293695,2020-36-04,5466,Z203ZDI0,E203DS00,FS,,1,,203,E,2020-04-21,1008003,,,,,
D,1114293719,2020-36-04,5466,E205DS00,E205DG00,FS,,-3,,205,E,2020-04-21,1008003,,,,,
D,1114293720,2020-36-04,5466,Z205ZDI0,E205DS00,FS,,1,,205,E,2020-04-21,1008003,,,,,
D,1114293722,2020-36-04,5466,E206DS00,E206DG00,FS,,-3,,206,E,2020-04-21,1008003,,,,,
D,1114293723,2020-36-04,5466,Z206ZDI0,E206DS00,FS,,1,,206,E,2020-04-21,1008003,,,,,
D,1114293643,2020-36-04,5466,E207DS00,E207DG00,FS,,-3,,207,E,2020-04-21,1008003,,,,,
D,1114293642,2020-36-04,5466,Z207ZDI0,E207DS00,FS,,1,,207,E,2020-04-21,1008003,,,,,
D,1114293646,2020-36-04,5466,E208DS00,E208DG00,FS,,-3,,208,E,2020-04-21,1008003,,,,,
D,1114293645,2020-36-04,5466,Z208ZDI0,E208DS00,FS,,1,,208,E,2020-04-21,1008003,,,,,
D,1114293546,2020-36-04,5466,Z20JZDI0,E20JDS00,FS,,1,,20J,E,2020-04-21,1008003,,,,,
D,1114293540,2020-36-04,5466,E204DS00,E204DG00,FS,,-3,,204,E,2020-04-21,1008003,,,,,
D,1114293541,2020-36-04,5466,Z204ZDI0,E204DS00,FS,,1,,204,E,2020-04-21,1008003,,,,,
D,1114293547,2020-36-04,5466,E20JDS00,E20JDG00,FS,,-3,,20J,E,2020-04-21,1008003,,,,,
D,1114318112,2020-36-04,5466,T20JO000,E20JP000,SS,,0,,20J,P,2020-04-21,1008003,,,,,
D,1114318115,2020-36-04,5466,E20JP000,E20JPG00,SS,,2,,20J,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318595,2020-36-04,5466,Z20JZDI0,E20JPM00,SS,,-2,,20J,P,2020-04-21,1008003,,,,,
D,1114318118,2020-36-04,5466,E20JP000,E20JPS00,SS,,0,,20J,P,2020-04-21,1008003,,,,,
D,1114293549,2020-36-04,5466,E20KDS00,E20KDG00,FS,,-3,,20K,E,2020-04-21,1008003,,,,,
D,1114293569,2020-36-04,5466,Z20KZDI0,E20KDS00,FS,,1,,20K,E,2020-04-21,1008003,,,,,
D,1114318141,2020-36-04,5466,T20KO000,E20KP000,SS,,0,,20K,P,2020-04-21,1008003,,,,,
D,1114318144,2020-36-04,5466,E20KP000,E20KPG00,SS,,2,,20K,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318139,2020-36-04,5466,Z20KZDI0,E20KPM00,SS,,-2,,20K,P,2020-04-21,1008003,,,,,
D,1114318168,2020-36-04,5466,E20KP000,E20KPS00,SS,,0,,20K,P,2020-04-21,1008003,,,,,
D,1114293552,2020-36-04,5466,E20LDS00,E20LDG00,FS,,-3,,20L,E,2020-04-21,1008003,,,,,
D,1114293551,2020-36-04,5466,Z20LZDI0,E20LDS00,FS,,1,,20L,E,2020-04-21,1008003,,,,,
D,1114318173,2020-36-04,5466,T20LO000,E20LP000,SS,,0,,20L,P,2020-04-21,1008003,,,,,
D,1114318167,2020-36-04,5466,E20LP000,E20LPG00,SS,,2,,20L,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318170,2020-36-04,5466,Z20LZDI0,E20LPM00,SS,,-2,,20L,P,2020-04-21,1008003,,,,,
D,1114318175,2020-36-04,5466,E20LP000,E20LPS00,SS,,0,,20L,P,2020-04-21,1008003,,,,,
D,1114293599,2020-36-04,5466,E20MDS00,E20MDG00,FS,,-3,,20M,E,2020-04-21,1008003,,,,,
D,1114293598,2020-36-04,5466,Z20MZDI0,E20MDS00,FS,,1,,20M,E,2020-04-21,1008003,,,,,
D,1114318179,2020-36-04,5466,T20MO000,E20MP000,SS,,0,,20M,P,2020-04-21,1008003,,,,,
D,1114318193,2020-36-04,5466,E20MP000,E20MPG00,SS,,2,,20M,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318177,2020-36-04,5466,Z20MZDI0,E20MPM00,SS,,-2,,20M,P,2020-04-21,1008003,,,,,
D,1114318197,2020-36-04,5466,E20MP000,E20MPS00,SS,,0,,20M,P,2020-04-21,1008003,,,,,
D,1114293590,2020-36-04,5466,E20NDS00,E20NDG00,FS,,-3,,20N,E,2020-04-21,1008003,,,,,
D,1114293591,2020-36-04,5466,Z20NZDI0,E20NDS00,FS,,1,,20N,E,2020-04-21,1008003,,,,,
D,1114318547,2020-36-04,5466,T20NO000,E20NP000,SS,,0,,20N,P,2020-04-21,1008003,,,,,
D,1114318392,2020-36-04,5466,E20NP000,E20NPG00,SS,,2,,20N,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318247,2020-36-04,5466,E20NP000,E20NPS00,SS,,0,,20N,P,2020-04-21,1008003,,,,,
D,1114293627,2020-36-04,5466,E22ADS00,E22ADG00,FS,,-3,,22A,E,2020-04-21,1008003,,,,,
D,1114293648,2020-36-04,5466,Z22AZDI0,E22ADS00,FS,,1,,22A,E,2020-04-21,1008003,,,,,
D,1114318601,2020-36-04,5466,T22AO000,E22AP000,SS,,0,,22A,P,2020-04-21,1008003,,,,,
D,1114318602,2020-36-04,5466,E22AP000,E22APG00,SS,,2,,22A,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318442,2020-36-04,5466,E22AP000,E22APS00,SS,,0,,22A,P,2020-04-21,1008003,,,,,
D,1114293649,2020-36-04,5466,E22BDS00,E22BDG00,FS,,-3,,22B,E,2020-04-21,1008003,,,,,
D,1114293650,2020-36-04,5466,Z22BZDI0,E22BDS00,FS,,1,,22B,E,2020-04-21,1008003,,,,,
D,1114318276,2020-36-04,5466,T22BO000,E22BP000,SS,,0,,22B,P,2020-04-21,1008003,,,,,
D,1114318277,2020-36-04,5466,E22BP000,E22BPG00,SS,,2,,22B,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318278,2020-36-04,5466,E22BP000,E22BPS00,SS,,0,,22B,P,2020-04-21,1008003,,,,,
D,1114293651,2020-36-04,5466,E23ADS00,E23ADG00,FS,,-3,,23A,E,2020-04-21,1008003,,,,,
D,1114293653,2020-36-04,5466,Z23AZDI0,E23ADS00,FS,,1,,23A,E,2020-04-21,1008003,,,,,
D,1114318554,2020-36-04,5466,T23AO000,E23AP000,SS,,0,,23A,P,2020-04-21,1008003,,,,,
D,1114318555,2020-36-04,5466,E23AP000,E23APG00,SS,,2,,23A,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318556,2020-36-04,5466,E23AP000,E23APS00,SS,,0,,23A,P,2020-04-21,1008003,,,,,
D,1114293654,2020-36-04,5466,E23BDS00,E23BDG00,FS,,-3,,23B,E,2020-04-21,1008003,,,,,
D,1114293655,2020-36-04,5466,Z23BZDI0,E23BDS00,FS,,1,,23B,E,2020-04-21,1008003,,,,,
D,1114318584,2020-36-04,5466,T23BO000,E23BP000,SS,,0,,23B,P,2020-04-21,1008003,,,,,
D,1114318251,2020-36-04,5466,E23BP000,E23BPG00,SS,,2,,23B,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318377,2020-36-04,5466,E23BP000,E23BPS00,SS,,0,,23B,P,2020-04-21,1008003,,,,,
D,1114293693,2020-36-04,5466,E50ADS00,E50ADG00,FS,,-3,,50A,E,2020-04-21,1008003,,,,,
D,1114293704,2020-36-04,5466,Z50AZDI0,E50ADS00,FS,,1,,50A,E,2020-04-21,1008003,,,,,
D,1114318349,2020-36-04,5466,T50AO000,E50AP000,SS,,0,,50A,P,2020-04-21,1008003,,,,,
D,1114318350,2020-36-04,5466,E50AP000,E50APG00,SS,,2,,50A,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318149,2020-36-04,5466,E50AP000,E50APS00,SS,,0,,50A,P,2020-04-21,1008003,,,,,
D,1114293717,2020-36-04,5466,E50BDS00,E50BDG00,FS,,-3,,50B,E,2020-04-21,1008003,,,,,
D,1114293718,2020-36-04,5466,Z50BZDI0,E50BDS00,FS,,1,,50B,E,2020-04-21,1008003,,,,,
D,1114318498,2020-36-04,5466,T50BO000,E50BP000,SS,,0,,50B,P,2020-04-21,1008003,,,,,
D,1114318499,2020-36-04,5466,E50BP000,E50BPG00,SS,,2,,50B,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318540,2020-36-04,5466,E50BP000,E50BPS00,SS,,0,,50B,P,2020-04-21,1008003,,,,,
D,1114293576,2020-36-04,5466,E50CDS00,E50CDG00,FS,,-3,,50C,E,2020-04-21,1008003,,,,,
D,1114293577,2020-36-04,5466,Z50CZDI0,E50CDS00,FS,,1,,50C,E,2020-04-21,1008003,,,,,
D,1114318337,2020-36-04,5466,T50CO000,E50CP000,SS,,0,,50C,P,2020-04-21,1008003,,,,,
D,1114318338,2020-36-04,5466,E50CP000,E50CPG00,SS,,0,,50C,P,2020-04-21,1008003,,,,,
D,1114318339,2020-36-04,5466,E50CP000,E50CPS00,SS,,0,,50C,P,2020-04-21,1008003,,,,,
D,1114293692,2020-36-04,5466,E50DDS00,E50DDG00,FS,,-3,,50D,E,2020-04-21,1008003,,,,,
D,1114293615,2020-36-04,5466,Z50DZDI0,E50DDS00,FS,,1,,50D,E,2020-04-21,1008003,,,,,
D,1114318249,2020-36-04,5466,T50DO000,E50DP000,SS,,0,,50D,P,2020-04-21,1008003,,,,,
D,1114318252,2020-36-04,5466,E50DP000,E50DPG00,SS,,0,,50D,P,2020-04-21,1008003,,,,,
D,1114318253,2020-36-04,5466,E50DP000,E50DPS00,SS,,0,,50D,P,2020-04-21,1008003,,,,,
D,1114293572,2020-36-04,5466,E50EDS00,E50EDG00,FS,,-3,,50E,E,2020-04-21,1008003,,,,,
D,1114293570,2020-36-04,5466,Z50EZDI0,E50EDS00,FS,,1,,50E,E,2020-04-21,1008003,,,,,
D,1114318213,2020-36-04,5466,T50EO000,E50EP000,SS,,0,,50E,P,2020-04-21,1008003,,,,,
D,1114318204,2020-36-04,5466,E50EP000,E50EPG00,SS,,2,,50E,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318352,2020-36-04,5466,E50EP000,E50EPS00,SS,,0,,50E,P,2020-04-21,1008003,,,,,
D,1114293575,2020-36-04,5466,E50FDS00,E50FDG00,FS,,-3,,50F,E,2020-04-21,1008003,,,,,
D,1114293573,2020-36-04,5466,Z50FZDI0,E50FDS00,FS,,1,,50F,E,2020-04-21,1008003,,,,,
D,1114318127,2020-36-04,5466,T50FO000,E50FP000,SS,,0,,50F,P,2020-04-21,1008003,,,,,
D,1114318128,2020-36-04,5466,E50FP000,E50FPG00,SS,,0,,50F,P,2020-04-21,1008003,,,,,
D,1114318208,2020-36-04,5466,E50FP000,E50FPS00,SS,,0,,50F,P,2020-04-21,1008003,,,,,
D,1114293638,2020-36-04,5466,E50GDS00,E50GDG00,FS,,-3,,50G,E,2020-04-21,1008003,,,,,
D,1114293637,2020-36-04,5466,Z50GZDI0,E50GDS00,FS,,1,,50G,E,2020-04-21,1008003,,,,,
D,1114318420,2020-36-04,5466,T50GO000,E50GP000,SS,,0,,50G,P,2020-04-21,1008003,,,,,
D,1114318438,2020-36-04,5466,E50GP000,E50GPG00,SS,,2,,50G,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318439,2020-36-04,5466,E50GP000,E50GPS00,SS,,0,,50G,P,2020-04-21,1008003,,,,,
D,1114293652,2020-36-04,5466,E50HDS00,E50HDG00,FS,,-3,,50H,E,2020-04-21,1008003,,,,,
D,1114293640,2020-36-04,5466,Z50HZDI0,E50HDS00,FS,,1,,50H,E,2020-04-21,1008003,,,,,
D,1114318257,2020-36-04,5466,T50HO000,E50HP000,SS,,0,,50H,P,2020-04-21,1008003,,,,,
D,1114318258,2020-36-04,5466,E50HP000,E50HPG00,SS,,2,,50H,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318259,2020-36-04,5466,E50HP000,E50HPS00,SS,,0,,50H,P,2020-04-21,1008003,,,,,
D,1114318406,2020-36-04,5466,T50JO000,E50JP000,SS,,0,,50J,P,2020-04-21,1008003,,,,,
D,1114318407,2020-36-04,5466,E50JP000,E50JPG00,SS,,2,,50J,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318359,2020-36-04,5466,E50JP000,E50JPS00,SS,,0,,50J,P,2020-04-21,1008003,,,,,
D,1114318283,2020-36-04,5466,T50KO000,E50KP000,SS,,0,,50K,P,2020-04-21,1008003,,,,,
D,1114318424,2020-36-04,5466,E50KP000,E50KPG00,SS,,2,,50K,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318425,2020-36-04,5466,E50KP000,E50KPS00,SS,,0,,50K,P,2020-04-21,1008003,,,,,
D,1114318222,2020-36-04,5466,T50LO000,E50LP000,SS,,0,,50L,P,2020-04-21,1008003,,,,,
D,1114318262,2020-36-04,5466,E50LP000,E50LPG00,SS,,2,,50L,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318221,2020-36-04,5466,E50LP000,E50LPS00,SS,,0,,50L,P,2020-04-21,1008003,,,,,
D,1114318593,2020-36-04,5466,T50MO000,E50MP000,SS,,0,,50M,P,2020-04-21,1008003,,,,,
D,1114318209,2020-36-04,5466,E50MP000,E50MPG00,SS,,2,,50M,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318291,2020-36-04,5466,E50MP000,E50MPS00,SS,,0,,50M,P,2020-04-21,1008003,,,,,
D,1114318255,2020-36-04,5466,T50NO000,E50NP000,SS,,0,,50N,P,2020-04-21,1008003,,,,,
D,1114318226,2020-36-04,5466,E50NP000,E50NPG00,SS,,2,,50N,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318212,2020-36-04,5466,E50NP000,E50NPS00,SS,,0,,50N,P,2020-04-21,1008003,,,,,
D,1114293660,2020-36-04,5466,E622DS00,E622DG00,FS,,-3,,622,E,2020-04-21,1008003,,,,,
D,1114293699,2020-36-04,5466,Z622ZDI0,E622DS00,FS,,1,,622,E,2020-04-21,1008003,,,,,
D,1114293696,2020-36-04,5466,E62ADS00,E62ADG00,FS,,-3,,62A,E,2020-04-21,1008003,,,,,
D,1114293668,2020-36-04,5466,Z62AZDI0,E62ADS00,FS,,1,,62A,E,2020-04-21,1008003,,,,,
D,1114318199,2020-36-04,5466,T62AO000,E62AP000,SS,,0,,62A,P,2020-04-21,1008003,,,,,
D,1114318539,2020-36-04,5466,E62AP000,E62APG00,SS,,2,,62A,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318596,2020-36-04,5466,E62AP000,E62APS00,SS,,0,,62A,P,2020-04-21,1008003,,,,,
D,1114293670,2020-36-04,5466,E62CDS00,E62CDG00,FS,,-3,,62C,E,2020-04-21,1008003,,,,,
D,1114293671,2020-36-04,5466,Z62CZDI0,E62CDS00,FS,,1,,62C,E,2020-04-21,1008003,,,,,
D,1114318523,2020-36-04,5466,T62CO000,E62CP000,SS,,0,,62C,P,2020-04-21,1008003,,,,,
D,1114318524,2020-36-04,5466,E62CP000,E62CPG00,SS,,2,,62C,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318525,2020-36-04,5466,E62CP000,E62CPS00,SS,,0,,62C,P,2020-04-21,1008003,,,,,
D,1114293686,2020-36-04,5466,E62DDS00,E62DDG00,FS,,-3,,62D,E,2020-04-21,1008003,,,,,
D,1114293687,2020-36-04,5466,Z62DZDI0,E62DDS00,FS,,1,,62D,E,2020-04-21,1008003,,,,,
D,1114318592,2020-36-04,5466,T62DO000,E62DP000,SS,,0,,62D,P,2020-04-21,1008003,,,,,
D,1114318201,2020-36-04,5466,E62DP000,E62DPG00,SS,,2,,62D,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318202,2020-36-04,5466,E62DP000,E62DPS00,SS,,0,,62D,P,2020-04-21,1008003,,,,,
D,1114293557,2020-36-04,5466,E62EDS00,E62EDG00,FS,,-3,,62E,E,2020-04-21,1008003,,,,,
D,1114293558,2020-36-04,5466,Z62EZDI0,E62EDS00,FS,,1,,62E,E,2020-04-21,1008003,,,,,
D,1114318108,2020-36-04,5466,T62EO000,E62EP000,SS,,0,,62E,P,2020-04-21,1008003,,,,,
D,1114318269,2020-36-04,5466,E62EP000,E62EPG00,SS,,2,,62E,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318569,2020-36-04,5466,E62EP000,E62EPS00,SS,,0,,62E,P,2020-04-21,1008003,,,,,
D,1114293563,2020-36-04,5466,E62FDS00,E62FDG00,FS,,-3,,62F,E,2020-04-21,1008003,,,,,
D,1114293564,2020-36-04,5466,Z62FZDI0,E62FDS00,FS,,1,,62F,E,2020-04-21,1008003,,,,,
D,1114318641,2020-36-04,5466,T62FO000,E62FP000,SS,,0,,62F,P,2020-04-21,1008003,,,,,
D,1114318097,2020-36-04,5466,E62FP000,E62FPG00,SS,,2,,62F,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318098,2020-36-04,5466,E62FP000,E62FPS00,SS,,0,,62F,P,2020-04-21,1008003,,,,,
D,1114293602,2020-36-04,5466,E62GDS00,E62GDG00,FS,,-3,,62G,E,2020-04-21,1008003,,,,,
D,1114293601,2020-36-04,5466,Z62GZDI0,E62GDS00,FS,,1,,62G,E,2020-04-21,1008003,,,,,
D,1114318501,2020-36-04,5466,T62GO000,E62GP000,SS,,0,,62G,P,2020-04-21,1008003,,,,,
D,1114318502,2020-36-04,5466,E62GP000,E62GPG00,SS,,2,,62G,P,2020-04-21,1008003,2020-05-14,1005840,,,
D,1114318577,2020-36-04,5466,E62GP000,E62GPS00,SS,,0,,62G,P,2020-04-21,1008003,,,,,
D,1114293629,2020-36-04,5466,E62HDS00,E62HDG00,FS,,-3,,62H,E,2020-04-21,1008003,,,,,
D,1114293628,2020-36-04,5466,Z62HZDI0,E62HDS00,FS,,1,,62H,E,2020-04-21,1008003,,,,,
D,1114318508,2020-36-04,5466,T62HO000,E62HP000,SS,,0,,62H,P,2020-04-21,1008003,,,,,
D,1114318509,2020-36-04,5466,E62HP000,E62HPG00,SS,,2,,62H,P,2020-04-21,1008003,2020-05-14,1005840,,,
