PROJECTNO,PREVACTIVITYCODE,NEXTACTIVITYCODE,LOCATIONCODE,LAG,LOCATIONTYPE,RELATIONTYPE
5466,W193GT00,Z193ZBI0,193,2,B,FS
5466,P193BP00,Z193ZBR0,193,1,B,FS
5466,E20JP000,Z20JZPI0,20J,0,P,SS
5466,P20JPP00,Z20JZPR0,20J,1,P,FS
5466,E20KP000,Z20KZPI0,20K,0,P,SS
5466,P20KPP00,Z20KZPR0,20K,1,P,FS
5466,E20LP000,Z20LZPI0,20L,0,P,SS
5466,P20LPP00,Z20LZPR0,20L,1,P,FS
5466,E20MP000,Z20MZPI0,20M,0,P,SS
5466,P20MPP00,Z20MZPR0,20M,1,P,FS
5466,E20NP000,Z20NZPI0,20N,0,P,SS
5466,P20NPP00,Z20NZPR0,20N,1,P,FS
5466,W224GA00,Z224ZBI0,224,1,B,FS
5466,P224BP00,Z224ZBR0,224,1,B,FS
5466,W225GA00,Z225ZBI0,225,3,B,FS
5466,P225BP00,Z225ZBR0,225,1,B,FS
5466,W226GA00,Z226ZBI0,226,2,B,FS
5466,P226BP00,Z226ZBR0,226,1,B,FS
5466,W227GA00,Z227ZBI0,227,5,B,FS
5466,P227BP00,Z227ZBR0,227,1,B,FS
5466,W228GA00,Z228ZBI0,228,6,B,FS
5466,P228BP00,Z228ZBR0,228,1,B,FS
5466,W229GA00,Z229ZBI0,229,4,B,FS
5466,P229BP00,Z229ZBR0,229,1,B,FS
5466,E22AP000,Z22AZPI0,22A,0,P,SS
5466,P22APP00,Z22AZPR0,22A,1,P,FS
5466,E22BP000,Z22BZPI0,22B,0,P,SS
5466,P22BPP00,Z22BZPR0,22B,1,P,FS
5466,W234GA00,Z234ZBI0,234,1,B,FS
5466,P234BP00,Z234ZBR0,234,1,B,FS
5466,W235GA00,Z235ZBI0,235,3,B,FS
5466,P235BP00,Z235ZBR0,235,1,B,FS
5466,W236GA00,Z236ZBI0,236,4,B,FS
5466,P236BP00,Z236ZBR0,236,1,B,FS
5466,W237GA00,Z237ZBI0,237,5,B,FS
5466,P237BP00,Z237ZBR0,237,1,B,FS
5466,W238GA00,Z238ZBI0,238,6,B,FS
5466,P238BP00,Z238ZBR0,238,1,B,FS
5466,W239GA00,Z239ZBI0,239,3,B,FS
5466,P239BP00,Z239ZBR0,239,1,B,FS
5466,E23AP000,Z23AZPI0,23A,0,P,SS
5466,P23APP00,Z23AZPR0,23A,1,P,FS
5466,E23BP000,Z23BZPI0,23B,0,P,SS
5466,P23BPP00,Z23BZPR0,23B,1,P,FS
5466,W241GA00,Z241ZBI0,241,4,B,FS
5466,P241BP00,Z241ZBR0,241,1,B,FS
5466,W242GA00,Z242ZBI0,242,6,B,FS
5466,P242BP00,Z242ZBR0,242,1,B,FS
5466,W251GA00,Z251ZBI0,251,4,B,FS
5466,P251BP00,Z251ZBR0,251,1,B,FS
5466,W252GA00,Z252ZBI0,252,5,B,FS
5466,P252BP00,Z252ZBR0,252,1,B,FS
5466,W261GA00,Z261ZBI0,261,1,B,FS
5466,P261BP00,Z261ZBR0,261,1,B,FS
5466,W262GA00,Z262ZBI0,262,1,B,FS
5466,P262BP00,Z262ZBR0,262,1,B,FS
5466,W263GA00,Z263ZBI0,263,2,B,FS
5466,P263BP00,Z263ZBR0,263,1,B,FS
5466,W271GA00,Z271ZBI0,271,1,B,FS
5466,P271BP00,Z271ZBR0,271,1,B,FS
5466,W272GA00,Z272ZBI0,272,1,B,FS
5466,P272BP00,Z272ZBR0,272,1,B,FS
5466,W273GA00,Z273ZBI0,273,2,B,FS
5466,P273BP00,Z273ZBR0,273,1,B,FS
5466,W283GA00,Z283ZBI0,283,2,B,FS
5466,P283BP00,Z283ZBR0,283,1,B,FS
5466,W284GA00,Z284ZBI0,284,2,B,FS
5466,P284BP00,Z284ZBR0,284,1,B,FS
5466,W293GA00,Z293ZBI0,293,2,B,FS
5466,P293BP00,Z293ZBR0,293,1,B,FS
5466,W294GA00,Z294ZBI0,294,2,B,FS
5466,P294BP00,Z294ZBR0,294,1,B,FS
5466,E50AP000,Z50AZPI0,50A,0,P,SS
5466,P50APP00,Z50AZPR0,50A,1,P,FS
5466,E50BP000,Z50BZPI0,50B,0,P,SS
5466,P50BPP00,Z50BZPR0,50B,1,P,FS
5466,E50CP000,Z50CZPI0,50C,0,P,SS
5466,P50CPP00,Z50CZPR0,50C,1,P,FS
5466,E50EP000,Z50EZPI0,50E,0,P,SS
5466,E50FP000,Z50FZPI0,50F,0,P,SS
5466,P50FPP00,Z50FZPR0,50F,1,P,FS
5466,E50GP000,Z50GZPI0,50G,0,P,SS
5466,E50HP000,Z50HZPI0,50H,0,P,SS
5466,P50HPP00,Z50HZPR0,50H,1,P,FS
5466,E50KP000,Z50KZPI0,50K,0,P,SS
5466,P50KPP00,Z50KZPR0,50K,1,P,FS
5466,E50LP000,Z50LZPI0,50L,0,P,SS
5466,P50LPP00,Z50LZPR0,50L,1,P,FS
5466,E50MP000,Z50MZPI0,50M,0,P,SS
5466,P50MPP00,Z50MZPR0,50M,1,P,FS
5466,E50NP000,Z50NZPI0,50N,0,P,SS
5466,P50NPP00,Z50NZPR0,50N,1,P,FS
5466,W521GA00,Z521ZBI0,521,1,B,FS
5466,P521BP00,Z521ZBR0,521,1,B,FS
5466,W522GA00,Z522ZBI0,522,5,B,FS
5466,P522BP00,Z522ZBR0,522,1,B,FS
5466,W523GA00,Z523ZBI0,523,3,B,FS
5466,P523BP00,Z523ZBR0,523,1,B,FS
5466,W524GA00,Z524ZBI0,524,6,B,FS
5466,P524BP00,Z524ZBR0,524,1,B,FS
5466,W525GA00,Z525ZBI0,525,4,B,FS
5466,P525BP00,Z525ZBR0,525,1,B,FS
5466,W526GA00,Z526ZBI0,526,6,B,FS
5466,P526BP00,Z526ZBR0,526,1,B,FS
5466,W527GA00,Z527ZBI0,527,4,B,FS
5466,P527BP00,Z527ZBR0,527,1,B,FS
5466,W528GA00,Z528ZBI0,528,4,B,FS
5466,P528BP00,Z528ZBR0,528,1,B,FS
5466,W529GA00,Z529ZBI0,529,6,B,FS
5466,P529BP00,Z529ZBR0,529,1,B,FS
5466,W531GA00,Z531ZBI0,531,1,B,FS
5466,P531BP00,Z531ZBR0,531,1,B,FS
5466,W532GA00,Z532ZBI0,532,5,B,FS
5466,P532BP00,Z532ZBR0,532,1,B,FS
5466,W533GA00,Z533ZBI0,533,3,B,FS
5466,P533BP00,Z533ZBR0,533,1,B,FS
5466,W534GA00,Z534ZBI0,534,6,B,FS
5466,P534BP00,Z534ZBR0,534,1,B,FS
5466,W535GA00,Z535ZBI0,535,5,B,FS
5466,P535BP00,Z535ZBR0,535,1,B,FS
5466,W536GA00,Z536ZBI0,536,6,B,FS
5466,P536BP00,Z536ZBR0,536,1,B,FS
5466,W537GA00,Z537ZBI0,537,4,B,FS
5466,P537BP00,Z537ZBR0,537,1,B,FS
5466,W538GA00,Z538ZBI0,538,4,B,FS
5466,P538BP00,Z538ZBR0,538,1,B,FS
5466,W539GA00,Z539ZBI0,539,6,B,FS
5466,P539BP00,Z539ZBR0,539,1,B,FS
5466,W541GA00,Z541ZBI0,541,6,B,FS
5466,P541BP00,Z541ZBR0,541,1,B,FS
5466,W542GA00,Z542ZBI0,542,2,B,FS
5466,P542BP00,Z542ZBR0,542,1,B,FS
5466,W543GA00,Z543ZBI0,543,2,B,FS
5466,P543BP00,Z543ZBR0,543,1,B,FS
5466,W544GA00,Z544ZBI0,544,6,B,FS
5466,P544BP00,Z544ZBR0,544,1,B,FS
5466,W551GA00,Z551ZBI0,551,6,B,FS
5466,P551BP00,Z551ZBR0,551,1,B,FS
5466,W552GA00,Z552ZBI0,552,2,B,FS
5466,P552BP00,Z552ZBR0,552,1,B,FS
5466,W553GA00,Z553ZBI0,553,2,B,FS
5466,P553BP00,Z553ZBR0,553,1,B,FS
5466,W554GA00,Z554ZBI0,554,6,B,FS
5466,P554BP00,Z554ZBR0,554,1,B,FS
5466,W561GA00,Z561ZBI0,561,2,B,FS
5466,P561BP00,Z561ZBR0,561,1,B,FS
5466,W571GA00,Z571ZBI0,571,2,B,FS
5466,P571BP00,Z571ZBR0,571,1,B,FS
5466,W621GA00,Z621ZBI0,621,2,B,FS
5466,P621BP00,Z621ZBR0,621,1,B,FS
5466,W622GA00,Z622ZBI0,622,4,B,FS
5466,P622BP00,Z622ZBR0,622,1,B,FS
5466,W623GA00,Z623ZBI0,623,2,B,FS
5466,P623BP00,Z623ZBR0,623,1,B,FS
5466,W624GA00,Z624ZBI0,624,2,B,FS
5466,P624BP00,Z624ZBR0,624,1,B,FS
5466,W625GA00,Z625ZBI0,625,2,B,FS
5466,P625BP00,Z625ZBR0,625,1,B,FS
5466,W626GA00,Z626ZBI0,626,3,B,FS
5466,P626BP00,Z626ZBR0,626,1,B,FS
5466,W627GA00,Z627ZBI0,627,2,B,FS
5466,P627BP00,Z627ZBR0,627,1,B,FS
5466,W628GA00,Z628ZBI0,628,6,B,FS
5466,P628BP00,Z628ZBR0,628,1,B,FS
5466,W629GA00,Z629ZBI0,629,2,B,FS
5466,P629BP00,Z629ZBR0,629,1,B,FS
5466,E62AP000,Z62AZPI0,62A,0,P,SS
5466,P62APP00,Z62AZPR0,62A,1,P,FS
5466,E62CP000,Z62CZPI0,62C,0,P,SS
5466,P62CPP00,Z62CZPR0,62C,1,P,FS
5466,E62DP000,Z62DZPI0,62D,0,P,SS
5466,P62DPP00,Z62DZPR0,62D,1,P,FS
5466,E62EP000,Z62EZPI0,62E,0,P,SS
5466,P62EPP00,Z62EZPR0,62E,1,P,FS
5466,E62FP000,Z62FZPI0,62F,0,P,SS
5466,P62FPP00,Z62FZPR0,62F,1,P,FS
5466,E62GP000,Z62GZPI0,62G,0,P,SS
5466,P62GPP00,Z62GZPR0,62G,1,P,FS
5466,E62HP000,Z62HZPI0,62H,0,P,SS
5466,P62HPP00,Z62HZPR0,62H,1,P,FS
5466,W631GA00,Z631ZBI0,631,2,B,FS
5466,P631BP00,Z631ZBR0,631,1,B,FS
5466,W632GA00,Z632ZBI0,632,4,B,FS
5466,P632BP00,Z632ZBR0,632,1,B,FS
5466,W633GA00,Z633ZBI0,633,2,B,FS
5466,P633BP00,Z633ZBR0,633,1,B,FS
5466,W634GA00,Z634ZBI0,634,2,B,FS
5466,P634BP00,Z634ZBR0,634,1,B,FS
5466,W635GA00,Z635ZBI0,635,2,B,FS
5466,P635BP00,Z635ZBR0,635,1,B,FS
5466,W636GA00,Z636ZBI0,636,3,B,FS
5466,P636BP00,Z636ZBR0,636,1,B,FS
5466,W637GA00,Z637ZBI0,637,2,B,FS
5466,P637BP00,Z637ZBR0,637,1,B,FS
5466,W638GA00,Z638ZBI0,638,6,B,FS
5466,P638BP00,Z638ZBR0,638,1,B,FS
5466,W639GA00,Z639ZBI0,639,2,B,FS
5466,P639BP00,Z639ZBR0,639,1,B,FS
5466,E63AP000,Z63AZPI0,63A,0,P,SS
5466,P63APP00,Z63AZPR0,63A,1,P,FS
5466,E63CP000,Z63CZPI0,63C,0,P,SS
5466,P63CPP00,Z63CZPR0,63C,1,P,FS
5466,E63DP000,Z63DZPI0,63D,0,P,SS
5466,P63DPP00,Z63DZPR0,63D,1,P,FS
5466,E63EP000,Z63EZPI0,63E,0,P,SS
5466,P63EPP00,Z63EZPR0,63E,1,P,FS
5466,E63FP000,Z63FZPI0,63F,0,P,SS
5466,P63FPP00,Z63FZPR0,63F,1,P,FS
5466,E63GP000,Z63GZPI0,63G,0,P,SS
5466,P63GPP00,Z63GZPR0,63G,1,P,FS
5466,E63HP000,Z63HZPI0,63H,0,P,SS
5466,P63HPP00,Z63HZPR0,63H,1,P,FS
5466,W641GA00,Z641ZBI0,641,2,B,FS
5466,P641BP00,Z641ZBR0,641,1,B,FS
5466,W642GA00,Z642ZBI0,642,2,B,FS
5466,P642BP00,Z642ZBR0,642,1,B,FS
5466,W643GA00,Z643ZBI0,643,2,B,FS
5466,P643BP00,Z643ZBR0,643,1,B,FS
5466,W644GA00,Z644ZBI0,644,2,B,FS
5466,P644BP00,Z644ZBR0,644,1,B,FS
5466,W651GA00,Z651ZBI0,651,2,B,FS
5466,P651BP00,Z651ZBR0,651,1,B,FS
5466,W652GA00,Z652ZBI0,652,3,B,FS
5466,P652BP00,Z652ZBR0,652,1,B,FS
5466,W653GA00,Z653ZBI0,653,2,B,FS
5466,P653BP00,Z653ZBR0,653,1,B,FS
5466,W654GA00,Z654ZBI0,654,2,B,FS
5466,P654BP00,Z654ZBR0,654,1,B,FS
5466,W661GA00,Z661ZBI0,661,1,B,FS
5466,P661BP00,Z661ZBR0,661,1,B,FS
5466,W671GA00,Z671ZBI0,671,2,B,FS
5466,P671BP00,Z671ZBR0,671,1,B,FS
5466,W801GA00,Z801ZBI0,801,2,B,FS
5466,W802GA00,Z802ZBI0,802,4,B,FS
5466,P802BP00,Z802ZBR0,802,1,B,FS
5466,W805GA00,Z805ZBI0,805,7,B,FS
5466,P805BP00,Z805ZBR0,805,1,B,FS
5466,E80AP000,Z80AZPI0,80A,0,P,SS
5466,P80APP00,Z80AZPR0,80A,1,P,FS
5466,E80BP000,Z80BZPI0,80B,0,P,SS
5466,P80BPP00,Z80BZPR0,80B,1,P,FS
5466,E80CP000,Z80CZPI0,80C,0,P,SS
5466,P80CPP00,Z80CZPR0,80C,1,P,FS
5466,E80DP000,Z80DZPI0,80D,0,P,SS
5466,P80DPP00,Z80DZPR0,80D,1,P,FS
5466,W822GA00,Z822ZBI0,822,2,B,FS
5466,P822BP00,Z822ZBR0,822,1,B,FS
5466,W823GA00,Z823ZBI0,823,2,B,FS
5466,P823BP00,Z823ZBR0,823,1,B,FS
5466,W824GA00,Z824ZBI0,824,3,B,FS
5466,P824BP00,Z824ZBR0,824,1,B,FS
5466,W825GA00,Z825ZBI0,825,2,B,FS
5466,P825BP00,Z825ZBR0,825,1,B,FS
5466,W826GA00,Z826ZBI0,826,2,B,FS
5466,P826BP00,Z826ZBR0,826,1,B,FS
5466,W832GA00,Z832ZBI0,832,2,B,FS
5466,P832BP00,Z832ZBR0,832,1,B,FS
5466,W833GA00,Z833ZBI0,833,2,B,FS
5466,P833BP00,Z833ZBR0,833,1,B,FS
5466,W834GA00,Z834ZBI0,834,2,B,FS
5466,P834BP00,Z834ZBR0,834,1,B,FS
5466,W835GA00,Z835ZBI0,835,2,B,FS
5466,P835BP00,Z835ZBR0,835,1,B,FS
5466,W836GA00,Z836ZBI0,836,2,B,FS
5466,P836BP00,Z836ZBR0,836,1,B,FS
5466,E90AP000,Z90AZPI0,90A,0,P,SS
5466,E91AP000,Z91AZPI0,91A,0,P,SS
5466,Z11AZPR0,E11AD11A,11A,3,D,FS
5466,Z104ZBR0,E104D104,104,0,D,FS
5466,W105ON00,E105D105,105,-1,D,FS
5466,W107ON00,E107D107,107,-1,D,FS
5466,Z10FZPR0,E10FD10F,10F,0,D,FS
5466,Z12DZPR0,E12DD12D,12D,3,D,FS
5466,Z12EZPR0,E12ED12E,12E,2,D,FS
5466,Z13DZPR0,E13DD13D,13D,2,D,FS
5466,Z13EZPR0,E13ED13E,13E,1,D,FS
5466,P203BP00,E203D203,203,1,D,FS
5466,P204BP00,E204D204,204,1,D,FS
5466,P205BP00,E205D205,205,3,D,FS
5466,P206BP00,E206D206,206,3,D,FS
5466,P207BP00,E207D207,207,3,D,FS
5466,P208BP00,E208D208,208,2,D,FS
5466,Z20JZPR0,E20JD20J,20J,1,D,FS
5466,Z20KZPR0,E20KD20K,20K,1,D,FS
5466,Z20LZPR0,E20LD20L,20L,1,D,FS
5466,Z20MZPR0,E20MD20M,20M,1,D,FS
5466,Z20NZPR0,E20ND20N,20N,2,D,FS
5466,Z22AZPR0,E22AD22A,22A,3,D,FS
5466,Z22BZPR0,E22BD22B,22B,2,D,FS
5466,Z23AZPR0,E23AD23A,23A,3,D,FS
5466,Z23BZPR0,E23BD23B,23B,2,D,FS
5466,Z50AZPR0,E50AD50A,50A,0,D,FS
5466,Z50BZPR0,E50BD50B,50B,0,D,FS
5466,Z50CZPR0,E50CD50C,50C,2,D,FS
5466,E50DPM00,E50DD50D,50D,0,D,FS
5466,E50EPM00,E50ED50E,50E,0,D,FS
5466,Z50FZPR0,E50FD50F,50F,0,D,FS
5466,E50GPM00,E50GD50G,50G,0,D,FS
5466,Z50HZPR0,E50HD50H,50H,1,D,FS
5466,Z622ZBR0,E622D622,622,2,D,FS
5466,Z62AZPR0,E62AD62A,62A,4,D,FS
5466,Z62CZPR0,E62CD62C,62C,5,D,FS
5466,Z62DZPR0,E62DD62D,62D,2,D,FS
5466,Z62EZPR0,E62ED62E,62E,4,D,FS
5466,Z62FZPR0,E62FD62F,62F,3,D,FS
5466,Z62GZPR0,E62GD62G,62G,1,D,FS
5466,Z62HZPR0,E62HD62H,62H,1,D,FS
5466,Z632ZBR0,E632D632,632,2,D,FS
5466,Z63AZPR0,E63AD63A,63A,4,D,FS
5466,Z63CZPR0,E63CD63C,63C,5,D,FS
5466,Z63DZPR0,E63DD63D,63D,2,D,FS
5466,Z63EZPR0,E63ED63E,63E,4,D,FS
5466,Z63FZPR0,E63FD63F,63F,3,D,FS
5466,Z63GZPR0,E63GD63G,63G,1,D,FS
5466,Z63HZPR0,E63HD63H,63H,1,D,FS
5466,W723GA00,E723D723,723,3,D,FS
5466,W724GA00,E724D724,724,5,D,FS
5466,W725GA00,E725D725,725,7,D,FS
5466,W726GA00,E726D726,726,10,D,FS
5466,W727GA00,E727D727,727,4,D,FS
5466,W728GA00,E728D728,728,6,D,FS
5466,W733GA00,E733D733,733,7,D,FS
5466,W734GA00,E734D734,734,5,D,FS
5466,W735GA00,E735D735,735,7,D,FS
5466,W736GA00,E736D736,736,10,D,FS
5466,W737GA00,E737D737,737,4,D,FS
5466,W738GA00,E738D738,738,4,D,FS
5466,Z80AZPR0,E80AD80A,80A,1,D,FS
5466,Z80BZPR0,E80BD80B,80B,0,D,FS
5466,Z80CZPR0,E80CD80C,80C,1,D,FS
5466,Z80DZPR0,E80DD80D,80D,1,D,FS
5466,E90APM00,E90AD90A,90A,0,D,FS
5466,E91APM00,E91AD91A,91A,0,D,FS
5466,P998BP00,E998D998,998,3,D,FS
5466,Z11HZPR0,E11HD11H,11H,0,D,FS
5466,W421ON00,E22AP421,421,0,P,FS
5466,W431ON00,E23AP431,431,0,P,FS
5466,Z101ZBR0,E10AP101,101,4,P,FS
5466,Z102ZBR0,E10AP102,102,2,P,FS
5466,Z110ZBR0,E10AP110,110,5,P,FS
5466,W122GL00,E10CP122,122,3,P,FS
5466,W132GL00,E10CP132,132,3,P,FS
5466,W142GL00,E10CP142,142,1,P,FS
5466,W152GL00,E10CP152,152,1,P,FS
5466,W108GL00,E10FP108,108,2,P,FS
5466,W109GL00,E10FP109,109,0,P,FS
5466,Z182ZBR0,E10HP182,182,1,P,FS
5466,Z192ZBR0,E10HP192,192,-1,P,FS
5466,Z183ZBR0,E10HP183,183,-1,P,FS
5466,Z193ZBR0,E10HP193,193,-1,P,FS
5466,Z11BZBR0,E11AP11B,11B,2,P,FS
5466,Z171ZBR0,E11AP171,171,3,P,FS
5466,Z161ZBR0,E11AP161,161,3,P,FS
5466,Z10AZPR0,E11AP10A,10A,1,P,FS
5466,Z10CZPR0,E11AP10C,10C,1,P,FS
5466,S131A200,E11BP131,131,3,P,FS
5466,S121A200,E11BP121,121,3,P,FS
5466,Z111ZBR0,E11HP111,111,5,P,FS
5466,Z113ZBR0,E11HP113,113,1,P,FS
5466,Z10HZPR0,E11HP10H,10H,0,P,FS
5466,W123GL00,E12DP123,123,4,P,FS
5466,W143GL00,E12DP143,143,1,P,FS
5466,W106GL00,E12EP106,106,3,P,FS
5466,W124GL00,E12EP124,124,2,P,FS
5466,W144GL00,E12EP144,144,2,P,FS
5466,Z125ZBR0,E12EP125,125,2,P,FS
5466,Z145ZBR0,E12EP145,145,2,P,FS
5466,Z133ZBR0,E13DP133,133,7,P,FS
5466,Z153ZBR0,E13DP153,153,-1,P,FS
5466,W134GL00,E13EP134,134,3,P,FS
5466,Z154ZBR0,E13EP154,154,0,P,FS
5466,Z135ZBR0,E13EP135,135,7,P,FS
5466,Z155ZBR0,E13EP155,155,7,P,FS
5466,P209BP00,E20JP209,209,0,P,FS
5466,W729GA00,E20JP729,729,3,P,FS
5466,W739GA00,E20JP739,739,3,P,FS
5466,Z239ZBR0,E20JP239,239,-1,P,FS
5466,Z229ZBR0,E20JP229,229,-1,P,FS
5466,Z639ZBR0,E20JP639,639,0,P,FS
5466,Z629ZBR0,E20JP629,629,0,P,FS
5466,E50JPM00,E20JP50J,50J,0,P,FS
5466,P211BP00,E20KP211,211,0,P,FS
5466,W741GA00,E20KP741,741,5,P,FS
5466,W751GA00,E20KP751,751,5,P,FS
5466,Z251ZBR0,E20KP251,251,-1,P,FS
5466,Z241ZBR0,E20KP241,241,-1,P,FS
5466,W451GA00,E20KP451,451,1,P,FS
5466,W441GA00,E20KP441,441,1,P,FS
5466,Z651ZBR0,E20KP651,651,0,P,FS
5466,Z641ZBR0,E20KP641,641,0,P,FS
5466,Z50KZPR0,E20KP50K,50K,1,P,FS
5466,P212BP00,E20LP212,212,0,P,FS
5466,W742GA00,E20LP742,742,1,P,FS
5466,W752GA00,E20LP752,752,0,P,FS
5466,Z252ZBR0,E20LP252,252,0,P,FS
5466,Z242ZBR0,E20LP242,242,0,P,FS
5466,W452GA00,E20LP452,452,6,P,FS
5466,W442GA00,E20LP442,442,6,P,FS
5466,Z652ZBR0,E20LP652,652,0,P,FS
5466,Z642ZBR0,E20LP642,642,0,P,FS
5466,Z50LZPR0,E20LP50L,50L,1,P,FS
5466,P253BP00,E20MP253,253,0,P,FS
5466,P243BP00,E20MP243,243,0,P,FS
5466,Z293ZBR0,E20MP293,293,0,P,FS
5466,Z283ZBR0,E20MP283,283,0,P,FS
5466,W743GA00,E20MP743,743,1,P,FS
5466,W753GA00,E20MP753,753,1,P,FS
5466,W443GA00,E20MP443,443,3,P,FS
5466,W453GA00,E20MP453,453,3,P,FS
5466,Z643ZBR0,E20MP643,643,0,P,FS
5466,Z653ZBR0,E20MP653,653,0,P,FS
5466,Z50MZPR0,E20MP50M,50M,1,P,FS
5466,P254BP00,E20NP254,254,0,P,FS
5466,P244BP00,E20NP244,244,0,P,FS
5466,Z294ZBR0,E20NP294,294,0,P,FS
5466,Z284ZBR0,E20NP284,284,0,P,FS
5466,W754GA00,E20NP754,754,0,P,FS
5466,W744GA00,E20NP744,744,0,P,FS
5466,Z654ZBR0,E20NP654,654,0,P,FS
5466,Z644ZBR0,E20NP644,644,0,P,FS
5466,Z50NZPR0,E20NP50N,50N,3,P,FS
5466,P221BP00,E22AP221,221,2,P,FS
5466,Z261ZBR0,E22AP261,261,0,P,FS
5466,W721GL00,E22AP721,721,5,P,FS
5466,P222BP00,E22BP222,222,2,P,FS
5466,W722GA00,E22BP722,722,4,P,FS
5466,Z262ZBR0,E22BP262,262,0,P,FS
5466,P231BP00,E23AP231,231,2,P,FS
5466,Z271ZBR0,E23AP271,271,0,P,FS
5466,W731GL00,E23AP731,731,5,P,FS
5466,P232BP00,E23BP232,232,2,P,FS
5466,W732GA00,E23BP732,732,6,P,FS
5466,Z272ZBR0,E23BP272,272,0,P,FS
5466,Z521ZBR0,E50AP521,521,0,P,FS
5466,Z531ZBR0,E50AP531,531,0,P,FS
5466,Z522ZBR0,E50BP522,522,-1,P,FS
5466,Z532ZBR0,E50BP532,532,-1,P,FS
5466,Z523ZBR0,E50CP523,523,5,P,FS
5466,Z533ZBR0,E50CP533,533,5,P,FS
5466,Z524ZBR0,E50DP524,524,2,P,FS
5466,Z534ZBR0,E50DP534,534,1,P,FS
5466,Z525ZBR0,E50EP525,525,5,P,FS
5466,Z535ZBR0,E50EP535,535,4,P,FS
5466,Z526ZBR0,E50FP526,526,2,P,FS
5466,Z536ZBR0,E50FP536,536,2,P,FS
5466,Z527ZBR0,E50GP527,527,-1,P,FS
5466,Z537ZBR0,E50GP537,537,-1,P,FS
5466,Z561ZBR0,E50GP561,561,-1,P,FS
5466,Z571ZBR0,E50GP571,571,-1,P,FS
5466,Z528ZBR0,E50HP528,528,-1,P,FS
5466,Z538ZBR0,E50HP538,538,-1,P,FS
5466,Z529ZBR0,E50JP529,529,-1,P,FS
5466,Z539ZBR0,E50JP539,539,-1,P,FS
5466,Z541ZBR0,E50KP541,541,-1,P,FS
5466,Z551ZBR0,E50KP551,551,-1,P,FS
5466,Z542ZBR0,E50LP542,542,0,P,FS
5466,Z552ZBR0,E50LP552,552,0,P,FS
5466,Z543ZBR0,E50MP543,543,0,P,FS
5466,Z553ZBR0,E50MP553,553,0,P,FS
5466,Z544ZBR0,E50NP544,544,0,P,FS
5466,Z554ZBR0,E50NP554,554,0,P,FS
5466,Z621ZBR0,E62AP621,621,1,P,FS
5466,Z661ZBR0,E62AP661,661,1,P,FS
5466,P223BP00,E62CP223,223,3,P,FS
5466,Z263ZBR0,E62CP263,263,1,P,FS
5466,Z623ZBR0,E62CP623,623,5,P,FS
5466,W423GA00,E62CP423,423,7,P,FS
5466,Z224ZBR0,E62DP224,224,7,P,FS
5466,Z624ZBR0,E62DP624,624,5,P,FS
5466,W424GA00,E62DP424,424,6,P,FS
5466,Z225ZBR0,E62EP225,225,1,P,FS
5466,Z625ZBR0,E62EP625,625,3,P,FS
5466,Z226ZBR0,E62FP226,226,4,P,FS
5466,Z626ZBR0,E62FP626,626,2,P,FS
5466,W426GA00,E62FP426,426,3,P,FS
5466,Z227ZBR0,E62GP227,227,7,P,FS
5466,Z627ZBR0,E62GP627,627,7,P,FS
5466,W427GA00,E62GP427,427,8,P,FS
5466,Z228ZBR0,E62HP228,228,0,P,FS
5466,Z628ZBR0,E62HP628,628,0,P,FS
5466,W428GA00,E62HP428,428,7,P,FS
5466,Z631ZBR0,E63AP631,631,1,P,FS
5466,Z671ZBR0,E63AP671,671,2,P,FS
5466,P233BP00,E63CP233,233,4,P,FS
5466,Z273ZBR0,E63CP273,273,1,P,FS
5466,Z633ZBR0,E63CP633,633,5,P,FS
5466,W433GA00,E63CP433,433,7,P,FS
5466,Z234ZBR0,E63DP234,234,5,P,FS
5466,Z634ZBR0,E63DP634,634,5,P,FS
5466,W434GA00,E63DP434,434,6,P,FS
5466,Z235ZBR0,E63EP235,235,2,P,FS
5466,Z635ZBR0,E63EP635,635,3,P,FS
5466,Z236ZBR0,E63FP236,236,2,P,FS
5466,Z636ZBR0,E63FP636,636,2,P,FS
5466,W436GA00,E63FP436,436,3,P,FS
5466,Z237ZBR0,E63GP237,237,7,P,FS
5466,Z637ZBR0,E63GP637,637,8,P,FS
5466,W437GA00,E63GP437,437,9,P,FS
5466,Z238ZBR0,E63HP238,238,0,P,FS
5466,Z638ZBR0,E63HP638,638,1,P,FS
5466,W438GA00,E63HP438,438,7,P,FS
5466,P801BP00,E80AP801,801,-1,P,FS
5466,Z822ZBR0,E80AP822,822,-1,P,FS
5466,Z832ZBR0,E80AP832,832,-1,P,FS
5466,Z802ZBR0,E80AP802,802,-1,P,FS
5466,Z823ZBR0,E80BP823,823,-1,P,FS
5466,Z833ZBR0,E80BP833,833,-1,P,FS
5466,P803BP00,E80BP803,803,0,P,FS
5466,Z824ZBR0,E80CP824,824,0,P,FS
5466,Z834ZBR0,E80CP834,834,0,P,FS
5466,Z825ZBR0,E80CP825,825,0,P,FS
5466,Z835ZBR0,E80CP835,835,0,P,FS
5466,P804BP00,E80CP804,804,0,P,FS
5466,Z826ZBR0,E80DP826,826,0,P,FS
5466,Z836ZBR0,E80DP836,836,0,P,FS
5466,Z805ZBR0,E80DP805,805,4,P,FS
5466,P811BP00,E80DP811,811,7,P,FS
