PROJECTNO,ACTIVITYCODE,LOCATIONCODE,LOCATIONTYPE,DESCRIPTION,PLANDURATION,물량,단위, 작업장
5466,P571BP00,571,B,571 BLK B Stage 선행 도장,5,561,M2,선행도장-상선-도장
5466,W571GA00,571,B,571 BLK A Stage 대조 의장 ('A'),14,1419.6,KG,조립의장-상선관철
5466,S634A000,634,B,634 BLK B Stage 조립,15,2641,JL,조립1-PBS
5466,C621CC00,621,B,621 BLK J Stage 절단,18,98.6,TON,가공-상선-절단
5466,S426A000,426,B,426 BLK B Stage 조립,9,624.1,JL,조립3-상선-NPS
5466,W225GC00,225,B,225 BLK C Stage 중조 의장 ('C'),13,928.5,KG,조립의장-상선관철
5466,S835A000,835,B,835 BLK B Stage 조립,17,1264.2,JL,조립3-상선-NPS
5466,S626A000,626,B,626 BLK B Stage 조립,15,3368.9,JL,조립1-PBS
5466,Z241ZBR0,241,B,241 BLK B Stage 발판 해체,1,223.3,매,발판지원-상선 일반발판
5466,Z832ZBI0,832,B,832 BLK B Stage 발판 설치,1,110,매,발판지원-상선 일반발판
5466,S294A000,294,B,294 BLK B Stage 조립,18,2185.1,JL,해양조립-조립-해양제작 1공장
5466,W293GA00,293,B,293 BLK A Stage 대조 의장 ('A'),11,306,KG,조립의장-상선관철
5466,S293A000,293,B,293 BLK B Stage 조립,17,1892.6,JL,해양조립-조립-해양제작 1공장
5466,P293BP00,293,B,293 BLK B Stage 선행 도장,7,4202.2,M2,선행도장-상선-도장
5466,C627CC00,627,B,627 BLK J Stage 절단,14,249.6,TON,가공-상선-절단
5466,Z627ZBR0,627,B,627 BLK B Stage 발판 해체,1,314,매,발판지원-상선 일반발판
5466,C183CP00,183,B,183 BLK J Stage 절단 전처리,19,0,TON,가공-상선-전처리
5466,W524GA00,524,B,524 BLK A Stage 대조 의장 ('A'),4,281,KG,조립의장-상선관철
5466,P223BC00,223,B,223 BLK B Stage 선행 도장 전처리,1,2373.8,M2,선행도장-상선-전처리
5466,C225CP00,225,B,225 BLK J Stage 절단 전처리,20,0,TON,가공-상선-전처리
5466,Z263ZBI0,263,B,263 BLK B Stage 발판 설치,1,138,매,발판지원-상선 일반발판
5466,P239BC00,239,B,239 BLK B Stage 선행 도장 전처리,1,5841.58,M2,선행도장-상선-전처리
5466,P836BP00,836,B,836 BLK B Stage 선행 도장,6,2148.2,M2,선행도장-상선-도장
5466,W102GB00,102,B,102 BLK B Stage 의장 ('B'),10,18735.929,KG,선행의장-상선 기장(POS)
5466,S542A000,542,B,542 BLK B Stage 조립,13,2651.6,JL,조립1-PBS
5466,Z635ZBR0,635,B,635 BLK B Stage 발판 해체,1,366.7,매,발판지원-상선 일반발판
5466,S113A000,113,B,113 BLK B Stage 조립,32,1131.7,JL,사외-조립-주)퍼시
5466,C283CP00,283,B,283 BLK J Stage 절단 전처리,16,0,TON,가공-상선-전처리
5466,S905A000,905,B,905 BLK B Stage 조립,15,0,0,사외-조립-신한기계-선실용
5466,C633CP00,633,B,633 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,C154CP00,154,B,154 BLK J Stage 절단 전처리,27,0,TON,가공-상선-전처리
5466,C152CP00,152,B,152 BLK J Stage 절단 전처리,27,0,TON,가공-상선-전처리
5466,W836GA00,836,B,836 BLK A Stage 대조 의장 ('A'),10,1,LOT,조립의장-상선관철
5466,W144GC00,144,B,144 BLK C Stage 중조 의장 ('C'),13,206.56,KG,해양의장3-선행-해양관철(조립의장)
5466,Z242ZBI0,242,B,242 BLK B Stage 발판 설치,1,230,매,발판지원-상선 일반발판
5466,P652BC00,652,B,652 BLK B Stage 선행 도장 전처리,1,4367.58,M2,선행도장-상선-전처리
5466,P261BP00,261,B,261 BLK B Stage 선행 도장,8,5839.6,M2,선행도장-상선-도장
5466,S223A000,223,B,223 BLK B Stage 조립,15,1228.8,JL,조립1-PBS
5466,W651GA00,651,B,651 BLK A Stage 대조 의장 ('A'),14,327.5,KG,조립의장-상선관철
5466,Z125ZBI0,125,B,125 BLK B Stage 발판 설치,1,83.3,매,사외-발판-(주)퍼쉬 (안정공장)
5466,W222GC00,222,B,222 BLK C Stage 중조 의장 ('C'),7,1439.7,KG,조립의장-상선관철
5466,P537BP00,537,B,537 BLK B Stage 선행 도장,6,3929.6,M2,선행도장-상선-도장
5466,Z627ZBI0,627,B,627 BLK B Stage 발판 설치,2,314,매,발판지원-상선 일반발판
5466,Z834ZBI0,834,B,834 BLK B Stage 발판 설치,1,137.7,매,발판지원-상선 일반발판
5466,U132GB00,132,B,132 BLK B Stage UNIT 의장 ('B'),7,318.165,KG,사외-선행의장 기장-삼강에스앤씨
5466,U142GB00,142,B,142 BLK B Stage UNIT 의장 ('B'),8,1,LOT,선행의장-상선 기장(기타:UNIT조립)
5466,S625A000,625,B,625 BLK B Stage 조립,15,3060.1,JL,조립1-PBS
5466,Z192ZBR0,192,B,192 BLK B Stage 발판 해체,1,164.2,매,발판지원-상선 일반발판
5466,T105O000,105,P,PE장 착수~탑재 공기,6,0,-,NO1
5466,C231CC00,231,B,231 BLK J Stage 절단,14,164.8,TON,가공-상선-절단
5466,Z661ZBR0,661,B,661 BLK B Stage 발판 해체,1,206.5,매,발판지원-상선 일반발판
5466,Z235ZBR0,235,B,235 BLK B Stage 발판 해체,1,225,매,발판지원-상선 일반발판
5466,P731BP00,731,B,731 BLK B Stage 선행 도장,4,538.4,M2,선행도장-상선-도장
5466,W633GA00,633,B,633 BLK A Stage 대조 의장 ('A'),10,3195.7,KG,조립의장-상선관철
5466,W153GS00,153,B,153 BLK S Stage 소조 의장 ('S'),5,180.78,KG,해양의장3-선행-해양관철(조립의장)
5466,W552GA00,552,B,552 BLK A Stage 대조 의장 ('A'),23,1546.1,KG,조립의장-상선관철
5466,Z143ZBR0,143,B,143 BLK B Stage 발판 해체,1,248.2,매,발판지원-상선 일반발판
5466,Z134ZBR0,134,B,134 BLK B Stage 발판 해체,2,285.7,매,발판지원-상선 일반발판
5466,W923GB00,923,B,923 BLK B Stage 의장 ('B'),16,0,0,사외-선행의장-관철-신한기계-선실용
5466,S225A000,225,B,225 BLK B Stage 조립,21,3153.8,JL,조립1-PBS
5466,S237A000,237,B,237 BLK B Stage 조립,21,3041.4,JL,조립1-PBS
5466,C751CP00,751,B,751 BLK J Stage 절단 전처리,15,0,TON,가공-상선-전처리
5466,P142BC00,142,B,142 BLK B Stage 선행 도장 전처리,1,1280.75,M2,선행도장-상선-전처리
5466,S206A000,206,B,206 BLK B Stage 조립,15,3622.9,JL,조립1-PBS
5466,S532A000,532,B,532 BLK B Stage 조립,13,2491.2,JL,조립3-상선-NPS
5466,P523BP00,523,B,523 BLK B Stage 선행 도장,6,4657,M2,선행도장-상선-도장
5466,P206BP00,206,B,206 BLK B Stage 선행 도장,6,8710.1,M2,선행도장-상선-도장
5466,Z633ZBI0,633,B,633 BLK B Stage 발판 설치,2,322.3,매,발판지원-상선 일반발판
5466,S207A000,207,B,207 BLK B Stage 조립,14,3001.7,JL,조립1-PBS
5466,P544BC00,544,B,544 BLK B Stage 선행 도장 전처리,1,2805.04,M2,선행도장-상선-전처리
5466,W823GS00,823,B,823 BLK S Stage 소조 의장 ('S'),5,188,KG,조립의장-상선관철
5466,C171CP00,171,B,171 BLK J Stage 절단 전처리,20,0,TON,가공-상선-전처리
5466,C621CP00,621,B,621 BLK J Stage 절단 전처리,18,0,TON,가공-상선-전처리
5466,Z823ZBR0,823,B,823 BLK B Stage 발판 해체,1,176.5,매,발판지원-상선 일반발판
5466,P551BC00,551,B,551 BLK B Stage 선행 도장 전처리,1,3641.02,M2,선행도장-상선-전처리
5466,C144CP00,144,B,144 BLK J Stage 절단 전처리,20,0,TON,가공-상선-전처리
5466,C906CC00,906,B,906 BLK J Stage 절단,14,0,TON,사외-가공 절단-신한기계-선실용
5466,S144A000,144,B,144 BLK B Stage 조립,21,1931.6,JL,해양조립-조립-해양제작 1공장
5466,P542BC00,542,B,542 BLK B Stage 선행 도장 전처리,1,3526.18,M2,선행도장-상선-전처리
5466,S106A000,106,B,106 BLK B Stage 조립,19,619.7,JL,해양조립-조립-해양제작 1공장
5466,P110BP00,110,B,110 BLK B Stage 선행 도장,7,1228.8,M2,선행도장-상선-도장
5466,P203BC00,203,B,203 BLK B Stage 선행 도장 전처리,1,6458.82,M2,선행도장-상선-전처리
5466,W932GB00,932,B,932 BLK B Stage 의장 ('B'),16,0,0,사외-선행의장-관철-신한기계-선실용
5466,P207BC00,207,B,207 BLK B Stage 선행 도장 전처리,1,6090.06,M2,선행도장-상선-전처리
5466,P207BP00,207,B,207 BLK B Stage 선행 도장,6,8116.7,M2,선행도장-상선-도장
5466,P534BC00,534,B,534 BLK B Stage 선행 도장 전처리,1,3333.36,M2,선행도장-상선-전처리
5466,P222BP00,222,B,222 BLK B Stage 선행 도장,7,5715.3,M2,선행도장-상선-도장
5466,Z134ZBI0,134,B,134 BLK B Stage 발판 설치,3,285.7,매,발판지원-상선 일반발판
5466,C101CP00,101,B,101 BLK J Stage 절단 전처리,29,0,TON,가공-상선-전처리
5466,S834A000,834,B,834 BLK B Stage 조립,17,1398.1,JL,조립3-상선-NPS
5466,Z227ZBR0,227,B,227 BLK B Stage 발판 해체,1,225,매,발판지원-상선 일반발판
5466,C636CP00,636,B,636 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,Z251ZBR0,251,B,251 BLK B Stage 발판 해체,1,223.3,매,발판지원-상선 일반발판
5466,S145A000,145,B,145 BLK B Stage 조립,31,787.6,JL,사외-조립-(주)퍼쉬 (안정공장)
5466,S443A000,443,B,443 BLK B Stage 조립,9,200.2,JL,조립3-상선-NPS
5466,W554GA00,554,B,554 BLK A Stage 대조 의장 ('A'),4,967.9,KG,조립의장-상선관철
5466,P622BP01,622,B,622 BLK B Stage 선행 보수 도장,3,1,LOT,선행도장-상선-도장
5466,Z234ZBR0,234,B,234 BLK B Stage 발판 해체,1,136.7,매,발판지원-상선 일반발판
5466,S254A000,254,B,254 BLK B Stage 조립,15,2040.6,JL,조립1-PBS
5466,P804BP00,804,B,804 BLK B Stage 선행 도장,6,674.2,M2,선행도장-상선-도장
5466,P623BP01,623,B,623 BLK B Stage 선행 보수 도장,3,1,LOT,선행도장-상선-도장
5466,W523GA00,523,B,523 BLK A Stage 대조 의장 ('A'),5,2428.6,KG,조립의장-상선관철
5466,P561BP00,561,B,561 BLK B Stage 선행 도장,5,573.5,M2,선행도장-상선-도장
5466,C561CP00,561,B,561 BLK J Stage 절단 전처리,19,0,TON,가공-상선-전처리
5466,U193GB00,193,B,193 BLK B Stage UNIT 의장 ('B'),8,1,LOT,선행의장-상선 기장(기타:UNIT조립)
5466,C227CP00,227,B,227 BLK J Stage 절단 전처리,20,0,TON,가공-상선-전처리
5466,W227GC00,227,B,227 BLK C Stage 중조 의장 ('C'),13,906.8,KG,조립의장-상선관철
5466,S228A000,228,B,228 BLK B Stage 조립,22,2969.3,JL,조립1-PBS
5466,S154A000,154,B,154 BLK B Stage 조립,25,2064.3,JL,해양조립-조립-해양제작 1공장
5466,C723CP00,723,B,723 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,P624BP00,624,B,624 BLK B Stage 선행 도장,7,5918.1,M2,선행도장-상선-도장
5466,S991A000,991,B,991 BLK B Stage 조립,37,0,0,사외-조립-신한기계-선실용
5466,W751GA00,751,B,751 BLK A Stage 대조 의장 ('A'),10,2133,KG,조립의장-상선관철
5466,W535GC00,535,B,535 BLK C Stage 중조 의장 ('C'),5,694.1,KG,조립의장-상선관철
5466,S811A000,811,B,811 BLK B Stage 조립,5,246.3,JL,사외-조립-기득
5466,W826GC00,826,B,826 BLK C Stage 중조 의장 ('C'),12,26.7,KG,조립의장-상선관철
5466,W123GS00,123,B,123 BLK S Stage 소조 의장 ('S'),5,1,LOT,선행의장-상선 기장(POS)
5466,W193GB00,193,B,193 BLK B Stage 의장 ('B'),7,176.196,KG,선행의장-상선 기장(POS)
5466,S724A000,724,B,724 BLK B Stage 조립,14,1458.2,JL,조립1-PBS
5466,P522BC00,522,B,522 BLK B Stage 선행 도장 전처리,1,3672.8,M2,선행도장-상선-전처리
5466,W535GA00,535,B,535 BLK A Stage 대조 의장 ('A'),4,689.4,KG,조립의장-상선관철
5466,Z154ZBI0,154,B,154 BLK B Stage 발판 설치,3,286,매,발판지원-상선 일반발판
5466,W739GA00,739,B,739 BLK A Stage 대조 의장 ('A'),10,1112.8,KG,조립의장-상선관철
5466,S629A000,629,B,629 BLK B Stage 조립,15,2848.3,JL,조립1-PBS
5466,C754CP00,754,B,754 BLK J Stage 절단 전처리,15,0,TON,가공-상선-전처리
5466,C453CC00,453,B,453 BLK J Stage 절단,8,23.4,TON,가공-상선-절단
5466,C123CP00,123,B,123 BLK J Stage 절단 전처리,22,0,TON,가공-상선-전처리
5466,W239GC00,239,B,239 BLK C Stage 중조 의장 ('C'),13,1,LOT,조립의장-상선관철
5466,C722CP00,722,B,722 BLK J Stage 절단 전처리,16,0,TON,가공-상선-전처리
5466,C998CP00,998,B,998 BLK J Stage 절단 전처리,36,0,TON,가공-상선-전처리
5466,C242CP00,242,B,242 BLK J Stage 절단 전처리,24,0,TON,가공-상선-전처리
5466,Z527ZBI0,527,B,527 BLK B Stage 발판 설치,1,42.7,매,발판지원-상선 일반발판
5466,W527GC00,527,B,527 BLK C Stage 중조 의장 ('C'),7,339.7,KG,조립의장-상선관철
5466,P527BC00,527,B,527 BLK B Stage 선행 도장 전처리,1,3586.61,M2,선행도장-상선-전처리
5466,Z629ZBI0,629,B,629 BLK B Stage 발판 설치,1,313.7,매,발판지원-상선 일반발판
5466,W521GC00,521,B,521 BLK C Stage 중조 의장 ('C'),6,307.6,KG,조립의장-상선관철
5466,A105O000,105,P,PE장 점유 공기,6,0,-,NO1
5466,W631GC00,631,B,631 BLK C Stage 중조 의장 ('C'),11,728.9,KG,선행의장-상선 기장(POS)
5466,P802BP00,802,B,802 BLK B Stage 선행 도장,6,1267.4,M2,선행도장-상선-도장
5466,Z104ZBI0,104,B,104 BLK B Stage 발판 설치,3,447.7,매,발판지원-상선 일반발판
5466,W144GS00,144,B,144 BLK S Stage 소조 의장 ('S'),5,1,LOT,해양의장3-선행-해양관철(조립의장)
5466,W426GA00,426,B,426 BLK A Stage 대조 의장 ('A'),4,274,KG,조립의장-상선관철
5466,S721A000,721,B,721 BLK B Stage 조립,15,1835,JL,조립1-PBS
5466,Z526ZBI0,526,B,526 BLK B Stage 발판 설치,1,49,매,발판지원-상선 일반발판
5466,P144BP00,144,B,144 BLK B Stage 선행 도장,6,2841.5,M2,선행도장-상선-도장
5466,P234BC00,234,B,234 BLK B Stage 선행 도장 전처리,1,5304.84,M2,선행도장-상선-전처리
5466,P642BP01,642,B,642 BLK B Stage 선행 보수 도장,2,1,LOT,선행도장-상선-도장
5466,P528BP00,528,B,528 BLK B Stage 선행 도장,6,4058,M2,선행도장-상선-도장
5466,W652GC00,652,B,652 BLK C Stage 중조 의장 ('C'),10,712.2,KG,조립의장-상선관철
5466,W203GC00,203,B,203 BLK C Stage 중조 의장 ('C'),7,7771.8,KG,조립의장-상선관철
5466,C243CP00,243,B,243 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,C106CC00,106,B,106 BLK J Stage 절단,18,40.1,TON,가공-상선-절단
5466,C531CC00,531,B,531 BLK J Stage 절단,13,228.1,TON,가공-상선-절단
5466,C736CC00,736,B,736 BLK J Stage 절단,15,217.1,TON,가공-상선-절단
5466,C241CC00,241,B,241 BLK J Stage 절단,17,306.7,TON,가공-상선-절단
5466,Z835ZBR0,835,B,835 BLK B Stage 발판 해체,1,210.7,매,발판지원-상선 일반발판
5466,C726CP00,726,B,726 BLK J Stage 절단 전처리,15,0,TON,가공-상선-전처리
5466,C241CP00,241,B,241 BLK J Stage 절단 전처리,17,0,TON,가공-상선-전처리
5466,C424CP00,424,B,424 BLK J Stage 절단 전처리,7,0,TON,가공-상선-전처리
5466,C133CC00,133,B,133 BLK J Stage 절단,26,179.5,TON,가공-상선-절단
5466,C222CC00,222,B,222 BLK J Stage 절단,14,237.2,TON,가공-상선-절단
5466,Z193ZBR0,193,B,193 BLK B Stage 발판 해체,1,72.7,매,발판지원-상선 일반발판
5466,P102BP00,102,B,102 BLK B Stage 선행 도장,7,2751.8,M2,선행도장-상선-도장
5466,P524BP00,524,B,524 BLK B Stage 선행 도장,6,3903.6,M2,선행도장-상선-도장
5466,C724CP00,724,B,724 BLK J Stage 절단 전처리,13,0,TON,가공-상선-전처리
5466,W226GA00,226,B,226 BLK A Stage 대조 의장 ('A'),7,2340.5,KG,조립의장-상선관철
5466,P721BP00,721,B,721 BLK B Stage 선행 도장,4,538.4,M2,선행도장-상선-도장
5466,P625BC00,625,B,625 BLK B Stage 선행 도장 전처리,1,5243.02,M2,선행도장-상선-전처리
5466,S561A000,561,B,561 BLK B Stage 조립,20,319.3,JL,해양조립-조립-해양제작 1공장
5466,S731A000,731,B,731 BLK B Stage 조립,16,1801.3,JL,조립3-상선-NPS
5466,W105GS00,105,B,105 BLK S Stage 소조 의장 ('S'),5,1,LOT,선행의장-상선 기장(POS)
5466,C254CP00,254,B,254 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,S825A000,825,B,825 BLK B Stage 조립,17,1494.5,JL,조립3-상선-NPS
5466,Z622ZBI0,622,B,622 BLK B Stage 발판 설치,2,272.2,매,발판지원-상선 일반발판
5466,S836A000,836,B,836 BLK B Stage 조립,20,1542.5,JL,조립5-조립 GBS
5466,P113BC00,113,B,113 BLK B Stage 선행 도장 전처리,1,2438.2,M²,사외-선행도장 전처리-(주)퍼쉬 (안정공장)
5466,P192BC00,192,B,192 BLK B Stage 선행 도장 전처리,1,4813.52,M2,선행도장-상선-전처리
5466,W182GB00,182,B,182 BLK B Stage 의장 ('B'),3,1,LOT,선행의장-상선 기장(POS)
5466,W153GB00,153,B,153 BLK B Stage 의장 ('B'),13,2149.466,KG,해양의장3-선행-해양관철(조립의장)
5466,W144GL00,144,B,144 COUPLAR BASE 설치,4,-,-,#N/A
5466,W109GL00,109,B,109 COUPLAR BASE 설치,2,-,-,#N/A
5466,P253BC00,253,B,253 BLK B Stage 선행 도장 전처리,1,5318.48,M2,선행도장-상선-전처리
5466,C523CP00,523,B,523 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,Z521ZBR0,521,B,521 BLK B Stage 발판 해체,1,110,매,발판지원-상선 일반발판
5466,W726GA00,726,B,726 BLK A Stage 대조 의장 ('A'),8,2359.8,KG,조립의장-상선관철
5466,W652GA00,652,B,652 BLK A Stage 대조 의장 ('A'),12,3113.1,KG,조립의장-상선관철
5466,S424A000,424,B,424 BLK B Stage 조립,8,278.8,JL,조립3-상선-NPS
5466,C232CP00,232,B,232 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,C182CP00,182,B,182 BLK J Stage 절단 전처리,26,0,TON,가공-상선-전처리
5466,C143CP00,143,B,143 BLK J Stage 절단 전처리,24,0,TON,가공-상선-전처리
5466,P833BC00,833,B,833 BLK B Stage 선행 도장 전처리,1,2354.54,M2,선행도장-상선-전처리
5466,W207GA00,207,B,207 BLK A Stage 대조 의장 ('A'),8,715.4,KG,조립의장-상선관철
5466,P242BC00,242,B,242 BLK B Stage 선행 도장 전처리,1,5104.66,M2,선행도장-상선-전처리
5466,C632CP00,632,B,632 BLK J Stage 절단 전처리,18,0,TON,가공-상선-전처리
5466,C423CP00,423,B,423 BLK J Stage 절단 전처리,8,0,TON,가공-상선-전처리
5466,P638BP01,638,B,638 BLK B Stage 선행 보수 도장,3,1,LOT,선행도장-상선-도장
5466,U142GC00,142,B,142 BLK C Stage 중조 UNIT 의장 ('C'),8,4346.833,KG,선행의장-상선 기장(기타:UNIT조립)
5466,C437CC00,437,B,437 BLK J Stage 절단,8,32.1,TON,가공-상선-절단
5466,C121CP00,121,B,121 BLK J Stage 절단 전처리,30,0,TON,가공-상선-전처리
5466,S132A000,132,B,132 BLK B Stage 조립,21,2196.7,JL,사외-조립-삼강에스앤씨
5466,Z661ZBI0,661,B,661 BLK B Stage 발판 설치,1,206.5,매,발판지원-상선 일반발판
5466,S433A000,433,B,433 BLK B Stage 조립,9,624.1,JL,조립3-상선-NPS
5466,W125GB00,125,B,125 BLK B Stage 의장 ('B'),5,431.991,KG,사외-선행의장 기장-(주)퍼쉬 (안정공장)
5466,P204BC00,204,B,204 BLK B Stage 선행 도장 전처리,1,5756.54,M2,선행도장-상선-전처리
5466,C825CC00,825,B,825 BLK J Stage 절단,16,126,TON,가공-상선-절단
5466,Z822ZBR0,822,B,822 BLK B Stage 발판 해체,1,123.3,매,발판지원-상선 일반발판
5466,P933BP00,933,B,933 BLK B Stage 선행 도장,1,0,0,사외-선행도장-신한기계-선실용
5466,Z171ZBR0,171,B,171 BLK B Stage 발판 해체,1,122.8,매,발판지원-상선 일반발판
5466,P111BC00,111,B,111 BLK B Stage 선행 도장 전처리,1,1094.1,M²,사외-선행도장 전처리-신한기계
5466,C733CC00,733,B,733 BLK J Stage 절단,14,224.2,TON,가공-상선-절단
5466,C941CC00,941,B,941 BLK J Stage 절단,14,0,TON,사외-가공 절단-신한기계-선실용
5466,C142CP00,142,B,142 BLK J Stage 절단 전처리,32,0,TON,가공-상선-전처리
5466,Z633ZBR0,633,B,633 BLK B Stage 발판 해체,1,322.3,매,발판지원-상선 일반발판
5466,P635BC00,635,B,635 BLK B Stage 선행 도장 전처리,1,5243.02,M2,선행도장-상선-전처리
5466,Z624ZBR0,624,B,624 BLK B Stage 발판 해체,1,318.7,매,발판지원-상선 일반발판
5466,W752GA00,752,B,752 BLK A Stage 대조 의장 ('A'),11,1,LOT,조립의장-상선관철
5466,C236CC00,236,B,236 BLK J Stage 절단,21,323.5,TON,가공-상선-절단
5466,S910A000,910,B,910 BLK B Stage 조립,40,0,0,사외-조립-신한기계-선실용
5466,Z638ZBI0,638,B,638 BLK B Stage 발판 설치,2,335.7,매,발판지원-상선 일반발판
5466,P224BC00,224,B,224 BLK B Stage 선행 도장 전처리,1,5304.84,M2,선행도장-상선-전처리
5466,P543BC00,543,B,543 BLK B Stage 선행 도장 전처리,1,3525.24,M2,선행도장-상선-전처리
5466,C543CC00,543,B,543 BLK J Stage 절단,14,182.1,TON,가공-상선-절단
5466,Z626ZBI0,626,B,626 BLK B Stage 발판 설치,2,321.2,매,발판지원-상선 일반발판
5466,C252CC00,252,B,252 BLK J Stage 절단,24,282,TON,가공-상선-절단
5466,C9X1CC00,9X1,B,9X1 BLK J Stage 절단,19,1,TON,사외-가공 절단-신한기계-선실용
5466,W736GA00,736,B,736 BLK A Stage 대조 의장 ('A'),5,1269.4,KG,조립의장-상선관철
5466,P226BP00,226,B,226 BLK B Stage 선행 도장,7,8431.3,M2,선행도장-상선-도장
5466,Z651ZBR0,651,B,651 BLK B Stage 발판 해체,1,292.7,매,발판지원-상선 일반발판
5466,C834CP00,834,B,834 BLK J Stage 절단 전처리,23,0,TON,가공-상선-전처리
5466,Z110ZBR0,110,B,110 BLK B Stage 발판 해체,1,11.3,매,발판지원-상선 일반발판
5466,P554BC00,554,B,554 BLK B Stage 선행 도장 전처리,1,2769.04,M2,선행도장-상선-전처리
5466,W273GC00,273,B,273 BLK C Stage 중조 의장 ('C'),15,104.8,KG,조립의장-상선관철
5466,W263GC00,263,B,263 BLK C Stage 중조 의장 ('C'),15,1310,KG,조립의장-상선관철
5466,P653BP00,653,B,653 BLK B Stage 선행 도장,7,6720.3,M2,선행도장-상선-도장
5466,C653CC00,653,B,653 BLK J Stage 절단,16,261.1,TON,가공-상선-절단
5466,P524BC00,524,B,524 BLK B Stage 선행 도장 전처리,1,3396.48,M2,선행도장-상선-전처리
5466,W536GC00,536,B,536 BLK C Stage 중조 의장 ('C'),7,283.8,KG,조립의장-상선관철
5466,U102GB00,102,B,102 BLK B Stage UNIT 의장 ('B'),8,1,LOT,선행의장-상선 기장(기타:UNIT조립)
5466,S121A000,121,B,121 BLK B Stage 조립,31,1542.7,JL,조립2-3DS
5466,W526GA00,526,B,526 BLK A Stage 대조 의장 ('A'),4,3249.1,KG,조립의장-상선관철
5466,W229GA00,229,B,229 BLK A Stage 대조 의장 ('A'),6,383.7,KG,조립의장-상선관철
5466,W625GA00,625,B,625 BLK A Stage 대조 의장 ('A'),10,1392.9,KG,조립의장-상선관철
5466,P108BP00,108,B,108 BLK B Stage 선행 도장,7,1784.95,M2,선행도장-상선-도장
5466,C803CC00,803,B,803 BLK J Stage 절단,9,23.8,TON,가공-상선-절단
5466,W802GA00,802,B,802 BLK A Stage 대조 의장 ('A'),3,1,LOT,조립의장-상선관철
5466,Z835ZBI0,835,B,835 BLK B Stage 발판 설치,1,210.7,매,발판지원-상선 일반발판
5466,Z108ZBI0,108,B,108 BLK B Stage 발판 설치,1,144.2,매,발판지원-상선 일반발판
5466,P531BC00,531,B,531 BLK B Stage 선행 도장 전처리,1,3950.96,M2,선행도장-상선-전처리
5466,P922BC00,922,B,922 BLK B Stage 선행 도장 전처리,1,0,0,사외-선행도장 전처리-신한기계-선실용
5466,S534A000,534,B,534 BLK B Stage 조립,13,2049.1,JL,조립1-PBS
5466,U107GB00,107,B,107 BLK B Stage UNIT 의장 ('B'),8,1,LOT,선행의장-상선 기장(기타:UNIT조립)
5466,Z533ZBR0,533,B,533 BLK B Stage 발판 해체,1,49,매,발판지원-상선 일반발판
5466,P536BC00,536,B,536 BLK B Stage 선행 도장 전처리,1,4054.28,M2,선행도장-상선-전처리
5466,P251BP00,251,B,251 BLK B Stage 선행 도장,7,7710.9,M2,선행도장-상선-도장
5466,C123CC00,123,B,123 BLK J Stage 절단,22,213.4,TON,가공-상선-절단
5466,P836BC00,836,B,836 BLK B Stage 선행 도장 전처리,1,1974.815,M2,선행도장-상선-전처리
5466,C725CC00,725,B,725 BLK J Stage 절단,14,170,TON,가공-상선-절단
5466,C642CP00,642,B,642 BLK J Stage 절단 전처리,18,0,TON,가공-상선-전처리
5466,C436CC00,436,B,436 BLK J Stage 절단,8,66.6,TON,가공-상선-절단
5466,P651BP01,651,B,651 BLK B Stage 선행 보수 도장,2,1,LOT,선행도장-상선-도장
5466,P111BP00,111,B,111 BLK B Stage 선행 도장,9,1614.1,M²,사외-선행도장-신한기계
5466,P641BP00,641,B,641 BLK B Stage 선행 도장,7,6479.4,M2,선행도장-상선-도장
5466,C812CP00,812,B,812 BLK J Stage 절단 전처리,19,0,TON,가공-상선-전처리
5466,P931BP00,931,B,931 BLK B Stage 선행 도장,1,0,0,사외-선행도장-신한기계-선실용
5466,W192GS00,192,B,192 BLK S Stage 소조 의장 ('S'),5,1,LOT,선행의장-상선 기장(POS)
5466,C544CC00,544,B,544 BLK J Stage 절단,13,148.3,TON,가공-상선-절단
5466,P283BP00,283,B,283 BLK B Stage 선행 도장,7,4202.2,M2,선행도장-상선-도장
5466,P529BP00,529,B,529 BLK B Stage 선행 도장,6,4386.9,M2,선행도장-상선-도장
5466,C441CP00,441,B,441 BLK J Stage 절단 전처리,8,0,TON,가공-상선-전처리
5466,Z836ZBI0,836,B,836 BLK B Stage 발판 설치,1,132,매,발판지원-상선 일반발판
5466,C743CP00,743,B,743 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,C671CC00,671,B,671 BLK J Stage 절단,19,179.4,TON,가공-상선-절단
5466,W743GC00,743,B,743 BLK C Stage 중조 의장 ('C'),7,1220.8,KG,조립의장-상선관철
5466,W522GA00,522,B,522 BLK A Stage 대조 의장 ('A'),4,316.5,KG,조립의장-상선관철
5466,P204BP00,204,B,204 BLK B Stage 선행 도장,6,7686.3,M2,선행도장-상선-도장
