PROJECTNO,ACTIVITYCODE,LOCATIONCODE,LOCATIONTYPE,DESCRIPTION,PLANDURATION,물량,단위, 작업장
5466,P236BC00,236,B,236 BLK B Stage 선행 도장 전처리,1,6166.18,M2,선행도장-상선-전처리
5466,P431BP00,431,B,431 BLK B Stage 선행 도장,4,323.8,M2,선행도장-상선-도장
5466,S726A000,726,B,726 BLK B Stage 조립,16,2185.3,JL,조립1-PBS
5466,W723GC00,723,B,723 BLK C Stage 중조 의장 ('C'),7,1053.8,KG,조립의장-상선관철
5466,C204CC00,204,B,204 BLK J Stage 절단,13,288.6,TON,가공-상선-절단
5466,P231BP00,231,B,231 BLK B Stage 선행 도장,7,4265.8,M2,선행도장-상선-도장
5466,C725CP00,725,B,725 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,C211CP00,211,B,211 BLK J Stage 절단 전처리,13,0,TON,가공-상선-전처리
5466,P952BP00,952,B,952 BLK B Stage 선행 도장,1,0,0,사외-선행도장-신한기계-선실용
5466,S9X1A000,9X1,B,9X1 BLK B Stage 조립,20,0,0,사외-조립-신한기계-선실용
5466,P9X1BP00,9X1,B,9X1 BLK B Stage 선행 도장,9,1,LOT,사외-선행도장-신한기계-선실용
5466,Z135ZBR0,135,B,135 BLK B Stage 발판 해체,1,73,매,사외-발판-(주)퍼쉬 (안정공장)
5466,P234BP00,234,B,234 BLK B Stage 선행 도장,7,7208.3,M2,선행도장-상선-도장
5466,P209BP00,209,B,209 BLK B Stage 선행 도장,6,8549.3,M2,선행도장-상선-도장
5466,Z171ZBI0,171,B,171 BLK B Stage 발판 설치,1,122.8,매,발판지원-상선 일반발판
5466,C254CC00,254,B,254 BLK J Stage 절단,14,199.2,TON,가공-상선-절단
5466,W832GA00,832,B,832 BLK A Stage 대조 의장 ('A'),4,54,KG,조립의장-상선관철
5466,C131CP00,131,B,131 BLK J Stage 절단 전처리,30,0,TON,가공-상선-전처리
5466,P205BC00,205,B,205 BLK B Stage 선행 도장 전처리,1,6543.62,M2,선행도장-상선-전처리
5466,P263BP00,263,B,263 BLK B Stage 선행 도장,7,4358.3,M2,선행도장-상선-도장
5466,C736CP00,736,B,736 BLK J Stage 절단 전처리,15,0,TON,가공-상선-전처리
5466,Z142ZBR0,142,B,142 BLK B Stage 발판 해체,1,164.2,매,발판지원-상선 일반발판
5466,Z142ZBI0,142,B,142 BLK B Stage 발판 설치,2,164.2,매,발판지원-상선 일반발판
5466,P421BP00,421,B,421 BLK B Stage 선행 도장,4,323.8,M2,선행도장-상선-도장
5466,Z525ZBI0,525,B,525 BLK B Stage 발판 설치,1,42.7,매,발판지원-상선 일반발판
5466,Z262ZBR0,262,B,262 BLK B Stage 발판 해체,2,263.2,매,발판지원-상선 일반발판
5466,Z122ZBI0,122,B,122 BLK B Stage 발판 설치,2,210.3,매,사외-발판-삼강에스앤씨
5466,C203CP00,203,B,203 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,W272GA00,272,B,272 BLK A Stage 대조 의장 ('A'),8,621,KG,조립의장-상선관철
5466,P284BP00,284,B,284 BLK B Stage 선행 도장,8,4752.7,M2,선행도장-상선-도장
5466,S743A000,743,B,743 BLK B Stage 조립,15,1765.7,JL,조립1-PBS
5466,W263GA00,263,B,263 BLK A Stage 대조 의장 ('A'),8,1652.8,KG,조립의장-상선관철
5466,W155GB00,155,B,155 BLK B Stage 의장 ('B'),5,442.194,KG,사외-선행의장 기장-(주)퍼쉬 (안정공장)
5466,W434GA00,434,B,434 BLK A Stage 대조 의장 ('A'),3,1278.2,KG,조립의장-상선관철
5466,W143GB00,143,B,143 BLK B Stage 의장 ('B'),11,325.539,KG,해양의장3-선행-해양관철(조립의장)
5466,S833A000,833,B,833 BLK B Stage 조립,20,1616.9,JL,조립3-상선-NPS
5466,P122BC00,122,B,122 BLK B Stage 선행 도장 전처리,1,2471.7,M²,사외-선행도장 전처리-삼강에스앤씨
5466,P122BP00,122,B,122 BLK B Stage 선행 도장,8,3217.6,M²,사외-선행도장-삼강에스앤씨
5466,S232A000,232,B,232 BLK B Stage 조립,15,2440.4,JL,조립1-PBS
5466,W145GB00,145,B,145 BLK B Stage 의장 ('B'),5,1099.694,KG,사외-선행의장 기장-(주)퍼쉬 (안정공장)
5466,Z145ZBR0,145,B,145 BLK B Stage 발판 해체,1,70,매,사외-발판-(주)퍼쉬 (안정공장)
5466,P142BP00,142,B,142 BLK B Stage 선행 도장,7,1610.5,M2,선행도장-상선-도장
5466,W110GS00,110,B,110 BLK S Stage 소조 의장 ('S'),5,299.244,KG,선행의장-상선 기장(POS)
5466,W272GC00,272,B,272 BLK C Stage 중조 의장 ('C'),9,416,KG,조립의장-상선관철
5466,W991GB00,991,B,991 BLK B Stage 의장 ('B'),32,0,0,사외-선행의장-관철-신한기계-선실용
5466,P101BC00,101,B,101 BLK B Stage 선행 도장 전처리,1,2459.41,M2,선행도장-상선-전처리
5466,W823GA00,823,B,823 BLK A Stage 대조 의장 ('A'),10,1,LOT,조립의장-상선관철
5466,S431A000,431,B,431 BLK B Stage 조립,9,575.5,JL,조립3-상선-NPS
5466,C427CC00,427,B,427 BLK J Stage 절단,8,32.1,TON,가공-상선-절단
5466,S427A000,427,B,427 BLK B Stage 조립,9,278.8,JL,조립3-상선-NPS
5466,W427GA00,427,B,427 BLK A Stage 대조 의장 ('A'),3,1259,KG,조립의장-상선관철
5466,C428CC00,428,B,428 BLK J Stage 절단,8,66.6,TON,가공-상선-절단
5466,C998CC00,998,B,998 BLK J Stage 절단,36,95.2,TON,가공-상선-절단
5466,C272CP00,272,B,272 BLK J Stage 절단 전처리,16,0,TON,가공-상선-전처리
5466,P832BC00,832,B,832 BLK B Stage 선행 도장 전처리,1,1578.84,M2,선행도장-상선-전처리
5466,C134CP00,134,B,134 BLK J Stage 절단 전처리,24,0,TON,가공-상선-전처리
5466,Z228ZBI0,228,B,228 BLK B Stage 발판 설치,2,267.7,매,발판지원-상선 일반발판
5466,P228BC00,228,B,228 BLK B Stage 선행 도장 전처리,1,5536.28,M2,선행도장-상선-전처리
5466,S737A000,737,B,737 BLK B Stage 조립,15,1670.1,JL,조립1-PBS
5466,W737GA00,737,B,737 BLK A Stage 대조 의장 ('A'),9,2148.5,KG,조립의장-상선관철
5466,C737CP00,737,B,737 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,C738CP00,738,B,738 BLK J Stage 절단 전처리,15,0,TON,가공-상선-전처리
5466,W826GA00,826,B,826 BLK A Stage 대조 의장 ('A'),11,38.3,KG,조립의장-상선관철
5466,P262BP00,262,B,262 BLK B Stage 선행 도장,8,6534.5,M2,선행도장-상선-도장
5466,W544GC00,544,B,544 BLK C Stage 중조 의장 ('C'),5,272.3,KG,조립의장-상선관철
5466,W654GC00,654,B,654 BLK C Stage 중조 의장 ('C'),10,239.1,KG,조립의장-상선관철
5466,C182CC00,182,B,182 BLK J Stage 절단,26,91.7,TON,가공-상선-절단
5466,Z634ZBI0,634,B,634 BLK B Stage 발판 설치,1,318.7,매,발판지원-상선 일반발판
5466,P152BC00,152,B,152 BLK B Stage 선행 도장 전처리,1,1425.715,M2,선행도장-상선-전처리
5466,P551BP00,551,B,551 BLK B Stage 선행 도장,6,4210.1,M2,선행도장-상선-도장
5466,C207CC00,207,B,207 BLK J Stage 절단,13,304.9,TON,가공-상선-절단
5466,W207GC00,207,B,207 BLK C Stage 중조 의장 ('C'),6,6580.6,KG,조립의장-상선관철
5466,Z551ZBR0,551,B,551 BLK B Stage 발판 해체,1,42.7,매,발판지원-상선 일반발판
5466,S211A000,211,B,211 BLK B Stage 조립,14,2977.9,JL,조립1-PBS
5466,P531BP00,531,B,531 BLK B Stage 선행 도장,6,4559.8,M2,선행도장-상선-도장
5466,W109GS00,109,B,109 BLK S Stage 소조 의장 ('S'),5,78.221,KG,선행의장-상선 기장(POS)
5466,C542CP00,542,B,542 BLK J Stage 절단 전처리,12,0,TON,가공-상선-전처리
5466,C733CP00,733,B,733 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,W182GC00,182,B,182 BLK C Stage 중조 의장 ('C'),8,1,LOT,선행의장-상선 기장(POS)
5466,Z104ZBR0,104,B,104 BLK B Stage 발판 해체,2,447.7,매,발판지원-상선 일반발판
5466,Z833ZBR0,833,B,833 BLK B Stage 발판 해체,1,148,매,발판지원-상선 일반발판
5466,C739CC00,739,B,739 BLK J Stage 절단,14,158.7,TON,가공-상선-절단
5466,P123BP00,123,B,123 BLK B Stage 선행 도장,7,4445.4,M2,선행도장-상선-도장
5466,P135BP00,135,B,135 BLK B Stage 선행 도장,7,1535,M²,사외-선행도장-(주)퍼쉬 (안정공장)
5466,W833GC00,833,B,833 BLK C Stage 중조 의장 ('C'),12,51.3,KG,조립의장-상선관철
5466,C811CC00,811,B,811 BLK J Stage 절단,7,18,TON,가공-상선-절단
5466,C635CC00,635,B,635 BLK J Stage 절단,14,256.6,TON,가공-상선-절단
5466,P101BP00,101,B,101 BLK B Stage 선행 도장,8,3564.8,M2,선행도장-상선-도장
5466,P153BC00,153,B,153 BLK B Stage 선행 도장 전처리,1,2458.885,M2,선행도장-상선-전처리
5466,W451GA00,451,B,451 BLK A Stage 대조 의장 ('A'),3,1277.7,KG,조립의장-상선관철
5466,Z122ZBR0,122,B,122 BLK B Stage 발판 해체,1,210.3,매,사외-발판-삼강에스앤씨
5466,S528A000,528,B,528 BLK B Stage 조립,13,2678.2,JL,조립1-PBS
5466,C538CP00,538,B,538 BLK J Stage 절단 전처리,12,0,TON,가공-상선-전처리
5466,P538BC00,538,B,538 BLK B Stage 선행 도장 전처리,1,3410.8,M2,선행도장-상선-전처리
5466,Z825ZBI0,825,B,825 BLK B Stage 발판 설치,1,229,매,발판지원-상선 일반발판
5466,Z641ZBI0,641,B,641 BLK B Stage 발판 설치,1,292.7,매,발판지원-상선 일반발판
5466,P998BP00,998,B,998 BLK B Stage 선행 도장,8,790.7,M2,선행도장-상선-도장
5466,Z642ZBI0,642,B,642 BLK B Stage 발판 설치,2,334.7,매,발판지원-상선 일반발판
5466,W722GA00,722,B,722 BLK A Stage 대조 의장 ('A'),4,1189.1,KG,조립의장-상선관철
5466,S109A000,109,B,109 BLK B Stage 조립,17,2157.9,JL,조립3-상선-NPS
5466,W122GL00,122,B,122 COUPLAR BASE 설치,4,-,-,#N/A
5466,Z272ZBI0,272,B,272 BLK B Stage 발판 설치,2,263.2,매,발판지원-상선 일반발판
5466,S239A000,239,B,239 BLK B Stage 조립,21,3068.6,JL,조립1-PBS
5466,S644A000,644,B,644 BLK B Stage 조립,18,3303.3,JL,조립5-조립 GBS
5466,W623GA00,623,B,623 BLK A Stage 대조 의장 ('A'),10,3085.8,KG,조립의장-상선관철
5466,P229BP00,229,B,229 BLK B Stage 선행 도장,7,7991.1,M2,선행도장-상선-도장
5466,P639BP01,639,B,639 BLK B Stage 선행 보수 도장,3,1,LOT,선행도장-상선-도장
5466,C536CP00,536,B,536 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,C622CP00,622,B,622 BLK J Stage 절단 전처리,18,0,TON,가공-상선-전처리
5466,Z826ZBI0,826,B,826 BLK B Stage 발판 설치,1,142.7,매,발판지원-상선 일반발판
5466,P526BP00,526,B,526 BLK B Stage 선행 도장,6,4793.8,M2,선행도장-상선-도장
5466,Z561ZBR0,561,B,561 BLK B Stage 발판 해체,1,59,매,발판지원-상선 일반발판
5466,W653GC00,653,B,653 BLK C Stage 중조 의장 ('C'),9,1703.4,KG,조립의장-상선관철
5466,C653CP00,653,B,653 BLK J Stage 절단 전처리,16,0,TON,가공-상선-전처리
5466,S632A000,632,B,632 BLK B Stage 조립,19,2426.3,JL,조립4-조립-해양제작 3공장
5466,S204A000,204,B,204 BLK B Stage 조립,14,2822.1,JL,조립1-PBS
5466,C942CP00,942,B,942 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,W542GC00,542,B,542 BLK C Stage 중조 의장 ('C'),5,303.5,KG,조립의장-상선관철
5466,P671BP00,671,B,671 BLK B Stage 선행 도장,8,4752.6,M2,선행도장-상선-도장
5466,P152BP00,152,B,152 BLK B Stage 선행 도장,7,1790.8,M2,선행도장-상선-도장
5466,P811BP00,811,B,811 BLK B Stage 선행 도장,3,421.2,M²,사외-선행도장-(주)건화
5466,C923CC00,923,B,923 BLK J Stage 절단,14,0,TON,사외-가공 절단-신한기계-선실용
5466,W262GA00,262,B,262 BLK A Stage 대조 의장 ('A'),8,608,KG,조립의장-상선관철
5466,P823BP00,823,B,823 BLK B Stage 선행 도장,7,3556.5,M2,선행도장-상선-도장
5466,C661CP00,661,B,661 BLK J Stage 절단 전처리,20,0,TON,가공-상선-전처리
5466,C541CP00,541,B,541 BLK J Stage 절단 전처리,12,0,TON,가공-상선-전처리
5466,W644GA00,644,B,644 BLK A Stage 대조 의장 ('A'),9,1184.2,KG,조립의장-상선관철
5466,Z145ZBI0,145,B,145 BLK B Stage 발판 설치,1,70,매,사외-발판-(주)퍼쉬 (안정공장)
5466,P106BP00,106,B,106 BLK B Stage 선행 도장,7,913.85,M2,선행도장-상선-도장
5466,P544BP00,544,B,544 BLK B Stage 선행 도장,6,3237.8,M2,선행도장-상선-도장
5466,S531A000,531,B,531 BLK B Stage 조립,13,2874.3,JL,조립1-PBS
5466,W143GC00,143,B,143 BLK C Stage 중조 의장 ('C'),17,1,LOT,해양의장3-선행-해양관철(조립의장)
5466,C922CC00,922,B,922 BLK J Stage 절단,14,0,TON,사외-가공 절단-신한기계-선실용
5466,C835CP00,835,B,835 BLK J Stage 절단 전처리,17,0,TON,가공-상선-전처리
5466,W541GC00,541,B,541 BLK C Stage 중조 의장 ('C'),5,326.1,KG,조립의장-상선관철
5466,W106GC00,106,B,106 BLK C Stage 중조 의장 ('C'),11,1,LOT,선행의장-상선 기장(POS)
5466,W106GS00,106,B,106 BLK S Stage 소조 의장 ('S'),5,17.4,KG,선행의장-상선 기장(POS)
5466,Z105ZBI0,105,B,105 BLK B Stage 발판 설치,1,57.7,매,발판지원-상선 일반발판
5466,P254BC00,254,B,254 BLK B Stage 선행 도장 전처리,1,3447.98,M2,선행도장-상선-전처리
5466,C229CP00,229,B,229 BLK J Stage 절단 전처리,20,0,TON,가공-상선-전처리
5466,W805GA00,805,B,805 BLK A Stage 대조 의장 ('A'),4,343.6,KG,사외-선행의장 선장-기득
5466,W836GS00,836,B,836 BLK S Stage 소조 의장 ('S'),5,1,LOT,조립의장-상선관철
5466,W801GC00,801,B,801 BLK C Stage 중조 의장 ('C'),20,83.9,KG,조립의장-상선관철
5466,S661A000,661,B,661 BLK B Stage 조립,20,2157.3,JL,해양조립-조립-해양제작 1공장
5466,C426CP00,426,B,426 BLK J Stage 절단 전처리,8,0,TON,가공-상선-전처리
5466,C727CC00,727,B,727 BLK J Stage 절단,14,155.9,TON,가공-상선-절단
5466,U183GB00,183,B,183 BLK B Stage UNIT 의장 ('B'),8,1,LOT,선행의장-상선 기장(기타:UNIT조립)
5466,W626GC00,626,B,626 BLK C Stage 중조 의장 ('C'),7,684.9,KG,조립의장-상선관철
5466,S754A000,754,B,754 BLK B Stage 조립,16,1922.8,JL,조립3-상선-NPS
5466,W211GC00,211,B,211 BLK C Stage 중조 의장 ('C'),6,5871.4,KG,조립의장-상선관철
5466,C443CP00,443,B,443 BLK J Stage 절단 전처리,8,0,TON,가공-상선-전처리
5466,C443CC00,443,B,443 BLK J Stage 절단,8,23.4,TON,가공-상선-절단
5466,W443GA00,443,B,443 BLK A Stage 대조 의장 ('A'),3,274.2,KG,조립의장-상선관철
5466,P284BC00,284,B,284 BLK B Stage 선행 도장 전처리,1,3512.02,M2,선행도장-상선-전처리
5466,P193BC00,193,B,193 BLK B Stage 선행 도장 전처리,1,2313.255,M2,선행도장-상선-전처리
5466,P254BP00,254,B,254 BLK B Stage 선행 도장,7,4587.5,M2,선행도장-상선-도장
5466,C805CC00,805,B,805 BLK J Stage 절단,14,71.5,TON,가공-상선-절단
5466,C639CP00,639,B,639 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,C824CP00,824,B,824 BLK J Stage 절단 전처리,16,0,TON,가공-상선-전처리
5466,W531GA00,531,B,531 BLK A Stage 대조 의장 ('A'),18,1132.3,KG,조립의장-상선관철
5466,W824GC00,824,B,824 BLK C Stage 중조 의장 ('C'),9,172.8,KG,조립의장-상선관철
5466,W284GA00,284,B,284 BLK A Stage 대조 의장 ('A'),7,1187.9,KG,선행의장-상선 기장(POS)
5466,Z524ZBI0,524,B,524 BLK B Stage 발판 설치,1,32,매,발판지원-상선 일반발판
5466,P233BC00,233,B,233 BLK B Stage 선행 도장 전처리,1,2373.8,M2,선행도장-상선-전처리
5466,C271CC00,271,B,271 BLK J Stage 절단,18,215.6,TON,가공-상선-절단
5466,C212CC00,212,B,212 BLK J Stage 절단,14,321.5,TON,가공-상선-절단
5466,C734CC00,734,B,734 BLK J Stage 절단,14,136.3,TON,가공-상선-절단
5466,C636CC00,636,B,636 BLK J Stage 절단,14,277.5,TON,가공-상선-절단
5466,C153CP00,153,B,153 BLK J Stage 절단 전처리,24,0,TON,가공-상선-전처리
5466,P671BC00,671,B,671 BLK B Stage 선행 도장 전처리,1,3613.92,M2,선행도장-상선-전처리
5466,P629BP00,629,B,629 BLK B Stage 선행 도장,7,6554.3,M2,선행도장-상선-도장
5466,C741CP00,741,B,741 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,Z539ZBR0,539,B,539 BLK B Stage 발판 해체,1,40.5,매,발판지원-상선 일반발판
5466,P904BC00,904,B,904 BLK B Stage 선행 도장 전처리,1,0,0,사외-선행도장 전처리-신한기계-선실용
5466,W629GA00,629,B,629 BLK A Stage 대조 의장 ('A'),14,370.6,KG,조립의장-상선관철
5466,W102GS00,102,B,102 BLK S Stage 소조 의장 ('S'),5,1,LOT,선행의장-상선 기장(POS)
5466,Z111ZBR0,111,B,111 BLK B Stage 발판 해체,1,17.7,매,사외-발판-신한기계
5466,W8X1GA00,8X1,B,8X1 BLK A Stage 대조 의장 ('A'),20,1,LOT,사외-후행의장-해양-계장-성원기업
5466,W642GA00,642,B,642 BLK A Stage 대조 의장 ('A'),14,3015.9,KG,조립의장-상선관철
5466,W622GA00,622,B,622 BLK A Stage 대조 의장 ('A'),2,717.7,KG,선행의장-상선 기장(POS)
5466,S801A000,801,B,801 BLK B Stage 조립,28,2266,JL,조립5-조립 GBS
5466,W154GC00,154,B,154 BLK C Stage 중조 의장 ('C'),17,42.56,KG,해양의장3-선행-해양관철(조립의장)
5466,S131A000,131,B,131 BLK B Stage 조립,31,2269.1,JL,조립2-3DS
5466,Z182ZBI0,182,B,182 BLK B Stage 발판 설치,1,102.3,매,발판지원-상선 일반발판
5466,W252GA00,252,B,252 BLK A Stage 대조 의장 ('A'),10,2343.8,KG,조립의장-상선관철
5466,S421A000,421,B,421 BLK B Stage 조립,9,575.5,JL,조립3-상선-NPS
5466,W106GB00,106,B,106 BLK B Stage 의장 ('B'),6,187.6,KG,선행의장-상선 기장(POS)
5466,C192CP00,192,B,192 BLK J Stage 절단 전처리,25,0,TON,가공-상선-전처리
5466,C933CP00,933,B,933 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,C554CP00,554,B,554 BLK J Stage 절단 전처리,13,0,TON,가공-상선-전처리
5466,W626GA00,626,B,626 BLK A Stage 대조 의장 ('A'),4,1622.2,KG,조립의장-상선관철
5466,C906CP00,906,B,906 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,C802CP00,802,B,802 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,Z834ZBR0,834,B,834 BLK B Stage 발판 해체,1,137.7,매,발판지원-상선 일반발판
5466,Z832ZBR0,832,B,832 BLK B Stage 발판 해체,1,110,매,발판지원-상선 일반발판
5466,W741GA00,741,B,741 BLK A Stage 대조 의장 ('A'),11,942.2,KG,조립의장-상선관철
5466,W910GB00,910,B,910 BLK B Stage 의장 ('B'),35,0,0,사외-선행의장-관철-신한기계-선실용
5466,S823A000,823,B,823 BLK B Stage 조립,20,1930.6,JL,조립3-상선-NPS
5466,U161GB00,161,B,161 BLK B Stage UNIT 의장 ('B'),8,1,LOT,선행의장-상선 기장(기타:UNIT조립)
5466,Z133ZBI0,133,B,133 BLK B Stage 발판 설치,3,330.7,매,발판지원-상선 일반발판
5466,C632CC00,632,B,632 BLK J Stage 절단,18,182.6,TON,가공-상선-절단
5466,P824BP00,824,B,824 BLK B Stage 선행 도장,7,2103.8,M2,선행도장-상선-도장
5466,C155CP00,155,B,155 BLK J Stage 절단 전처리,30,0,TON,가공-상선-전처리
5466,P155BP00,155,B,155 BLK B Stage 선행 도장,7,1571.5,M²,사외-선행도장-(주)퍼쉬 (안정공장)
5466,Z155ZBR0,155,B,155 BLK B Stage 발판 해체,1,86.8,매,사외-발판-(주)퍼쉬 (안정공장)
5466,S155A000,155,B,155 BLK B Stage 조립,30,956.8,JL,사외-조립-(주)퍼쉬 (안정공장)
5466,P155BC00,155,B,155 BLK B Stage 선행 도장 전처리,1,1066.3,M²,사외-선행도장 전처리-(주)퍼쉬 (안정공장)
5466,P643BP00,643,B,643 BLK B Stage 선행 도장,7,6720.3,M2,선행도장-상선-도장
5466,C125CP00,125,B,125 BLK J Stage 절단 전처리,34,0,TON,가공-상선-전처리
5466,P251BC00,251,B,251 BLK B Stage 선행 도장 전처리,1,5670.78,M2,선행도장-상선-전처리
5466,C834CC00,834,B,834 BLK J Stage 절단,23,120.6,TON,가공-상선-절단
5466,P541BP00,541,B,541 BLK B Stage 선행 도장,6,4272,M2,선행도장-상선-도장
5466,P661BP00,661,B,661 BLK B Stage 선행 도장,8,4752.6,M2,선행도장-상선-도장
5466,P823BC00,823,B,823 BLK B Stage 선행 도장 전처리,1,2840.04,M2,선행도장-상선-전처리
5466,C171CC00,171,B,171 BLK J Stage 절단,20,92.2,TON,가공-상선-절단
5466,W9X1GB00,9X1,B,9X1 BLK B Stage 의장 ('B'),20,0,0,사외-선행의장-관철-신한기계-선실용
5466,W671GA00,671,B,671 BLK A Stage 대조 의장 ('A'),3,1117.3,KG,선행의장-상선 기장(POS)
5466,Z654ZBR0,654,B,654 BLK B Stage 발판 해체,2,358.7,매,발판지원-상선 일반발판
5466,P109BC00,109,B,109 BLK B Stage 선행 도장 전처리,1,2478.03,M2,선행도장-상선-전처리
5466,S824A000,824,B,824 BLK B Stage 조립,17,1581.8,JL,조립3-상선-NPS
5466,Z152ZBI0,152,B,152 BLK B Stage 발판 설치,2,166.7,매,발판지원-상선 일반발판
5466,Z263ZBR0,263,B,263 BLK B Stage 발판 해체,1,138,매,발판지원-상선 일반발판
5466,P834BC00,834,B,834 BLK B Stage 선행 도장 전처리,1,1567.24,M2,선행도장-상선-전처리
5466,P284BP01,284,B,284 BLK B Stage 선행 보수 도장,2,1,LOT,선행도장-상선-도장
5466,P294BP01,294,B,294 BLK B Stage 선행 보수 도장,2,1,LOT,선행도장-상선-도장
5466,C652CP00,652,B,652 BLK J Stage 절단 전처리,17,0,TON,가공-상선-전처리
5466,C921CC00,921,B,921 BLK J Stage 절단,14,0,TON,사외-가공 절단-신한기계-선실용
5466,C113CC00,113,B,113 BLK J Stage 절단,31,123.5,TON,가공-상선-절단
5466,C654CC00,654,B,654 BLK J Stage 절단,17,270,TON,가공-상선-절단
5466,C625CP00,625,B,625 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,S133A000,133,B,133 BLK B Stage 조립,25,2381.3,JL,해양조립-조립-해양제작 1공장
5466,W133GB00,133,B,133 BLK B Stage 의장 ('B'),8,2756.014,KG,선행의장-상선 기장(POS)
5466,C571CP00,571,B,571 BLK J Stage 절단 전처리,19,0,TON,가공-상선-전처리
5466,Z123ZBR0,123,B,123 BLK B Stage 발판 해체,2,375.2,매,발판지원-상선 일반발판
5466,S544A000,544,B,544 BLK B Stage 조립,13,2068.6,JL,조립3-상선-NPS
5466,C227CC00,227,B,227 BLK J Stage 절단,20,300,TON,가공-상선-절단
5466,W123GL00,123,B,123 COUPLAR BASE 설치,4,-,-,#N/A
5466,W253GC00,253,B,253 BLK C Stage 중조 의장 ('C'),7,489.1,KG,조립의장-상선관철
5466,C253CC00,253,B,253 BLK J Stage 절단,14,285.1,TON,가공-상선-절단
5466,C951CC00,951,B,951 BLK J Stage 절단,14,0,TON,사외-가공 절단-신한기계-선실용
5466,W193GC00,193,B,193 BLK C Stage 중조 의장 ('C'),20,1,LOT,사외-선행의장-기장-신한기계
5466,Z101ZBR0,101,B,101 BLK B Stage 발판 해체,1,11,매,발판지원-상선 일반발판
5466,W522GC00,522,B,522 BLK C Stage 중조 의장 ('C'),5,441.2,KG,조립의장-상선관철
5466,W251GC00,251,B,251 BLK C Stage 중조 의장 ('C'),10,1590.8,KG,조립의장-상선관철
5466,W651GC00,651,B,651 BLK C Stage 중조 의장 ('C'),5,1858.2,KG,조립의장-상선관철
5466,P528BC00,528,B,528 BLK B Stage 선행 도장 전처리,1,3522.88,M2,선행도장-상선-전처리
5466,W528GA00,528,B,528 BLK A Stage 대조 의장 ('A'),14,2512,KG,조립의장-상선관철
5466,W528GC00,528,B,528 BLK C Stage 중조 의장 ('C'),5,297.4,KG,조립의장-상선관철
5466,C528CC00,528,B,528 BLK J Stage 절단,12,254.2,TON,가공-상선-절단
5466,S571A000,571,B,571 BLK B Stage 조립,20,318.1,JL,해양조립-조립-해양제작 1공장
5466,Z153ZBI0,153,B,153 BLK B Stage 발판 설치,2,234.5,매,발판지원-상선 일반발판
5466,S262A000,262,B,262 BLK B Stage 조립,17,3073,JL,조립5-조립 GBS
5466,W254GC00,254,B,254 BLK C Stage 중조 의장 ('C'),7,12069.5,KG,조립의장-상선관철
5466,Z532ZBI0,532,B,532 BLK B Stage 발판 설치,1,42.7,매,발판지원-상선 일반발판
5466,P205BP00,205,B,205 BLK B Stage 선행 도장,6,8728.1,M2,선행도장-상선-도장
5466,S624A000,624,B,624 BLK B Stage 조립,15,2641,JL,조립1-PBS
5466,W532GC00,532,B,532 BLK C Stage 중조 의장 ('C'),5,407.5,KG,조립의장-상선관철
5466,C203CC00,203,B,203 BLK J Stage 절단,14,344,TON,가공-상선-절단
5466,C294CC00,294,B,294 BLK J Stage 절단,17,187.4,TON,가공-상선-절단
5466,C532CC00,532,B,532 BLK J Stage 절단,12,221.1,TON,가공-상선-절단
5466,Z293ZBI0,293,B,293 BLK B Stage 발판 설치,1,153.7,매,발판지원-상선 일반발판
5466,P105BC00,105,B,105 BLK B Stage 선행 도장 전처리,1,586.72,M2,선행도장-상선-전처리
5466,P642BP00,642,B,642 BLK B Stage 선행 도장,7,5714.2,M2,선행도장-상선-도장
5466,W284GC00,284,B,284 BLK C Stage 중조 의장 ('C'),10,104.9,KG,선행의장-상선 기장(POS)
5466,P825BP00,825,B,825 BLK B Stage 선행 도장,6,2072.5,M2,선행도장-상선-도장
5466,C952CP00,952,B,952 BLK J Stage 절단 전처리,14,0,TON,가공-상선-전처리
5466,C133CP00,133,B,133 BLK J Stage 절단 전처리,26,0,TON,가공-상선-전처리
5466,S524A000,524,B,524 BLK B Stage 조립,13,2101.5,JL,조립1-PBS
5466,W804GA00,804,B,804 BLK A Stage 대조 의장 ('A'),2,258.6,KG,조립의장-상선관철
5466,W134GL00,134,B,134 COUPLAR BASE 설치,4,-,-,#N/A
5466,C544CP00,544,B,544 BLK J Stage 절단 전처리,13,0,TON,가공-상선-전처리
5466,C431CP00,431,B,431 BLK J Stage 절단 전처리,9,0,TON,가공-상선-전처리
5466,W727GA00,727,B,727 BLK A Stage 대조 의장 ('A'),9,1045,KG,조립의장-상선관철
